"geo","gdp_per_capita_eur","employment_rate_per1000","CNMIGRATRT","GBIRTHRT","GDEATHRT","GROWRT","NATGROWRT"
"DE117","66743.0122678385","51.9850652400627","35.1","10.0","11.4","33.8","-1.4"
"DE401","36933.9368763887","42.2296131712231","25.6","7.5","17.3","15.8","-9.8"
"DE276","35293.8050351061","46.5883083129679","7.4","9.5","11.1","5.8","-1.6"
"PL516","22342.4463700079","70.2762305438954","-1.1","7.5","12.1","-5.7","-4.6"
"DEA1D","45525.1538135144","42.2766168098724","11.3","8.7","12.7","7.3","-4.0"
"BE344","34382.6310474617","78.0317635178555","11.9","10.5","10.4","12.0","0.1"
"DE712","108785.54945576","57.6773126244692","-17.6","10.6","8.8","-15.7","1.9"
"ITC31","27050.4624526765","116.451813868788","10.9","5.9","16.3","0.6","-10.3"
"PL923","35188.1012321919","94.2855198825805","-1.3","7.7","13.3","-6.9","-5.7"
"ITI18","34262.1355165022","113.159324746362","4.9","6.0","13.5","-2.6","-7.5"
"DE249","42925.0215638877","49.3040987359835","-0.1","7.4","18.1","-10.7","-10.6"
"DEE04","30280.4137291733","37.9333056863367","1.4","6.7","15.6","-7.6","-8.9"
"HR037","17889.1309820398","72.2228491566767","0.9","9.1","12.9","-2.9","-3.8"
"DEB1D","41816.473445315","46.2574807019573","24.3","8.7","14.2","18.8","-5.5"
"ES411","21800.9716975796","82.9651232220637","12.3","5.7","13.9","4.1","-8.2"
"SE321","47971.0311106379","25.7992653352062","0.1","8.3","12.2","-3.8","-3.9"
"ITF35","22235.0921988214","97.4172681267045","1.3","7.3","11.8","-3.2","-4.5"
"DE24D","42402.5628829635","51.7612825606446","3.2","7.5","17.9","-7.3","-10.5"
"DE927","37549.5388961428","44.5911655293045","2.4","8.4","14.8","-3.9","-6.3"
"ITF31","19982.0229933318","78.4491378881713","2.9","8.4","10.1","1.1","-1.8"
"FRK22","24348.7211497199","59.1185040917807","7.0","8.3","12.3","3.0","-4.0"
"SE224","44509.6101395797","30.5898711161025","7.3","10.2","9.1","8.4","1.1"
"AT323","66807.2132116798","70.9496230801274","9.6","9.4","9.3","9.7","0.1"
"DEG0C","33074.9112647114","20.8481225481039","33.5","6.6","14.3","25.8","-7.7"
"BG341","9971.74313959839","148.856401854241","7.1","8.5","16.7","-1.1","-8.2"
"BE323","30339.9270213175","50.3168811215671","4.1","9.4","11.2","2.3","-1.7"
"DK022","42220.1003882108","31.7426368116134","10.2","8.0","12.8","5.4","-4.8"
"DEA52","47265.1878156673","38.5105614362735","24.8","9.7","13.4","21.1","-3.7"
"FI1DC","37906.186267845","50.8326137150066","3.0","6.4","14.0","-4.5","-7.5"
"ITH54","45085.265286405","107.018016361929","7.9","7.3","11.5","3.7","-4.3"
"DEA33","64947.6414248079","47.4327459058962","-39.3","9.1","9.9","-40.1","-0.8"
"ITF47","25726.32998148","99.7730651850693","2.3","7.0","10.7","-1.4","-3.7"
"AT222","43054.8053612029","71.5999447298672","6.7","8.4","12.2","2.8","-3.9"
"PL426","14407.1274137031","79.3260269887423","-0.2","6.9","12.5","-5.7","-5.5"
"PL616","13260.1928332953","120.830454779409","-1.7","8.2","12.8","-6.4","-4.6"
"BE343","35946.7698842228","80.4959923271905","6.0","10.2","10.5","5.8","-0.3"
"DE722","39954.3344753004","42.2317298432295","4.8","8.8","14.2","-0.6","-5.4"
"NL133","45700.2733677574","98.2345925042413","14.0","8.1","12.0","10.1","-3.9"
"DE80L","31063.3908809208","48.738379814077","-33.6","6.0","17.4","-44.9","-11.3"
"FI1D7","46572.9146599884","53.2596008929482","2.8","7.4","14.1","-4.0","-6.8"
"ITC44","33489.5740110972","109.07016287811","5.5","6.7","12.1","0.1","-5.4"
"PL21A","13400.7710265608","66.6461110653611","-1.3","7.7","12.8","-6.4","-5.1"
"EE004","17682.3518916285","57.095408348831","25.9","8.2","15.2","18.9","-7.0"
"RO424","19198.0534712789","43.4503969409939","11.8","10.3","12.5","9.6","-2.2"
"LT021","13535.5150586207","50.4041915064516","11.9","5.5","18.1","-0.6","-12.6"
"BG411","27811.8345627984","93.3828571607908","7.9","10.0","13.4","4.5","-3.4"
"DEC03","28765.1990492713","36.7604912607855","28.6","7.8","16.0","20.4","-8.2"
"BG311","6670.25876584452","135.377237765535","0.9","6.8","27.9","-20.2","-21.1"
"DE226","40414.7733234328","50.2021808085618","7.2","9.6","10.5","6.2","-1.0"
"DE600","85040.4733715044","56.2910781661709","-11.1","10.3","10.8","-11.5","-0.4"
"DE253","43510.0912315485","45.693220365236","16.0","9.7","10.8","14.9","-1.1"
"PL842","12772.3457790837","172.810735655865","-3.6","7.9","14.1","-9.7","-6.1"
"PT1A0","36509.6221243601","69.2957310735883","99.6","9.5","10.1","99.0","-0.7"
"FR104","43401.5881668134","30.7275096523639","3.6","13.8","6.9","10.5","6.9"
"RO314","6844.463745614","72.251280730814","3.3","8.5","17.4","-5.6","-8.9"
"AT224","37090.6323977004","84.1693908991846","8.5","8.3","11.0","5.8","-2.7"
"DED2E","34182.2230764089","46.5021057557323","14.0","6.2","15.4","4.9","-9.1"
"HU332","10256.5384288908","46.057450775117","-1.8","8.1","18.0","-11.7","-9.9"
"DE724","43167.3283298862","40.7156527710618","-12.1","8.4","12.3","-16.0","-3.8"
"ITG11","18759.2157614688","93.9552274579359","0.9","7.3","13.5","-5.3","-6.2"
"DE127","35353.7508076899","41.8261781850774","12.5","8.4","13.2","7.7","-4.8"
"SE332","60633.5780338255","18.0221311770855","1.4","8.4","11.9","-2.1","-3.5"
"DE233","65588.387643624","59.0977585232624","1.5","8.9","15.6","-5.2","-6.7"
"BE241","55635.3833567693","86.8374266261832","11.9","10.1","9.0","13.0","1.1"
"RS218","6910.67047273231","177.579940138316","-12.1","8.3","14.7","-18.5","-6.4"
"DE111","106027.112690112","52.0697776535867","-22.8","9.6","9.8","-23.0","-0.2"
"DE40A","32936.4443105725","43.8842419889247","11.5","6.8","13.4","4.9","-6.7"
"DE278","47851.8483914167","49.4409667071538","1.0","9.5","11.1","-0.6","-1.6"
"EL523","15569.2632058807","182.489030714001","2.1","5.6","19.0","-11.3","-13.4"
"HU213","14093.9858261315","48.2182516539125","2.7","8.3","14.5","-3.4","-6.1"
"SK022","17454.5188330466","62.9598447966617","-1.4","8.2","12.0","-5.3","-3.8"
"ITC4A","37428.4950547982","90.998538335978","7.7","6.3","12.5","1.5","-6.2"
"DE718","70342.9786408258","52.4381857990812","10.8","7.5","12.0","6.3","-4.5"
"DE258","26728.0125929399","43.1207716524884","-11.1","8.4","12.8","-15.4","-4.3"
"DEA1C","53997.2461401578","46.4068735020468","15.9","8.4","14.4","9.9","-6.0"
"PL416","15631.8239932143","118.099389226488","-0.5","8.5","12.0","-4.0","-3.5"
"RS225","6894.86337182868","147.028735109575","-16.0","8.9","16.6","-23.7","-7.8"
"RO422","11301.9702093627","43.5613980245129","2.5","7.7","16.0","-5.8","-8.2"
"DE40G","43583.5826894734","45.8219820463579","3.7","5.6","17.1","-7.8","-11.5"
"DE932","30014.9296353261","43.6366186880959","4.3","8.3","16.1","-3.5","-7.9"
"SE322","43104.6390113136","37.8632983476457","6.7","8.8","10.9","4.7","-2.1"
"DEA56","34293.1244819847","41.8137286857079","-14.9","8.6","15.1","-21.4","-6.5"
"SI043","23746.6719633514","110.80777260318","5.2","7.8","11.9","1.0","-4.1"
"DEB1C","38811.857131287","51.348505709889","4.3","8.1","16.1","-3.7","-8.0"
"RO222","9040.55549914937","113.368184103195","1.3","8.6","17.4","-7.4","-8.8"
"DEA17","33490.6012876523","34.6823024450065","27.7","8.8","15.2","21.3","-6.4"
"SE312","43073.5782126101","21.1521323776731","1.5","8.9","10.7","-0.3","-1.8"
"RS221","20485.1476721423","197.652755317237","-33.8","7.0","22.0","-48.7","-15.0"
"SE125","41124.6849985841","20.432524277065","6.4","10.1","10.3","6.2","-0.2"
"DE24C","40262.5073043556","45.5492126279199","17.7","8.5","15.5","10.8","-6.9"
"HR064","10945.5034984793","56.7568016752813","-0.9","8.9","15.7","-7.7","-6.8"
"DE731","62402.4230811453","50.4974900951069","-17.5","9.9","11.6","-19.3","-1.8"
"ITC14","27617.942417779","95.9487581767143","8.3","5.0","14.6","-1.4","-9.6"
"PT1C3","17124.2775942341","97.114185335758","32.1","6.6","18.4","20.3","-11.8"
"DEG0D","30145.5243971652","80.6205160295123","2.9","6.8","15.4","-5.7","-8.6"
"FRE23","31227.853025427","36.9558298263606","1.0","9.9","11.0","-0.2","-1.2"
"DE941","28256.1079435515","35.0868140656846","48.9","9.6","12.8","45.7","-3.2"
"BE32A","27858.6045793274","69.5007529248233","7.4","9.3","11.0","5.7","-1.7"
"BG332","7707.49582223177","163.620866693959","1.7","7.3","21.2","-12.1","-13.9"
"PL224","15862.9951734909","65.5426244843185","0.3","7.0","14.3","-6.9","-7.2"
"PL843","12162.2587707718","159.228553904146","-2.9","7.9","12.4","-7.4","-4.5"
"FRC22","29947.1759447379","47.5996981482556","1.1","8.5","11.3","-1.7","-2.8"
"BG415","6860.91946728557","142.697841400506","2.4","7.4","24.4","-14.6","-17.0"
"EL633","13117.7328498602","230.474865193947","11.8","6.3","15.4","2.7","-9.1"
"HU311","11693.8761572438","30.3198273246922","-4.3","11.1","15.4","-8.6","-4.3"
"DEA5A","44526.503415445","39.4398232862631","5.7","8.8","13.4","1.1","-4.6"
"DE21F","43971.1736582048","75.7166576646862","-33.2","9.6","11.2","-34.8","-1.6"
"DE27D","55782.0070229505","49.5606951832042","-7.5","9.9","11.4","-9.0","-1.6"
"BE252","34349.7076473304","113.478996768734","11.1","9.8","11.5","9.4","-1.7"
"DE259","37764.0237072989","46.4345715885757","-9.9","8.0","13.2","-15.1","-5.2"
"EL541","12129.1268140191","185.786053761892","-0.2","5.9","16.6","-10.9","-10.7"
"EL432","18532.0463320463","150.836550836551","1.4","7.6","13.2","-4.1","-5.6"
"RO216","6045.71140451804","302.954720391781","0.1","11.1","14.9","-3.8","-3.8"
"DE25B","36378.9993726474","49.6392722710163","3.0","8.5","11.9","-0.4","-3.4"
"SI034","24009.2539978894","102.474304114048","7.9","8.6","11.0","5.5","-2.4"
"BE224","48134.9674231143","80.0916944208267","12.2","8.5","10.1","10.6","-1.5"
"SK031","18137.3264203618","80.3451651499221","-1.2","9.8","10.6","-2.1","-0.9"
"EL514","13825.1808972504","113.458755426918","7.4","6.4","16.5","-2.8","-10.1"
"SI042","23569.7614414824","87.1100758899194","-3.7","9.2","10.4","-4.9","-1.2"
"ITF34","21253.1541832004","104.371392772717","0.2","6.5","13.0","-6.3","-6.5"
"DE93A","35030.7877796198","47.7964131160247","-11.9","8.2","16.2","-20.0","-8.0"
"BE211","58687.566592979","76.2802954127804","12.2","10.9","9.5","13.6","1.4"
"NL325","36454.274634537","93.0583645928768","15.3","9.8","9.7","15.3","0.0"
"FRJ24","24225.4047516468","72.6710234675498","6.1","7.6","13.7","0.0","-6.1"
"PT150","25499.1563524638","123.472551134828","147.3","8.0","11.6","143.8","-3.5"
"RS211","7014.04651596654","322.790025185784","-4.7","8.5","15.9","-12.2","-7.5"
"DED42","27360.3492599522","48.0688784435419","-3.6","6.4","16.9","-14.2","-10.5"
"ITI33","30622.0941289108","126.235302604054","4.0","6.1","13.9","-3.8","-7.8"
"NL115","63215.206185567","85.722825447846","12.4","8.5","9.3","11.6","-0.8"
"DE119","60105.8966801391","42.1821775887326","13.0","9.7","11.8","10.8","-2.1"
"AT223","45190.1533299867","48.2929092029764","14.0","7.0","14.0","7.0","-7.0"
"DEA23","70865.8498400889","54.9251884267577","-49.1","9.8","10.2","-49.5","-0.4"
"PL514","28164.036048076","113.657042112768","2.5","10.0","11.4","1.1","-1.4"
"ES708","24506.8685025508","66.1792107325974","18.8","6.8","5.5","20.1","1.3"
"PL22B","16795.5456195686","47.9501318628626","-0.9","6.3","15.1","-9.7","-8.8"
"NL328","39612.1812380749","95.5197175181499","11.9","8.6","10.1","10.5","-1.4"
"SI037","25346.5935508574","95.6568115307825","6.5","9.6","10.3","5.7","-0.8"
"DE938","41964.9154724586","44.7128302731751","11.4","8.6","14.3","5.7","-5.7"
"ES415","26503.2103835604","69.5710804971114","10.6","5.3","13.5","2.5","-8.1"
"DEA27","41704.7368989873","41.5350155014611","7.1","9.1","12.5","3.8","-3.3"
"DEE06","30719.832132678","35.4586054444669","9.8","6.2","17.0","-1.0","-10.7"
"DE145","36461.6586225542","42.9074960446999","3.3","10.3","10.7","2.8","-0.4"
"DEA19","34058.5818806344","43.470875771435","43.9","8.7","13.9","38.7","-5.3"
"SE110","71211.4002548094","29.7705432275327","6.1","10.9","6.7","10.3","4.2"
"DE925","32720.3182263177","37.1943385994985","-18.1","8.2","14.8","-24.7","-6.7"
"RS125","7790.24306351754","102.786058243522","-79.1","8.6","16.3","-86.8","-7.6"
"ES242","30364.8644618734","90.9551784808994","13.6","7.1","14.0","6.8","-6.9"
"DE22C","68449.3854862563","47.121219848029","16.7","9.4","11.3","14.8","-1.8"
"ITH55","46695.1915885447","111.593451601287","9.0","6.7","12.5","3.3","-5.7"
"AT126","36413.2058780891","55.9169943284191","16.6","8.3","10.3","14.7","-2.0"
"DEF01","49795.0896139958","44.2307903372735","58.6","8.7","12.8","54.5","-4.1"
"BG343","8309.40416367552","168.240469748007","-0.4","9.6","21.0","-11.8","-11.4"
"PT300","24795.779859355","95.4517932827581","20.2","6.9","12.2","14.9","-5.3"
"DE911","79757.3777343734","37.8984257886128","21.3","9.2","13.1","17.4","-3.9"
"PL913","21741.3271367621","77.8819507871033","10.3","9.1","9.9","9.5","-0.8"
"RO124","10456.4641175724","79.5177500488628","4.0","10.1","13.5","0.6","-3.4"
"DEA31","27637.3059644876","33.4154512364569","14.0","8.8","14.2","8.6","-5.3"
"RS122","9003.82321681625","147.872874350496","-33.5","8.8","17.5","-42.2","-8.7"
"BE353","22937.9505550396","70.7620184865773","6.9","8.4","11.7","3.6","-3.3"
"ES612","20679.2238583977","49.2585232838482","5.6","6.9","9.0","3.4","-2.2"
"ES422","24949.8932685884","64.9758021150744","6.2","6.8","11.0","2.0","-4.2"
"EL533","19970.4962002682","175.681716584712","-6.1","5.7","15.4","-15.8","-9.7"
"ITF22","25408.8172185305","111.065949542975","4.7","5.6","14.4","-4.1","-8.8"
"DEA5B","41814.4678429894","43.4670424547963","-3.8","8.9","13.7","-8.5","-4.7"
"NL131","38517.8569584835","89.3106047308808","11.7","8.1","11.6","8.2","-3.4"
"DEE0D","34558.0704535928","37.814590053396","-8.7","6.3","18.6","-21.0","-12.4"
"BE256","50399.6138749313","95.2527073504405","11.8","9.9","10.3","11.4","-0.4"
"RO122","16809.6356798126","78.6679166955462","10.6","10.4","12.7","8.3","-2.4"
"PT1C1","31878.3760414229","102.641831887124","135.6","7.5","13.1","129.9","-5.6"
"DEB31","41798.5360752876","41.2113259385316","-11.2","9.6","14.2","-15.8","-4.7"
"NL416","56193.9103528817","97.2049988562347","12.4","9.4","9.8","12.0","-0.4"
"FRF22","30484.5118234772","43.7192197405136","-0.9","9.8","10.9","-2.0","-1.1"
"FRI12","38941.8978137052","58.627565702277","8.4","10.1","9.2","9.2","0.9"
"PL415","34680.7707536941","110.461867527171","-3.7","9.0","11.6","-6.3","-2.6"
"RO423","11157.1645614541","34.7942288711699","0.7","8.3","17.7","-8.7","-9.5"
"DE803","47195.537428023","37.4760076775432","-15.4","8.1","14.4","-21.8","-6.3"
"DE138","39852.3413989038","47.1716123388997","8.7","8.4","11.9","5.2","-3.5"
"DE80K","32362.0268508145","45.9604400448126","9.1","6.8","14.4","1.5","-7.6"
"DE228","36400.5358338915","59.3023854912669","-1.6","8.7","12.3","-5.2","-3.6"
"DEA44","32567.8243353287","45.8591082474963","-2.0","8.4","14.0","-7.5","-5.6"
"FRL04","52105.8686034619","51.937109233645","6.6","11.7","9.8","8.6","2.0"
"DE12B","35187.6526316315","40.9514725050815","-4.7","9.6","11.3","-6.4","-1.7"
"DE267","35631.1992786294","47.4585923781501","-8.8","8.7","12.1","-12.2","-3.4"
"FR106","41643.7883720585","28.3637336663248","3.7","15.5","5.8","13.3","9.7"
"AT226","38717.8289694102","69.0376356640304","11.0","8.0","14.1","4.8","-6.2"
"ITH52","42950.2624098941","108.038029386344","11.0","7.2","12.0","6.2","-4.9"
"PT193","22379.0510276913","69.5816480989177","51.8","7.3","11.8","47.3","-4.6"
"PL814","15853.4066743007","112.757355518684","0.6","8.5","11.7","-2.6","-3.2"
"DE721","41369.826366748","43.0968139141142","-22.7","9.3","10.9","-24.3","-1.6"
"DED44","29893.0326684013","48.9664642960393","14.0","6.1","18.2","1.8","-12.1"
"ES514","33042.7687201156","61.1377151102826","23.3","7.2","9.4","21.1","-2.3"
"DE113","50528.7520529146","43.2330686104674","1.9","9.3","11.0","0.1","-1.8"
"BE341","29067.0958005451","32.3390362967184","12.5","10.7","8.2","15.0","2.5"
"RO223","17503.6165221328","78.6107677087636","6.4","9.3","14.1","1.6","-4.8"
"AT121","38989.015328573","66.0853306684289","9.7","9.7","11.0","8.5","-1.2"
"DEA38","36578.2454273553","43.6773841021512","13.7","9.1","12.3","10.4","-3.2"
"IE061","160790.469574026","58.5829617283993","21.2","10.6","6.0","25.8","4.5"
"ES512","33261.3054836894","71.9856787718155","24.2","7.4","8.8","22.8","-1.3"
"ITH57","35777.336365593","105.800622875236","9.3","6.0","13.4","1.9","-7.4"
"DEA12","42438.1604032701","30.0311823440075","17.9","9.3","14.1","13.1","-4.8"
"DE716","32953.8901987201","41.3270461434827","16.2","8.8","11.5","13.5","-2.7"
"DEB21","49319.7069729583","45.8533055982635","-64.8","8.7","11.8","-67.9","-3.1"
"ITH32","40075.1285881763","105.733923690853","4.6","7.0","10.8","0.8","-3.9"
"FI1C2","38748.1567212845","56.3411725308878","1.5","7.0","12.5","-4.0","-5.4"
"EL623","16617.5789094279","200.298645795788","1.1","6.8","12.5","-4.6","-5.8"
"MK007","3997.77951933124","43.1687565308255","-2.9","9.6","11.4","-4.7","-1.8"
"DEB3F","25042.1607254827","40.148615387495","-9.0","11.7","13.1","-10.4","-1.4"
"PL219","10290.6193439886","96.5917793831255","-0.3","9.7","10.3","-0.9","-0.7"
"HR062","15478.5868854109","57.8732826732424","3.2","8.2","14.7","-3.3","-6.5"
"NL323","41162.786036747","88.6356917742671","7.4","9.1","10.7","5.8","-1.5"
"DEA58","39952.6294700253","39.725364005772","15.6","8.7","14.9","9.4","-6.2"
"NL341","48672.9736154029","93.1780366056572","11.8","7.5","13.0","6.2","-5.6"
"PL912","13401.5599682381","64.1684906340374","7.5","9.5","10.0","7.0","-0.5"
"FRC23","24880.3009575923","42.749658002736","0.0","8.2","11.4","-3.1","-3.2"
"FRK21","27626.1044051072","42.3066667262535","9.8","10.2","8.1","11.9","2.1"
"ITG2E","22139.1783447119","109.793588054458","-0.4","5.0","14.0","-9.3","-8.9"
"AT213","40802.6387754137","76.3003126287146","7.1","7.8","12.6","2.3","-4.8"
"DE409","25658.2224130528","45.7151516682242","3.2","6.2","14.7","-5.2","-8.4"
"ITG13","20875.3557935709","85.3738795714397","2.5","6.5","14.1","-5.1","-7.5"
"DEG0A","27317.7183268461","58.3849569650787","13.4","6.5","19.1","0.8","-12.6"
"DEB33","52866.8556448347","55.8409173256037","14.4","8.3","11.3","11.4","-3.0"
"DE733","41835.8396511405","40.7779432936927","-11.0","8.5","14.1","-16.6","-5.6"
"PL618","14492.8305591707","119.871224056442","-2.6","8.3","11.7","-6.0","-3.3"
"DE404","49343.8854734267","49.0843770815816","0.9","9.1","10.9","-0.9","-1.8"
"EL526","13553.0639475833","169.942710719004","9.0","5.5","20.5","-5.9","-14.9"
"NL32B","106875.814957575","110.705024294204","14.1","10.2","7.4","16.9","2.8"
"EL542","14003.7344602231","235.369269323375","1.7","5.4","15.2","-8.1","-9.8"
"DEB22","36904.2528755941","51.1511210841564","6.3","8.4","13.7","0.9","-5.3"
"ITF45","20103.2955524487","100.728962994681","1.1","6.3","12.7","-5.3","-6.4"
"DE94A","32870.9419931091","46.1751422133756","18.5","7.2","14.5","11.2","-7.3"
"ES618","23331.2644904491","54.371242741952","6.5","7.5","9.0","5.0","-1.5"
"DEA1F","33053.6038902511","40.2012887868593","-3.9","8.2","14.3","-10.0","-6.1"
"DEB38","63956.0961139128","51.6167309403738","-8.3","9.5","14.8","-13.6","-5.3"
"DE935","35170.556746917","46.6161433378887","-34.7","8.3","12.3","-38.7","-4.0"
"DE242","71867.7021742954","56.8266381631466","-11.3","7.9","13.6","-17.0","-5.8"
"FRY30","18245.2441553218","19.7654499934115","-3.1","26.5","4.2","19.3","22.3"
"NL422","43784.8497268902","89.6703443776192","13.1","8.3","11.6","9.9","-3.3"
"HR031","20857.6504384639","60.3265799818567","5.9","7.2","15.4","-2.4","-8.3"
"AT335","53312.7333688943","76.5830983768955","9.9","9.9","8.8","11.0","1.1"
"RO212","6443.15636601655","178.467328717388","1.6","9.8","14.7","-3.3","-5.0"
"SE121","51579.7441181087","30.3777472875203","12.0","10.0","7.8","14.2","2.2"
"ES212","36460.875420503","58.4867284902266","9.4","6.2","10.9","4.8","-4.6"
"ITI17","35657.7650638666","108.382629046065","6.8","6.2","12.7","0.3","-6.5"
"NL342","45243.9699991477","103.092417398222","14.3","9.5","10.7","13.1","-1.3"
"NL114","43380.1837414443","80.8901577541086","12.9","8.2","12.9","8.2","-4.7"
"AT211","51626.8241478776","63.8345081841301","15.7","7.9","11.5","12.2","-3.5"
"DE136","44299.3181338895","46.3012864071983","-2.6","9.5","12.0","-5.1","-2.5"
"DE222","77466.5210103027","65.5453637956039","-10.5","8.4","11.8","-13.9","-3.4"
"RO317","9474.65437788018","105.354621483654","-0.8","7.3","19.7","-13.1","-12.3"
"DE257","43145.5682119966","40.3379197978797","-7.8","9.0","10.9","-9.7","-1.9"
"ITH10","55953.3510071046","128.422728569927","3.4","9.2","9.8","2.9","-0.6"
"FRJ22","28274.873452112","76.1432207509938","5.7","7.5","13.7","-0.5","-6.2"
"DE269","39508.471680825","47.6774704539454","-12.7","8.9","12.9","-16.7","-4.0"
"FR108","33578.2884616141","29.6653014332983","-0.1","15.0","6.4","8.5","8.5"
"FRG04","28757.9332625603","38.1538483278546","2.3","10.0","11.2","1.1","-1.3"
"NL112","65550.6840864527","78.4331005309656","5.2","7.8","13.0","0.1","-5.1"
"BE345","23105.014501742","52.8994363473851","9.0","9.8","11.8","7.1","-2.0"
"DED2C","32195.9229133619","43.2684194539134","7.6","6.7","15.6","-1.3","-8.9"
"ES112","26425.7957068838","100.851221317543","11.4","5.3","16.7","0.1","-11.3"
"DE12C","44855.3065453966","44.1338110300966","21.4","9.5","12.0","18.8","-2.5"
"AT311","45403.5088916255","57.6514373629073","12.2","10.1","10.1","12.3","0.0"
"DEB11","82061.4583150003","51.567257431493","1.0","9.1","13.1","-3.0","-4.0"
"LV00B","13398.2968282034","66.6835059358424","20.8","8.6","17.1","12.3","-8.5"
"PT1D3","18989.0066093195","68.5011126241323","40.2","7.6","14.0","33.8","-6.4"
