"geo","CNMIGRATRT","GBIRTHRT","GDEATHRT","GROWRT","NATGROWRT"
"EL643","10.9","4.1","14.0","0.9","-10.0"
"DEB32","14.5","9.6","13.8","10.3","-4.2"
"DE714","22.1","10.0","11.4","20.7","-1.4"
"DEC02","64.2","7.4","15.6","56.1","-8.1"
"ITG2F","3.4","4.9","11.5","-3.1","-6.6"
"DE934","-24.5","7.3","18.1","-35.3","-10.8"
"PL633","0.8","8.8","12.2","-2.6","-3.4"
"RS229","-27.2","9.6","19.6","-37.2","-10.0"
"MK005","-2.8","8.0","14.4","-9.3","-6.5"
"CZ031","25.7","9.4","11.5","23.7","-2.1"
"DEE02","-39.3","8.1","14.6","-45.7","-6.5"
"DE244","29.3","9.4","16.2","22.5","-6.8"
"IS001","22.2","11.7","6.7","27.2","5.0"
"ITF51","-1.2","5.9","13.8","-9.0","-7.8"
"BG413","0.3","8.3","15.8","-7.1","-7.4"
"CH032","6.7","8.5","9.7","5.4","-1.2"
"BE242","12.0","8.6","9.9","10.7","-1.3"
"NL421","15.7","8.4","9.8","14.2","-1.4"
"ITG2G","1.7","4.4","15.0","-8.8","-10.5"
"EL422","-14.2","10.6","11.7","-15.3","-1.1"
"AT321","14.7","9.7","10.7","13.7","-1.0"
"EL522","1.8","7.3","11.9","-2.8","-4.7"
"TR425","15.9","9.6","7.4","18.2","2.3"
"ITF33","-0.6","8.3","10.4","-2.7","-2.1"
"DEB15","25.0","9.5","16.1","18.4","-6.6"
"DE406","8.6","8.2","13.7","3.1","-5.6"
"DE13A","2.1","7.4","12.3","-2.8","-4.9"
"DEG0K","2.5","6.3","16.8","-8.0","-10.5"
"TR222","5.6","8.2","10.0","3.8","-1.8"
"EL524","-7.1","6.9","18.0","-18.2","-11.1"
"ITH44","8.7","6.0","15.3","-0.6","-9.2"
"PL623","-2.1","7.9","12.6","-6.8","-4.7"
"DEG03","3.6","7.7","11.6","-0.3","-3.8"
"BE32C","10.8","9.6","11.0","9.4","-1.4"
"FRJ14","5.4","7.6","13.2","-0.2","-5.6"
"CZ071","16.5","9.5","11.9","14.1","-2.4"
"DE91A","2.7","9.6","14.1","-1.8","-4.5"
"BE231","13.4","9.2","10.3","12.3","-1.1"
"ITI21","5.1","5.9","13.0","-2.0","-7.0"
"FRF34","0.9","8.1","13.0","-4.1","-4.9"
"DEA2B","3.5","8.4","13.3","-1.4","-4.9"
"FI1C1","8.1","7.9","11.7","4.3","-3.8"
"DEA45","10.6","9.4","13.9","6.1","-4.5"
"DE143","15.3","9.1","13.0","11.4","-3.9"
"FI1D5","0.2","9.0","10.8","-1.6","-1.8"
"NL415","13.7","9.3","9.9","13.1","-0.6"
"FI1C5","2.2","6.2","14.4","-6.0","-8.2"
"HR033","10.1","9.3","14.3","5.2","-4.9"
"AT130","25.2","9.8","9.2","25.8","0.6"
"RS212","-12.7","8.7","17.7","-21.7","-9.0"
"EE009","21.2","8.5","15.2","14.5","-6.7"
"DE928","-1.0","8.1","15.8","-8.6","-7.7"
"HR022","-6.5","7.8","17.4","-16.0","-9.6"
"LT026","21.1","7.0","17.0","11.1","-10.0"
"ITC13","5.5","4.9","15.8","-5.4","-10.9"
"DEA51","-15.0","8.5","13.6","-20.1","-5.1"
"SI044","7.0","7.0","10.4","3.5","-3.4"
"DEF06","21.9","8.3","13.3","16.9","-5.0"
"SE232","6.4","10.4","8.9","7.9","1.5"
"NO074","3.4","8.8","9.3","3.0","-0.5"
"SK042","-1.1","10.7","10.7","-1.0","0.1"
"DE80J","-27.7","6.3","17.4","-38.8","-11.1"
"BG333","6.4","8.1","19.8","-5.2","-11.7"
"PL227","-1.3","7.6","12.5","-6.2","-4.9"
"BE328","6.9","9.5","11.8","4.6","-2.3"
"DE944","6.6","8.8","11.1","4.3","-2.4"
"ITG2H","0.7","4.4","14.0","-8.9","-9.6"
"DK042","13.2","11.1","8.8","15.5","2.3"
"LU000","20.5","9.9","6.8","23.6","3.1"
"AT332","8.0","9.2","9.0","8.2","0.2"
"EL632","-3.1","7.7","13.0","-8.4","-5.3"
"TR510","1.4","10.0","5.4","6.1","4.7"
"PT195","25.7","6.5","17.9","14.4","-11.3"
"NL225","11.2","7.7","11.8","7.1","-4.1"
"RO413","0.7","6.3","16.7","-9.6","-10.4"
"CH011","6.4","10.1","7.5","9.0","2.6"
"DE211","1.4","11.0","10.6","1.8","0.4"
"DE40D","14.5","6.5","16.4","4.7","-9.9"
"FRH01","9.6","8.2","14.1","3.7","-5.9"
"PL811","-2.7","7.8","12.7","-7.6","-4.9"
"PL822","-2.7","7.9","11.6","-6.4","-3.6"
"PT11E","18.1","5.7","16.4","7.5","-10.6"
"DEA11","-7.2","10.1","11.1","-8.2","-1.0"
"DE936","-5.1","7.9","13.8","-11.0","-5.9"
"DEB36","-7.8","9.5","15.5","-13.8","-5.9"
"DE40E","4.5","6.1","12.6","-2.0","-6.5"
"BE232","11.3","9.2","10.5","9.9","-1.3"
"NL111","12.9","8.2","12.9","8.2","-4.7"
"TR331","5.0","10.9","8.0","8.0","2.9"
"DE27C","-28.7","10.4","11.9","-30.2","-1.5"
"ITG15","-3.4","7.0","12.8","-9.1","-5.7"
"BG314","-0.5","8.3","22.1","-14.3","-13.8"
"NO085","15.9","8.6","8.8","15.7","-0.2"
"FRK27","6.4","9.6","9.4","6.6","0.2"
"AL011","-31.9","11.0","8.8","-29.7","2.2"
"FI199","1.0","7.6","13.8","-5.2","-6.2"
"EL411","9.7","6.9","12.9","3.6","-6.1"
"FRJ25","12.5","6.7","14.4","4.8","-7.6"
"DE128","16.2","8.7","11.7","13.2","-3.0"
"DE238","-17.0","9.5","11.0","-18.5","-1.5"
"ITI32","7.1","5.7","12.9","-0.1","-7.2"
"NO0A3","9.9","8.7","9.2","9.4","-0.4"
"DE118","11.1","10.1","10.9","10.3","-0.8"
"CH051","7.2","8.6","9.0","6.8","-0.4"
"TRC11","-3.3","18.5","4.1","11.0","14.4"
"PL517","-1.6","6.5","15.9","-11.0","-9.5"
"DE723","9.2","8.6","13.6","4.2","-5.0"
"AT342","11.1","9.9","9.0","12.0","0.8"
"DE91B","-1.2","7.9","14.6","-7.8","-6.7"
"ES614","10.2","7.6","9.2","8.7","-1.6"
"ES424","26.1","7.1","8.6","24.5","-1.5"
"RO126","8.9","10.0","12.5","6.5","-2.4"
"DEF08","3.9","7.0","16.9","-6.0","-9.9"
"SI036","6.2","8.1","12.2","2.1","-4.1"
"RS110","2.7","10.5","14.2","-0.9","-3.7"
"FRJ12","10.4","9.7","11.1","9.0","-1.4"
"ITI19","5.5","6.0","14.0","-2.5","-8.0"
"BE32B","6.0","10.7","11.5","5.3","-0.7"
"TR211","20.9","11.2","6.4","25.8","4.9"
"RO421","6.1","9.1","14.8","0.4","-5.7"
"EL302","-6.8","7.6","12.3","-11.5","-4.7"
"ES412","13.1","6.0","12.0","7.1","-6.0"
"AT112","17.2","7.5","11.2","13.5","-3.7"
"ITF12","4.5","6.5","12.9","-1.9","-6.4"
"HU231","2.0","8.2","15.1","-4.9","-6.9"
"BG425","21.6","7.8","17.2","12.1","-9.5"
"SI032","6.8","7.5","11.2","3.1","-3.7"
"DE926","-42.5","8.5","18.6","-52.5","-10.0"
"RO316","3.7","7.8","16.2","-4.7","-8.4"
"DE129","65.1","11.4","11.9","64.5","-0.5"
"EL611","1.5","5.8","16.8","-9.4","-10.9"
"DE21C","-12.3","9.3","11.2","-14.1","-1.9"
"ITH56","9.2","5.4","15.5","-0.8","-10.0"
"ES533","20.1","6.6","7.6","19.0","-1.1"
"DE21H","2.4","8.6","10.4","0.6","-1.8"
"RS227","-12.7","9.1","17.6","-21.2","-8.5"
"FRF12","4.4","9.4","10.0","3.8","-0.6"
"HU110","3.7","8.7","13.3","-0.9","-4.6"
"ITH34","4.8","6.8","10.5","1.1","-3.7"
"DEG0H","18.3","6.2","17.2","7.4","-10.9"
"DE263","37.0","8.8","12.2","33.6","-3.4"
"NL33A","11.6","10.5","9.5","12.7","1.0"
"DE12A","-1.3","9.6","11.7","-3.4","-2.1"
"FRG02","6.2","10.2","9.6","6.8","0.6"
"DE23A","19.2","8.4","15.0","12.7","-6.6"
"PL619","-2.1","7.1","13.6","-8.7","-6.6"
"AT123","16.5","9.2","10.5","15.1","-1.3"
"TRC21","-11.7","27.3","3.1","12.6","24.2"
"ES425","21.8","7.3","8.6","20.4","-1.4"
"TR812","11.2","8.4","8.5","11.1","-0.1"
"NL132","12.5","8.0","12.7","7.8","-4.7"
"TR901","-0.5","9.9","7.8","1.6","2.1"
"ITH51","9.0","6.9","13.1","2.8","-6.2"
"PT11B","-5.0","4.9","17.4","-17.5","-12.6"
"FRH02","9.7","8.6","12.3","6.0","-3.8"
"DE11D","6.2","9.5","11.5","4.2","-2.0"
"TR621","-2.4","13.0","5.9","4.7","7.1"
"DE804","27.8","7.7","16.1","19.4","-8.4"
"ITC47","6.7","6.9","10.3","3.3","-3.4"
"TR321","11.1","9.9","8.5","12.5","1.4"
"TR100","-1.8","10.7","4.6","4.2","6.1"
"EL641","7.1","7.2","15.1","-0.8","-7.8"
"RO215","2.2","12.7","12.6","2.3","0.1"
"DE219","3.7","10.0","9.4","4.2","0.5"
"ES704","34.4","7.3","4.5","37.2","2.8"
"ES531","18.1","7.7","6.5","19.4","1.3"
"DE227","-12.4","9.7","10.3","-12.9","-0.5"
"FRY50","3.7","35.3","3.2","35.8","32.1"
"TR905","0.1","8.9","9.9","-0.8","-0.9"
"LV009","15.5","8.8","16.2","8.1","-7.4"
"AT225","9.3","8.1","11.9","5.4","-3.9"
"FRI23","5.2","8.9","12.1","2.0","-3.2"
"ITC33","9.2","5.7","15.8","-1.0","-10.2"
"RO115","4.8","9.7","13.6","0.9","-3.9"
"DE126","11.3","9.5","10.8","10.0","-1.3"
"DE232","-39.8","9.6","9.9","-40.1","-0.3"
"DE112","-4.2","10.1","10.6","-4.7","-0.5"
"CH064","6.4","8.7","8.2","6.9","0.5"
"ES431","1.5","6.8","11.0","-2.7","-4.2"
"NL329","28.7","10.2","7.4","31.5","2.8"
"PL636","-0.5","8.4","11.9","-4.1","-3.6"
"AT221","17.1","9.4","9.4","17.2","0.0"
"DEB17","7.3","8.8","13.3","2.8","-4.5"
"FRI11","10.8","7.4","15.1","3.1","-7.7"
"DE408","21.7","7.0","13.3","15.5","-6.2"
"CZ010","61.7","10.3","9.7","62.2","0.5"
"DEE0C","3.5","6.2","19.3","-9.6","-13.1"
"BE336","9.6","10.6","10.5","9.7","0.1"
"RO125","5.3","10.4","14.9","0.8","-4.5"
"DEG01","30.6","7.6","12.6","25.7","-5.0"
"DK041","8.1","9.1","10.7","6.5","-1.6"
"FI1C3","3.8","7.0","13.5","-2.7","-6.5"
"DE94D","-3.8","9.3","12.1","-6.6","-2.7"
"BE233","18.0","8.8","11.5","15.3","-2.7"
"FRY40","1.7","14.9","7.2","9.4","7.7"
"DE933","24.3","8.4","11.9","20.8","-3.6"
"NL32A","15.5","9.7","10.8","14.4","-1.2"
"CH025","2.8","8.1","10.0","0.9","-1.9"
"BE258","9.0","5.8","14.6","0.2","-8.8"
"DEA57","14.2","8.6","13.6","9.2","-5.0"
"ITH53","7.0","6.9","11.3","2.7","-4.3"
"DE142","4.7","9.3","8.9","5.1","0.4"
"RS127","-23.5","8.6","16.3","-31.2","-7.7"
"FI1C7","-1.8","5.7","15.8","-11.9","-10.1"
"BG422","-1.5","7.8","20.3","-14.0","-12.5"
"HR024","-8.2","8.8","16.1","-15.5","-7.3"
"RO415","1.2","7.1","10.4","-2.1","-3.3"
"DK013","11.6","8.6","11.0","9.2","-2.4"
"ITH36","5.8","6.4","11.0","1.2","-4.6"
"DE732","-6.5","9.2","12.3","-9.6","-3.1"
"LT024","5.9","6.6","17.2","-4.7","-10.6"
"HU322","-0.6","9.6","16.0","-7.0","-6.4"
"ITC15","8.0","6.5","12.8","1.6","-6.4"
"DEA53","11.2","9.9","14.6","6.6","-4.7"
"DEG05","12.8","7.3","14.4","5.6","-7.1"
"BE310","8.8","8.7","9.4","8.1","-0.7"
"PL417","-0.6","9.4","10.8","-1.9","-1.4"
"DE265","2.0","8.8","14.3","-3.5","-5.5"
"DE937","2.2","8.9","13.2","-2.1","-4.3"
"PL926","0.4","9.0","12.7","-3.4","-3.7"
"PL637","-0.1","9.6","11.5","-2.1","-1.9"
"EL652","1.0","7.1","16.1","-8.0","-9.0"
"BG331","6.1","9.2","16.1","-0.8","-6.9"
"LV003","4.7","8.7","17.3","-3.9","-8.6"
"DE946","2.9","9.0","12.6","-0.7","-3.6"
"PL722","-2.1","6.9","14.2","-9.5","-7.3"
"SE313","1.7","8.6","11.8","-1.5","-3.2"
"PL622","-1.1","7.4","12.0","-5.7","-4.6"
"DE94B","35.7","9.5","11.5","33.7","-2.1"
"RO123","3.5","9.9","14.0","-0.6","-4.1"
"FRI34","2.6","9.1","11.3","0.5","-2.1"
"AT334","10.8","10.7","9.0","12.5","1.7"
"DEF0E","13.5","7.9","14.8","6.6","-6.9"
"TR714","2.4","11.2","7.1","6.5","4.1"
"DE94H","-18.5","7.9","15.9","-26.5","-8.0"
"DE21E","-13.5","8.7","10.2","-15.0","-1.5"
"DE217","-27.7","9.6","10.7","-28.8","-1.0"
"DE131","12.3","10.0","8.8","13.5","1.2"
"DE40B","25.7","6.2","17.8","14.2","-11.6"
"DE221","-59.9","10.3","12.5","-62.1","-2.2"
"BE253","9.4","9.4","11.3","7.5","-1.9"
"DEA13","-8.2","9.8","14.1","-12.5","-4.3"
"PL821","-2.1","7.9","11.9","-6.0","-4.0"
"EL621","-6.9","9.9","13.2","-10.2","-3.3"
"EL433","2.3","10.1","10.0","2.5","0.2"
"DEB34","10.6","10.7","11.4","10.0","-0.6"
"EL511","8.0","6.3","15.6","-1.4","-9.4"
"TR424","1.4","9.2","8.1","2.5","1.2"
"PT1D1","46.0","7.9","12.5","41.5","-4.6"
"NL321","12.7","9.3","9.8","12.2","-0.5"
"DEA34","11.7","9.8","12.0","9.5","-2.2"
"TR333","3.9","8.6","9.0","3.6","-0.4"
"SK032","-1.9","8.9","12.1","-5.2","-3.3"
"DEA15","28.3","9.6","13.9","24.0","-4.3"
"ES113","13.1","4.4","16.4","1.1","-12.0"
"IE041","22.9","10.3","7.6","25.6","2.7"
"DEB13","23.9","9.0","14.5","18.4","-5.5"
"FRD21","2.2","10.4","10.2","2.3","0.2"
"FRJ27","7.0","8.5","12.6","3.0","-4.1"
"CZ042","19.9","9.0","12.3","16.7","-3.3"
"TRC34","-19.0","20.3","3.3","-2.0","17.0"
"RS121","-58.1","8.5","19.5","-69.1","-11.0"
"AT127","16.4","8.1","10.7","13.8","-2.7"
"DE402","-33.9","7.3","16.1","-42.7","-8.8"
"DEB3C","12.3","8.1","14.2","6.2","-6.1"
"DE273","-54.8","9.8","12.0","-57.0","-2.2"
"PL515","-0.5","6.6","14.4","-8.3","-7.8"
"ITF62","-1.3","8.3","11.9","-4.9","-3.7"
"RO412","1.8","7.0","14.3","-5.5","-7.3"
"DEG0S","20.8","6.3","19.6","7.5","-13.3"
"DED51","5.5","9.4","12.1","2.8","-2.7"
"ME000","-1.5","11.4","11.5","-1.6","-0.1"
"DE40H","23.2","7.6","13.3","17.4","-5.8"
"DE711","17.3","9.3","9.8","16.8","-0.5"
"ITC34","8.4","5.6","15.2","-1.1","-9.6"
"DE939","2.0","9.7","12.3","-0.6","-2.6"
"ES416","15.6","6.0","11.3","10.4","-5.3"
"DEA26","40.5","9.4","13.5","36.4","-4.1"
"DEE09","10.9","6.1","19.3","-2.3","-13.2"
"DE144","8.3","9.8","10.4","7.7","-0.6"
"DE21N","4.2","9.0","11.9","1.2","-3.0"
"HU233","0.2","8.6","16.1","-7.3","-7.5"
"SE231","7.3","9.6","9.5","7.5","0.2"
"BG322","2.8","7.1","24.9","-15.0","-17.9"
"DEG0N","22.0","7.4","15.1","14.3","-7.7"
"ITC20","4.2","6.3","12.4","-1.9","-6.1"
"DE734","-22.8","7.9","14.8","-29.7","-6.9"
"DE914","-12.0","9.7","12.2","-14.5","-2.5"
"HR050","5.2","9.7","12.6","2.3","-2.8"
"RO116","1.4","10.4","15.0","-3.2","-4.6"
"DEF02","18.3","9.2","12.1","15.4","-2.9"
"FRE11","-2.1","11.1","9.4","-0.5","1.6"
"DE912","13.1","10.0","14.7","8.4","-4.8"
"FRK24","3.8","10.4","8.4","5.9","2.1"
"DEG0F","22.9","6.3","15.9","13.3","-9.6"
"DE26B","-8.5","9.2","12.7","-12.0","-3.5"
"DE94F","4.3","10.8","10.0","5.1","0.8"
"DE948","8.3","11.5","10.8","9.0","0.7"
"CH056","7.5","8.1","9.9","5.8","-1.8"
"ES613","3.8","7.2","11.1","-0.1","-3.9"
"AT313","10.3","10.0","9.5","10.7","0.4"
"EL532","-6.1","5.2","15.9","-16.8","-10.7"
"DE11A","-2.2","10.0","11.5","-3.8","-1.5"
"CZ080","13.4","9.1","12.6","9.9","-3.5"
"FRI15","13.1","8.4","11.4","10.1","-3.1"
"DE26A","-1.8","8.3","13.1","-6.6","-4.8"
"EL645","17.7","4.3","13.8","8.1","-9.6"
"DE255","-5.7","9.3","11.7","-8.2","-2.5"
"PT11D","-3.3","5.9","14.9","-12.4","-9.0"
"IE062","5.0","11.1","5.3","10.8","5.8"
"EL307","3.6","7.3","14.0","-3.1","-6.6"
"ITC41","7.6","6.5","11.8","2.3","-5.3"
"ITC42","8.8","6.3","11.4","3.7","-5.1"
"FRK23","5.5","10.1","10.3","5.3","-0.2"
"PL714","-0.8","7.8","13.1","-6.2","-5.3"
"ES640","1.8","10.5","5.7","6.6","4.8"
"CZ051","28.6","8.8","11.3","26.2","-2.5"
"BG312","0.4","7.6","24.6","-16.6","-17.0"
"DE229","9.5","9.0","14.3","4.2","-5.2"
"DEC01","17.0","8.4","15.2","10.3","-6.7"
"SE212","4.2","10.0","9.3","4.9","0.7"
"CH062","7.7","8.6","9.0","7.3","-0.4"
"FRL05","12.6","9.6","12.3","9.8","-2.7"
"ITG19","2.8","7.3","12.8","-2.7","-5.5"
"ITI11","5.4","5.2","15.3","-4.8","-10.2"
"FRC24","2.2","9.6","10.6","1.2","-0.9"
"FRI22","11.8","6.6","18.4","0.0","-11.8"
"NL128","9.3","8.6","11.0","6.9","-2.4"
"NO072","4.2","9.0","8.8","4.4","0.2"
"NL361","14.2","9.9","8.7","15.4","1.2"
"DE124","-3.3","8.9","12.6","-6.9","-3.6"
"DE234","7.0","10.0","13.7","3.3","-3.7"
"DE91C","18.5","8.1","13.2","13.4","-5.0"
"DEA43","22.5","8.7","14.1","17.1","-5.4"
"DE114","-3.8","9.1","12.1","-6.9","-3.0"
"CH066","7.8","9.6","6.8","10.6","2.8"
"FR107","-1.6","13.1","6.4","5.2","6.8"
"LT022","24.7","8.3","15.0","18.0","-6.7"
"DE275","-1.5","9.2","10.7","-3.0","-1.5"
"BG424","-4.5","5.1","19.7","-19.1","-14.6"
"EL412","-6.4","6.7","13.9","-13.6","-7.2"
"SK041","-1.9","12.1","9.6","0.5","2.5"
"DE717","-35.5","10.0","11.3","-36.8","-1.3"
"NL364","11.6","10.5","9.5","12.7","1.0"
"ITC32","8.4","5.2","16.1","-2.5","-10.9"
"DEG07","12.7","6.2","17.3","1.5","-11.2"
"RO214","1.1","9.0","16.0","-6.0","-7.1"
"RO113","11.5","9.7","12.7","8.5","-3.0"
"DEE03","30.2","8.4","15.3","23.3","-6.9"
"EE001","38.8","9.2","10.4","37.5","-1.2"
"DE931","-35.8","8.9","15.4","-42.2","-6.5"
"PL713","-1.7","7.6","13.5","-7.6","-5.9"
"ITI13","7.9","5.9","12.7","1.2","-6.7"
"DEA59","-0.8","9.4","13.2","-4.5","-3.8"
"CH031","5.5","9.1","10.7","3.8","-1.6"
"HR034","3.0","8.7","17.8","-6.1","-9.1"
"PL638","-1.4","8.5","11.8","-4.7","-3.4"
"AT212","8.9","7.8","12.3","4.4","-4.5"
"LT027","7.2","7.1","17.3","-3.0","-10.3"
"ITG12","-0.4","8.0","11.7","-4.0","-3.6"
"NL213","9.5","8.9","10.5","7.8","-1.7"
"DK011","6.0","13.3","6.3","13.0","7.0"
"BE236","12.4","10.0","9.6","12.8","0.4"
"ES213","9.5","6.0","11.4","4.0","-5.5"
"ITC17","7.8","5.9","15.3","-1.6","-9.4"
"NO0A1","10.2","10.3","7.2","13.4","3.2"
"BG324","4.4","7.6","21.0","-9.1","-13.4"
"FRF33","2.3","8.9","10.6","0.6","-1.7"
"DE942","6.3","8.1","13.6","0.8","-5.5"
"DE11B","3.6","8.6","13.4","-1.2","-4.8"
"DE25C","-7.4","9.4","13.2","-11.1","-3.7"
"ITI22","4.7","5.2","15.2","-5.3","-10.0"
"ITH41","7.1","6.5","11.6","2.1","-5.0"
"DEF0B","9.2","7.8","13.8","3.3","-5.9"
"NL33C","10.9","10.2","9.3","11.8","0.9"
"DE21B","1.2","9.8","8.7","2.3","1.1"
"TRB13","-12.8","14.9","4.1","-2.0","10.8"
"FRK13","6.6","8.0","12.4","2.2","-4.4"
"ITH42","5.5","5.7","13.2","-2.1","-7.5"
"RO414","1.0","7.9","17.2","-8.3","-9.3"
"NL327","17.6","9.1","10.6","16.1","-1.5"
"BG412","-0.1","8.8","19.9","-11.1","-11.0"
"DE215","-15.6","9.1","12.7","-19.1","-3.6"
"DK014","9.1","6.8","14.4","1.4","-7.6"
"TRA11","-17.8","14.0","5.7","-9.5","8.3"
"DE137","8.9","10.5","10.6","8.8","-0.1"
"FRC13","6.7","8.3","12.9","2.1","-4.5"
"DE223","-14.6","9.0","13.4","-19.0","-4.4"
"BE251","12.4","7.7","12.1","8.0","-4.4"
"DE256","3.2","9.5","12.2","0.4","-2.8"
"ITF61","2.4","6.9","12.4","-3.1","-5.5"
"EL431","-2.9","9.4","11.0","-4.4","-1.6"
"DE21I","-5.7","10.1","11.7","-7.2","-1.6"
"TR611","20.9","10.2","5.4","25.7","4.8"
"EL513","14.8","6.2","13.8","7.2","-7.6"
"SI038","11.1","8.3","11.5","7.8","-3.3"
"NL126","9.8","8.6","11.3","7.0","-2.7"
"PT11C","1.5","7.2","9.7","-1.0","-2.5"
"FRF31","0.3","9.0","10.1","-0.9","-1.2"
"DE122","2.6","8.3","10.5","0.4","-2.1"
"CY000","17.5","10.9","7.8","20.6","3.1"
"RO312","2.1","9.3","16.8","-5.4","-7.5"
"FRF21","-2.3","9.0","11.6","-4.9","-2.6"
"FI195","3.7","8.8","11.4","1.2","-2.5"
"MK002","-3.0","7.9","14.9","-9.9","-6.9"
"FRH03","8.6","10.2","8.5","10.3","1.7"
"TR822","-4.1","10.0","9.7","-3.8","0.2"
