geo_name,avg_net_income_per_person,avg_household_net_income,avg_income_per_consumption_unit,median_income_per_consumption_unit,avg_gross_income_per_person,avg_household_income
Miramar,13899.0,32129.0,19909.0,17850.0,16564.0,38290.0
Mislata,13573.0,35060.0,20040.0,18550.0,16244.0,41957.0
Mogente/Moixent,12456.0,30592.0,18263.0,16450.0,14536.0,35702.0
Moncada,13836.0,35917.0,20709.0,18550.0,16619.0,43141.0
Montserrat,13153.0,33795.0,19469.0,17850.0,15751.0,40469.0
Montaverner,12836.0,32636.0,19141.0,17850.0,15061.0,38291.0
Montesa,12446.0,30949.0,18320.0,17150.0,14306.0,35575.0
Montitxelvo/Montichelvo,13335.0,32686.0,19352.0,17150.0,15530.0,38065.0
Montroi/Montroy,11987.0,28139.0,17393.0,16450.0,13986.0,32832.0
Museros,14455.0,36556.0,21439.0,19950.0,17419.0,44053.0
Náquera,15626.0,36618.0,22497.0,19950.0,19385.0,45428.0
Navarrés,11852.0,29017.0,17395.0,15750.0,13729.0,33613.0
Novelé/Novetlè,15022.0,38680.0,22784.0,19950.0,17908.0,46112.0
Oliva,12866.0,31571.0,18734.0,16450.0,15309.0,37565.0
Olocau,15763.0,35886.0,22319.0,20650.0,19329.0,44005.0
"Olleria, l'",12575.0,31556.0,18713.0,17150.0,15170.0,38067.0
Ontinyent,13307.0,33154.0,19594.0,17850.0,15967.0,39781.0
Otos,12504.0,30347.0,18970.0,16450.0,14586.0,35399.0
Paiporta,13675.0,35308.0,20408.0,18550.0,16450.0,42472.0
Palma de Gandía,12985.0,29937.0,18611.0,17150.0,15191.0,35022.0
Palmera,12843.0,33871.0,19077.0,16450.0,15319.0,40401.0
"Palomar, el",13652.0,31513.0,19562.0,18550.0,16132.0,37238.0
Paterna,14451.0,38707.0,21929.0,19250.0,17865.0,47851.0
Pedralba,12052.0,27229.0,17132.0,15050.0,13940.0,31495.0
Petrés,13583.0,33252.0,19755.0,18550.0,16330.0,39978.0
Picanya,15623.0,41913.0,23709.0,21350.0,19260.0,51668.0
Picassent,13620.0,35180.0,20381.0,18550.0,16378.0,42306.0
Piles,12977.0,31100.0,18797.0,17150.0,15171.0,36360.0
Pinet,14560.0,34203.0,21445.0,19950.0,16765.0,39385.0
Polinyà de Xúquer,13072.0,32436.0,19278.0,17850.0,15267.0,37881.0
Potries,14346.0,32176.0,20468.0,19950.0,16787.0,37651.0
"Pobla de Farnals, la",14863.0,34769.0,21394.0,19250.0,18089.0,42315.0
"Pobla del Duc, la",12942.0,31498.0,19056.0,17150.0,15112.0,36779.0
Puebla de San Miguel,,,,,,
"Pobla de Vallbona, la",15061.0,40279.0,22863.0,20650.0,18698.0,50006.0
"Pobla Llarga, la",12875.0,31608.0,18909.0,17850.0,14903.0,36585.0
"Puig de Santa Maria, el",16616.0,41573.0,24641.0,21350.0,20996.0,52531.0
Puçol,15632.0,41098.0,23698.0,19950.0,19958.0,52470.0
Quesa,11762.0,25042.0,16377.0,14350.0,13278.0,28270.0
Rafelbunyol,14354.0,37129.0,21618.0,19950.0,17429.0,45081.0
Rafelcofer,13906.0,34487.0,20447.0,18550.0,16225.0,40238.0
Rafelguaraf,12414.0,30742.0,18329.0,17850.0,14187.0,35132.0
Ráfol de Salem,12077.0,30092.0,17715.0,16450.0,14113.0,35166.0
"Real de Gandia, el",13193.0,34435.0,19719.0,17850.0,15662.0,40881.0
Real,12246.0,30112.0,17952.0,16450.0,14320.0,35213.0
Requena,12868.0,31640.0,18902.0,17150.0,15285.0,37583.0
Riba-roja de Túria,15000.0,41662.0,22849.0,19950.0,18530.0,51466.0
Riola,12625.0,31269.0,18744.0,17850.0,14692.0,36388.0
Rocafort,21958.0,63336.0,34531.0,26950.0,30441.0,87804.0
Rotglà i Corberà,12994.0,32975.0,19287.0,17150.0,15271.0,38755.0
Rótova,14544.0,33863.0,20958.0,18550.0,17073.0,39752.0
Rugat,14459.0,30984.0,20048.0,17150.0,16908.0,36232.0
Sagunto/Sagunt,13986.0,34485.0,20351.0,18550.0,16862.0,41575.0
Salem,12952.0,31581.0,19000.0,17850.0,14976.0,36516.0
Sant Joanet,13316.0,33743.0,19949.0,18550.0,15454.0,39161.0
Sedaví,13431.0,35081.0,20102.0,17850.0,16187.0,42281.0
Segart,16825.0,33858.0,23083.0,20650.0,21196.0,42653.0
Sellent,12984.0,28670.0,18446.0,17150.0,14816.0,32714.0
Sempere,,,,,,
Senyera,12941.0,32903.0,19337.0,17850.0,15194.0,38631.0
Serra,15306.0,36675.0,22381.0,19950.0,18882.0,45244.0
Siete Aguas,14224.0,29119.0,19365.0,17150.0,17000.0,34801.0
Silla,13143.0,34016.0,19552.0,17850.0,15635.0,40466.0
Simat de la Valldigna,12938.0,31540.0,18856.0,17850.0,15101.0,36811.0
Sinarcas,13739.0,32390.0,19772.0,16100.0,16348.0,38541.0
Sollana,13857.0,33601.0,20343.0,18550.0,16323.0,39578.0
Sot de Chera,13157.0,26758.0,18108.0,16450.0,15101.0,30710.0
Sueca,13771.0,33341.0,20191.0,17850.0,16636.0,40278.0
Sumacàrcer,13129.0,30143.0,18726.0,17150.0,15199.0,34897.0
Tavernes Blanques,13413.0,34022.0,19701.0,18550.0,15850.0,40202.0
Tavernes de la Valldigna,13324.0,32406.0,19536.0,17150.0,15838.0,38522.0
Teresa de Cofrentes,13572.0,24760.0,17911.0,16450.0,15332.0,27972.0
Terrateig,13824.0,33030.0,19580.0,17500.0,16318.0,38990.0
Titaguas,14130.0,29661.0,19591.0,17150.0,16311.0,34239.0
Torrebaja,14256.0,30628.0,19953.0,18550.0,16692.0,35860.0
Torrella,12243.0,28694.0,18097.0,15750.0,14037.0,32900.0
Torrent,13142.0,36023.0,19933.0,17150.0,15888.0,43549.0
Torres Torres,16748.0,35229.0,23156.0,20650.0,20599.0,43328.0
Tous,13829.0,35145.0,20859.0,19250.0,16224.0,41230.0
Tuéjar,13356.0,28222.0,18663.0,17850.0,15403.0,32545.0
Turís,12507.0,31713.0,18536.0,17150.0,14724.0,37334.0
Utiel,12313.0,29806.0,18020.0,16450.0,14376.0,34800.0
Valencia,16121.0,40058.0,23680.0,19950.0,20310.0,50468.0
Vallada,13068.0,32615.0,19463.0,17150.0,15315.0,38224.0
Vallanca,14769.0,27584.0,19831.0,17850.0,17252.0,32221.0
Vallés,11778.0,28947.0,17271.0,15750.0,13421.0,32985.0
Venta del Moro,10856.0,22952.0,15127.0,13650.0,12091.0,25563.0
Vilallonga/Villalonga,13020.0,31795.0,19071.0,17850.0,15303.0,37371.0
Vilamarxant,12846.0,31722.0,18951.0,17150.0,15147.0,37402.0
Villanueva de Castellón,13019.0,32964.0,19187.0,17850.0,15095.0,38222.0
Villar del Arzobispo,13378.0,30947.0,19181.0,17850.0,15684.0,36281.0
Villargordo del Cabriel,12006.0,27543.0,17252.0,15750.0,13601.0,31203.0
Vinalesa,14715.0,37173.0,21981.0,19950.0,17732.0,44793.0
Yátova,14033.0,31740.0,20176.0,18550.0,16561.0,37458.0
"Yesa, La",14763.0,33069.0,20567.0,17850.0,17192.0,38511.0
Zarra,12091.0,24395.0,16347.0,15750.0,13638.0,27516.0
Gátova,12031.0,23949.0,16205.0,15750.0,13694.0,27258.0
San Antonio de Benagéber,18273.0,55391.0,29192.0,26250.0,23924.0,72520.0
Benicull de Xúquer,13281.0,31582.0,19366.0,17850.0,15453.0,36745.0
Adalia,15906.0,33390.0,,,19229.0,40367.0
Aguasal,14950.0,32535.0,,,17865.0,38877.0
Aguilar de Campos,13599.0,32811.0,19726.0,17850.0,15944.0,38470.0
Alaejos,12247.0,28204.0,17421.0,15750.0,14120.0,32517.0
Alcazarén,12522.0,27751.0,17900.0,16450.0,14280.0,31646.0
Aldea de San Miguel,14421.0,31319.0,19913.0,16450.0,17102.0,37140.0
Aldeamayor de San Martín,15031.0,38925.0,22740.0,21350.0,18298.0,47383.0
Almenara de Adaja,14950.0,32535.0,,,17865.0,38877.0
Amusquillo,15906.0,33390.0,,,19229.0,40367.0
Arroyo de la Encomienda,16480.0,42562.0,25106.0,22750.0,20562.0,53105.0
Ataquines,12705.0,28333.0,19260.0,17850.0,15003.0,33459.0
Bahabón,14950.0,32535.0,,,17865.0,38877.0
Barcial de la Loma,18661.0,34211.0,24892.0,19250.0,23054.0,42266.0
Barruelo del Valle,15906.0,33390.0,,,19229.0,40367.0
Becilla de Valderaduey,15101.0,27045.0,20049.0,17150.0,17823.0,31919.0
Benafarces,15906.0,33390.0,,,19229.0,40367.0
Bercero,17799.0,39381.0,25351.0,22750.0,21558.0,47696.0
Berceruelo,15906.0,33390.0,,,19229.0,40367.0
Berrueces,14947.0,30985.0,,,17879.0,37064.0
Bobadilla del Campo,15271.0,34030.0,21813.0,15050.0,18845.0,41994.0
Bocigas,14950.0,32535.0,,,17865.0,38877.0
Bocos de Duero,14950.0,32535.0,,,17865.0,38877.0
Boecillo,17499.0,47654.0,27940.0,23450.0,23599.0,64265.0
Bolaños de Campos,15106.0,33687.0,20947.0,18900.0,17827.0,39756.0
Brahojos de Medina,14119.0,27108.0,19060.0,18900.0,16444.0,31572.0
Bustillo de Chaves,14947.0,30985.0,,,17879.0,37064.0
Cabezón de Pisuerga,13729.0,34704.0,20445.0,19250.0,16345.0,41316.0
Cabezón de Valderaduey,14947.0,30985.0,,,17879.0,37064.0
Cabreros del Monte,14947.0,30985.0,,,17879.0,37064.0
Campaspero,14548.0,33594.0,20783.0,18550.0,17353.0,40070.0
"Campillo, El",14974.0,31859.0,20899.0,18550.0,17630.0,37510.0
Camporredondo,22684.0,53784.0,32905.0,23450.0,30756.0,72921.0
Canalejas de Peñafiel,13706.0,32241.0,19593.0,18550.0,16218.0,38152.0
Canillas de Esgueva,15906.0,33390.0,,,19229.0,40367.0
Carpio,12632.0,27773.0,18025.0,15750.0,14650.0,32209.0
Casasola de Arión,14206.0,27638.0,18992.0,17850.0,16637.0,32366.0
Castrejón de Trabancos,12095.0,24468.0,16339.0,14350.0,13573.0,27457.0
Castrillo de Duero,14296.0,33541.0,20334.0,19250.0,16998.0,39881.0
Castrillo-Tejeriego,16838.0,32346.0,22060.0,18550.0,19888.0,38206.0
Castrobol,14947.0,30985.0,,,17879.0,37064.0
Castrodeza,16002.0,30274.0,21825.0,18550.0,19282.0,36480.0
Castromembibre,15906.0,33390.0,,,19229.0,40367.0
Castromonte,16244.0,34870.0,22624.0,21350.0,19623.0,42124.0
Castronuevo de Esgueva,17257.0,39997.0,24382.0,22050.0,21279.0,49318.0
Castronuño,13125.0,26964.0,17974.0,16450.0,15038.0,30893.0
Castroponce,12165.0,26463.0,17167.0,17500.0,14044.0,30552.0
Castroverde de Cerrato,13873.0,28862.0,19702.0,16450.0,16125.0,33548.0
Ceinos de Campos,14051.0,32036.0,20384.0,18550.0,16686.0,38044.0
Cervillego de la Cruz,,,,,,
Cigales,13092.0,33556.0,19591.0,18550.0,15511.0,39755.0
Ciguñuela,14665.0,33561.0,21186.0,19950.0,17321.0,39638.0
Cistérniga,15050.0,38365.0,22481.0,20650.0,18279.0,46598.0
Cogeces de Íscar,14258.0,30892.0,19698.0,17150.0,16593.0,35951.0
Cogeces del Monte,14917.0,33367.0,21176.0,19250.0,17726.0,39649.0
Corcos,15759.0,34737.0,22847.0,19950.0,19288.0,42517.0
Corrales de Duero,14950.0,32535.0,,,17865.0,38877.0
Cubillas de Santa Marta,14415.0,30202.0,19869.0,18550.0,17276.0,36197.0
Cuenca de Campos,15029.0,33860.0,21736.0,17850.0,17542.0,39523.0
Curiel de Duero,15960.0,33397.0,22075.0,17850.0,18923.0,39597.0
Encinas de Esgueva,15763.0,31383.0,21711.0,19950.0,18572.0,36975.0
Esguevillas de Esgueva,14241.0,33054.0,20272.0,18550.0,17085.0,39656.0
Fombellida,16909.0,38327.0,24117.0,22750.0,20349.0,46124.0
Fompedraza,16004.0,43210.0,23936.0,21350.0,19346.0,52234.0
Fontihoyuelo,14947.0,30985.0,,,17879.0,37064.0
Fresno el Viejo,12516.0,25367.0,17158.0,15050.0,14247.0,28875.0
Fuensaldaña,15943.0,39530.0,23589.0,20650.0,19435.0,48190.0
Fuente el Sol,15513.0,33907.0,21721.0,20650.0,18129.0,39624.0
Fuente-Olmedo,14950.0,32535.0,,,17865.0,38877.0
Gallegos de Hornija,15242.0,34375.0,21872.0,19600.0,17941.0,40463.0
Gatón de Campos,14947.0,30985.0,,,17879.0,37064.0
Geria,16552.0,39541.0,24157.0,21350.0,20200.0,48257.0
Herrín de Campos,14822.0,27700.0,19981.0,16450.0,17479.0,32666.0
Hornillos de Eresma,15827.0,32407.0,22017.0,21350.0,18917.0,38734.0
Íscar,12610.0,33417.0,18950.0,17150.0,14984.0,39708.0
Laguna de Duero,15281.0,39823.0,22845.0,20650.0,18546.0,48329.0
Langayo,13501.0,29869.0,19264.0,18200.0,15460.0,34202.0
Lomoviejo,16082.0,34523.0,22086.0,16450.0,19727.0,42347.0
Llano de Olmedo,14950.0,32535.0,,,17865.0,38877.0
Manzanillo,14950.0,32535.0,,,17865.0,38877.0
Marzales,15906.0,33390.0,,,19229.0,40367.0
Matapozuelos,12597.0,30449.0,18142.0,17150.0,14712.0,35562.0
Matilla de los Caños,14193.0,32010.0,19958.0,17850.0,17000.0,38341.0
Mayorga,12924.0,30588.0,18360.0,16450.0,15031.0,35575.0
Medina del Campo,12984.0,30434.0,18743.0,17150.0,15329.0,35930.0
Medina de Rioseco,13389.0,31318.0,19352.0,17150.0,15809.0,36977.0
Megeces,15708.0,35941.0,22563.0,19250.0,19502.0,44621.0
Melgar de Abajo,17907.0,32878.0,23559.0,21350.0,21952.0,40305.0
Melgar de Arriba,17347.0,34271.0,23409.0,20300.0,20516.0,40532.0
Mojados,13438.0,35173.0,20087.0,18550.0,16129.0,42215.0
Monasterio de Vega,14947.0,30985.0,,,17879.0,37064.0
Montealegre de Campos,14638.0,31666.0,20848.0,17150.0,17618.0,38113.0
Montemayor de Pililla,14967.0,32007.0,20568.0,17850.0,17823.0,38115.0
Moral de la Reina,12181.0,28556.0,17321.0,16450.0,13790.0,32327.0
Moraleja de las Panaderas,,,,,,
Morales de Campos,17349.0,37879.0,24901.0,22050.0,21087.0,46041.0
Mota del Marqués,13565.0,32180.0,19449.0,17850.0,15895.0,37707.0
Mucientes,15886.0,36417.0,22718.0,20650.0,19117.0,43824.0
"Mudarra, La",17523.0,39783.0,24426.0,21350.0,21127.0,47964.0
Muriel,14229.0,23715.0,18035.0,15050.0,16322.0,27203.0
Nava del Rey,11520.0,26965.0,16557.0,15750.0,13211.0,30923.0
Nueva Villa de las Torres,19133.0,44644.0,25822.0,18550.0,25589.0,59707.0
Olivares de Duero,14208.0,32678.0,19991.0,17150.0,16682.0,38369.0
Olmedo,13996.0,32375.0,20177.0,18550.0,16566.0,38320.0
Olmos de Esgueva,15750.0,39275.0,22942.0,19950.0,19049.0,47503.0
Olmos de Peñafiel,14950.0,32535.0,,,17865.0,38877.0
Palazuelo de Vedija,14074.0,26472.0,19276.0,16450.0,16942.0,31866.0
"Parrilla, La",14102.0,30715.0,19971.0,17850.0,16464.0,35859.0
"Pedraja de Portillo, La",13830.0,32671.0,19938.0,19250.0,16264.0,38421.0
Pedrajas de San Esteban,12350.0,31986.0,18354.0,16450.0,14488.0,37525.0
Pedrosa del Rey,14536.0,28872.0,20261.0,17150.0,17323.0,34408.0
Peñafiel,13840.0,33653.0,20260.0,18550.0,16544.0,40230.0
Peñaflor de Hornija,16217.0,37448.0,22975.0,21350.0,19549.0,45142.0
Pesquera de Duero,16441.0,40416.0,24238.0,21350.0,20350.0,50028.0
Piña de Esgueva,15663.0,38527.0,23638.0,21350.0,18837.0,46334.0
Piñel de Abajo,17095.0,38939.0,24230.0,22050.0,20701.0,47153.0
Piñel de Arriba,14950.0,32535.0,,,17865.0,38877.0
Pollos,13843.0,29449.0,19160.0,16450.0,16083.0,34216.0
Portillo,14410.0,34039.0,20894.0,19250.0,17347.0,40976.0
Pozal de Gallinas,13534.0,33740.0,19991.0,19250.0,15783.0,39347.0
Pozaldez,12830.0,30966.0,18301.0,17150.0,14946.0,36072.0
Pozuelo de la Orden,14947.0,30985.0,,,17879.0,37064.0
Puras,14950.0,32535.0,,,17865.0,38877.0
Quintanilla de Arriba,11764.0,29131.0,17518.0,17150.0,13484.0,33390.0
Quintanilla del Molar,14947.0,30985.0,,,17879.0,37064.0
Quintanilla de Onésimo,14756.0,35659.0,21509.0,19950.0,17500.0,42291.0
Quintanilla de Trigueros,14373.0,30933.0,20339.0,18550.0,17415.0,37480.0
Rábano,15553.0,30925.0,21735.0,18550.0,18647.0,37078.0
Ramiro,14950.0,32535.0,,,17865.0,38877.0
Renedo de Esgueva,15366.0,43346.0,23767.0,22050.0,18922.0,53377.0
Roales de Campos,13749.0,30744.0,19398.0,17850.0,16224.0,36279.0
Robladillo,15906.0,33390.0,,,19229.0,40367.0
Roturas,14950.0,32535.0,,,17865.0,38877.0
Rubí de Bracamonte,15036.0,35137.0,21438.0,17850.0,18003.0,42073.0
Rueda,14332.0,32101.0,20230.0,18550.0,17063.0,38219.0
Saelices de Mayorga,13900.0,30857.0,19830.0,18550.0,15559.0,34540.0
Salvador de Zapardiel,13206.0,28941.0,18380.0,18550.0,15062.0,33009.0
San Cebrián de Mazote,17173.0,31279.0,23457.0,19950.0,19916.0,36275.0
San Llorente,14950.0,32535.0,,,17865.0,38877.0
San Martín de Valvení,15906.0,33390.0,,,19229.0,40367.0
San Miguel del Arroyo,14574.0,30736.0,20329.0,17850.0,17334.0,36556.0
San Miguel del Pino,12637.0,32608.0,18687.0,17150.0,15193.0,39204.0
San Pablo de la Moraleja,13206.0,27996.0,18253.0,17850.0,15183.0,32188.0
San Pedro de Latarce,11657.0,26689.0,16811.0,16450.0,13131.0,30064.0
San Pelayo,15906.0,33390.0,,,19229.0,40367.0
San Román de Hornija,10179.0,23589.0,14597.0,13650.0,11423.0,26471.0
San Salvador,15906.0,33390.0,,,19229.0,40367.0
Santa Eufemia del Arroyo,14947.0,30985.0,,,17879.0,37064.0
Santervás de Campos,15676.0,30761.0,20507.0,16450.0,17925.0,35173.0
Santibáñez de Valcorba,15829.0,29740.0,20747.0,18550.0,18993.0,35684.0
Santovenia de Pisuerga,13428.0,34160.0,19922.0,19250.0,15873.0,40379.0
San Vicente del Palacio,13132.0,30832.0,19675.0,17850.0,15761.0,37004.0
Sardón de Duero,14557.0,31163.0,20216.0,19250.0,17191.0,36802.0
"Seca, La",13255.0,31500.0,19106.0,17850.0,15583.0,37034.0
Serrada,12555.0,31747.0,18535.0,16450.0,14816.0,37466.0
Siete Iglesias de Trabancos,12592.0,27317.0,17720.0,15750.0,14458.0,31364.0
Simancas,19813.0,57743.0,30675.0,25550.0,25954.0,75640.0
Tamariz de Campos,14947.0,30985.0,,,17879.0,37064.0
Tiedra,17035.0,32320.0,22972.0,19250.0,20361.0,38631.0
Tordehumos,14409.0,36554.0,20742.0,19950.0,17043.0,43236.0
Tordesillas,13530.0,32861.0,19962.0,17850.0,16358.0,39731.0
Torrecilla de la Abadesa,13709.0,31734.0,19944.0,17500.0,15950.0,36920.0
Torrecilla de la Orden,16485.0,32235.0,22040.0,18550.0,19975.0,39058.0
Torrecilla de la Torre,15906.0,33390.0,,,19229.0,40367.0
Torre de Esgueva,15906.0,33390.0,,,19229.0,40367.0
Torre de Peñafiel,14950.0,32535.0,,,17865.0,38877.0
Torrelobatón,14907.0,32185.0,20793.0,17850.0,17803.0,38439.0
Torrescárcela,12994.0,32000.0,18949.0,15750.0,15345.0,37791.0
Traspinedo,13937.0,29746.0,19333.0,18550.0,16391.0,34985.0
Trigueros del Valle,16044.0,29033.0,21003.0,17150.0,19265.0,34860.0
Tudela de Duero,14121.0,35027.0,20721.0,19250.0,16929.0,41993.0
"Unión de Campos, La",12621.0,24226.0,16702.0,13650.0,14470.0,27776.0
Urones de Castroponce,13364.0,29699.0,18809.0,18200.0,15579.0,34620.0
Urueña,14744.0,31732.0,20731.0,18900.0,17351.0,37341.0
Valbuena de Duero,16111.0,37875.0,23855.0,19250.0,19928.0,46847.0
Valdearcos de la Vega,14950.0,32535.0,,,17865.0,38877.0
Valdenebro de los Valles,15594.0,38466.0,22938.0,19950.0,18880.0,46570.0
Valdestillas,13153.0,33367.0,19233.0,18550.0,15294.0,38799.0
Valdunquillo,13152.0,25867.0,17785.0,15050.0,14941.0,29384.0
Valoria la Buena,14428.0,34064.0,20997.0,19250.0,17133.0,40449.0
Valverde de Campos,14947.0,30985.0,,,17879.0,37064.0
Valladolid,16356.0,37466.0,23428.0,20650.0,20073.0,45981.0
Vega de Ruiponce,14947.0,30985.0,,,17879.0,37064.0
Vega de Valdetronco,15906.0,33390.0,,,19229.0,40367.0
Velascálvaro,13256.0,38803.0,20237.0,19250.0,15493.0,45352.0
Velilla,12380.0,33309.0,18940.0,18550.0,14436.0,38840.0
Velliza,17364.0,30643.0,22528.0,22750.0,20834.0,36766.0
Ventosa de la Cuesta,14177.0,29831.0,19707.0,18550.0,16469.0,34653.0
Viana de Cega,16332.0,41088.0,23934.0,21350.0,20110.0,50591.0
Viloria,13200.0,30801.0,19181.0,17150.0,15228.0,35532.0
Villabáñez,15420.0,33444.0,21584.0,19950.0,18679.0,40512.0
Villabaruz de Campos,14947.0,30985.0,,,17879.0,37064.0
Villabrágima,13870.0,34793.0,20441.0,17850.0,16605.0,41654.0
Villacarralón,14947.0,30985.0,,,17879.0,37064.0
Villacid de Campos,14947.0,30985.0,,,17879.0,37064.0
Villaco,15906.0,33390.0,,,19229.0,40367.0
Villafrades de Campos,14947.0,30985.0,,,17879.0,37064.0
Villafranca de Duero,12400.0,24801.0,17076.0,14350.0,14833.0,29665.0
Villafrechós,12284.0,32379.0,18092.0,16450.0,14505.0,38232.0
Villafuerte,15906.0,33390.0,,,19229.0,40367.0
Villagarcía de Campos,13864.0,33198.0,19870.0,19250.0,16295.0,39019.0
Villagómez la Nueva,14947.0,30985.0,,,17879.0,37064.0
Villalán de Campos,14947.0,30985.0,,,17879.0,37064.0
Villalar de los Comuneros,15351.0,39616.0,23041.0,21350.0,18293.0,47207.0
Villalba de la Loma,14947.0,30985.0,,,17879.0,37064.0
Villalba de los Alcores,15140.0,39076.0,22569.0,21350.0,18319.0,47284.0
Villalbarba,16113.0,31239.0,22711.0,17850.0,21706.0,42084.0
Villalón de Campos,13782.0,31601.0,19642.0,17850.0,16170.0,37075.0
Villamuriel de Campos,14947.0,30985.0,,,17879.0,37064.0
Villán de Tordesillas,15593.0,35084.0,22098.0,19950.0,18490.0,41602.0
Villanubla,14457.0,35728.0,21650.0,20650.0,17396.0,42992.0
Villanueva de Duero,13382.0,31768.0,19301.0,17850.0,15739.0,37366.0
Villanueva de la Condesa,14947.0,30985.0,,,17879.0,37064.0
Villanueva de los Caballeros,18701.0,38960.0,26367.0,19250.0,23262.0,48462.0
Villanueva de los Infantes,17646.0,41542.0,25263.0,22050.0,21971.0,51723.0
Villanueva de San Mancio,17587.0,48484.0,27032.0,27650.0,21125.0,58237.0
Villardefrades,13890.0,28621.0,18843.0,19250.0,15754.0,32463.0
Villarmentero de Esgueva,16264.0,35641.0,23052.0,20650.0,19326.0,42354.0
Villasexmir,15906.0,33390.0,,,19229.0,40367.0
Villavaquerín,13864.0,28544.0,19365.0,18200.0,16032.0,33008.0
Villavellid,14947.0,30985.0,,,17879.0,37064.0
Villaverde de Medina,11457.0,28036.0,16899.0,15050.0,13253.0,32431.0
Villavicencio de los Caballeros,16905.0,29371.0,22013.0,17850.0,19925.0,34617.0
Wamba,15646.0,35537.0,22533.0,21350.0,18714.0,42505.0
Zaratán,15039.0,39329.0,22816.0,21350.0,18483.0,48337.0
"Zarza, La",13061.0,28258.0,18438.0,15750.0,15175.0,32833.0
Abezames,14600.0,30090.0,,,17221.0,35491.0
Alcañices,13465.0,30356.0,18966.0,17850.0,15636.0,35249.0
Alcubilla de Nogales,13935.0,26403.0,18978.0,15750.0,15945.0,30212.0
Alfaraz de Sayago,13763.0,24335.0,17821.0,17150.0,16006.0,28300.0
Algodre,14650.0,28864.0,19992.0,18550.0,16783.0,33066.0
Almaraz de Duero,12957.0,28276.0,18282.0,17150.0,14864.0,32437.0
Almeida de Sayago,14081.0,27406.0,18943.0,16450.0,16194.0,31520.0
Andavías,12518.0,27997.0,17838.0,16450.0,14185.0,31726.0
Arcenillas,13731.0,31638.0,19921.0,18550.0,16576.0,38193.0
Arcos de la Polvorosa,14005.0,28842.0,18817.0,17150.0,16257.0,33480.0
Argañín,12781.0,24884.0,,,14518.0,28265.0
Argujillo,12041.0,23745.0,16428.0,14350.0,13666.0,26949.0
Arquillinos,13213.0,25963.0,18113.0,18550.0,15197.0,29862.0
Arrabalde,12626.0,22967.0,16478.0,15050.0,14020.0,25503.0
Aspariegos,11688.0,23375.0,15912.0,15050.0,12926.0,25853.0
Asturianos,17330.0,29472.0,22470.0,17500.0,20678.0,35166.0
Ayoó de Vidriales,14466.0,27010.0,19485.0,17150.0,16448.0,30711.0
Barcial del Barco,11290.0,23267.0,15673.0,15050.0,12437.0,25630.0
Belver de los Montes,12382.0,25693.0,17128.0,15050.0,13997.0,29044.0
Benavente,12722.0,29015.0,18194.0,16450.0,14918.0,34022.0
Benegiles,13555.0,28749.0,19034.0,17850.0,15533.0,32945.0
Bermillo de Sayago,14017.0,28923.0,19026.0,17150.0,16403.0,33846.0
"Bóveda de Toro, La",12688.0,26373.0,17545.0,15750.0,14617.0,30383.0
Bretó,13984.0,26083.0,18217.0,17500.0,15976.0,29798.0
Bretocino,11857.0,22667.0,15703.0,15050.0,13147.0,25133.0
Brime de Sog,13473.0,21795.0,17226.0,16450.0,14678.0,23743.0
Brime de Urz,13325.0,24882.0,,,15002.0,28014.0
Burganes de Valverde,12337.0,27150.0,17503.0,16450.0,13886.0,30558.0
Bustillo del Oro,14600.0,30090.0,,,17221.0,35491.0
Cabañas de Sayago,14343.0,30121.0,20031.0,18550.0,16642.0,34948.0
Calzadilla de Tera,12745.0,22383.0,16512.0,14350.0,14015.0,24614.0
Camarzana de Tera,14031.0,29693.0,19467.0,16450.0,16395.0,34695.0
Cañizal,12679.0,25853.0,17243.0,15750.0,14712.0,29999.0
Cañizo,15362.0,32727.0,21482.0,20650.0,18026.0,38403.0
Carbajales de Alba,13462.0,25822.0,18032.0,17150.0,15106.0,28976.0
Carbellino,13929.0,29170.0,19069.0,15050.0,15933.0,33365.0
Casaseca de Campeán,14225.0,25857.0,,,16572.0,30123.0
Casaseca de las Chanas,14178.0,33787.0,20976.0,18550.0,16979.0,40462.0
Castrillo de la Guareña,14171.0,30749.0,20407.0,19250.0,16742.0,36327.0
Castrogonzalo,12782.0,27964.0,17939.0,17150.0,14789.0,32356.0
Castronuevo,12113.0,26061.0,16828.0,15050.0,13779.0,29646.0
Castroverde de Campos,14310.0,26704.0,18902.0,17150.0,16682.0,31131.0
Cazurra,14225.0,25857.0,,,16572.0,30123.0
Cerecinos de Campos,14602.0,29722.0,19602.0,15750.0,17220.0,35049.0
Cerecinos del Carrizal,13812.0,28154.0,19412.0,14350.0,16553.0,33743.0
Cernadilla,16582.0,31163.0,22898.0,19950.0,19206.0,36095.0
Cobreros,13503.0,24678.0,18055.0,16450.0,15644.0,28591.0
Coomonte,12025.0,23914.0,16766.0,15050.0,13697.0,27241.0
Coreses,12886.0,28765.0,18560.0,17150.0,14911.0,33285.0
Corrales del Vino,12475.0,27391.0,17515.0,15750.0,14462.0,31752.0
Cotanes del Monte,14600.0,30090.0,,,17221.0,35491.0
Cubillos,12871.0,28812.0,18572.0,17150.0,14962.0,33491.0
Cubo de Benavente,15307.0,30355.0,21124.0,17850.0,17290.0,34286.0
