geo,gdp_per_capita_eur,total_dependency_ratio_per1000,old_age_dependency_ratio_per1000,youth_dependency_ratio_per1000,median_age_years,females_per1000_males,young_0_14_per1000,elderly_65plus_per1000,oldest_80plus_per1000
ITH32,40075.13,563.0,374.0,189.0,48.9,1015.0,121.0,239.0,78.0
ITH33,37339.94,637.0,467.0,169.0,52.1,1038.0,104.0,285.0,91.0
ITH34,38194.08,575.0,383.0,192.0,49.1,1020.0,122.0,243.0,78.0
ITH35,35684.76,601.0,424.0,177.0,51.0,1046.0,110.0,265.0,87.0
ITH36,39115.86,569.0,387.0,182.0,49.5,1033.0,116.0,246.0,79.0
ITH37,29309.22,631.0,467.0,164.0,52.4,1029.0,100.0,286.0,86.0
ITH41,34996.24,597.0,407.0,190.0,49.6,1024.0,119.0,255.0,84.0
ITH42,35780.82,631.0,460.0,171.0,52.0,1051.0,105.0,282.0,94.0
ITH43,31885.29,619.0,440.0,180.0,51.4,1014.0,111.0,272.0,96.0
ITH44,39044.15,645.0,476.0,169.0,52.0,1069.0,103.0,289.0,105.0
ITH51,37579.2,598.0,407.0,191.0,49.5,1021.0,119.0,255.0,87.0
ITH52,42950.26,561.0,369.0,193.0,48.0,1024.0,124.0,236.0,80.0
ITH53,42040.94,551.0,355.0,195.0,47.7,1015.0,126.0,229.0,73.0
ITH54,45085.27,570.0,376.0,194.0,48.2,1019.0,124.0,239.0,78.0
ITH55,46695.19,575.0,393.0,182.0,48.9,1055.0,116.0,250.0,86.0
ITH56,28866.49,646.0,480.0,166.0,52.5,1054.0,101.0,291.0,96.0
ITH57,35777.34,603.0,422.0,181.0,50.6,1034.0,113.0,263.0,91.0
ITH58,37130.1,595.0,407.0,188.0,49.6,1036.0,118.0,255.0,86.0
ITH59,33910.23,571.0,390.0,181.0,49.6,1057.0,115.0,248.0,80.0
ITI11,29392.09,640.0,478.0,162.0,52.5,1049.0,98.0,292.0,97.0
ITI12,33096.84,608.0,438.0,171.0,51.4,1056.0,106.0,272.0,89.0
ITI13,28813.57,611.0,430.0,181.0,50.6,1055.0,112.0,267.0,89.0
ITI14,43727.82,602.0,422.0,180.0,50.2,1068.0,112.0,263.0,92.0
ITI15,34752.66,537.0,356.0,181.0,48.0,1028.0,118.0,232.0,76.0
ITI16,31196.56,634.0,464.0,171.0,52.1,1061.0,105.0,284.0,95.0
ITI17,35657.77,593.0,408.0,185.0,49.6,1040.0,116.0,256.0,84.0
ITI18,34262.14,612.0,433.0,179.0,50.5,1034.0,111.0,269.0,87.0
ITI19,34726.33,624.0,442.0,182.0,50.5,1053.0,112.0,272.0,93.0
ITI1A,28364.17,649.0,483.0,165.0,52.5,1050.0,100.0,293.0,95.0
ITI21,29721.33,617.0,434.0,184.0,50.2,1056.0,114.0,268.0,91.0
ITI22,26068.93,649.0,480.0,169.0,52.2,1066.0,103.0,291.0,100.0
ITI31,31808.11,591.0,409.0,182.0,49.9,1030.0,114.0,257.0,85.0
ITI32,33266.43,607.0,426.0,181.0,50.0,1040.0,113.0,265.0,90.0
ITI33,30622.09,625.0,437.0,188.0,50.0,1042.0,116.0,269.0,90.0
ITI34,29129.69,621.0,445.0,176.0,50.9,1050.0,109.0,274.0,91.0
ITI35,27394.2,622.0,442.0,180.0,50.5,1035.0,111.0,273.0,89.0
ITI41,24305.48,590.0,418.0,172.0,50.4,1026.0,108.0,263.0,78.0
ITI42,24324.78,607.0,442.0,165.0,51.2,1000.0,102.0,275.0,85.0
ITI43,45039.11,548.0,361.0,187.0,48.7,1075.0,121.0,233.0,75.0
ITI44,25684.56,553.0,361.0,191.0,48.0,1014.0,123.0,233.0,67.0
ITI45,25139.49,601.0,416.0,185.0,49.5,1031.0,116.0,260.0,74.0
