region_name,num_persons_fiscal_households,num_households,median_living_standard_eur,d1_living_standard_eur,d9_living_standard_eur,interdecile_ratio_d9_d1,poverty_rate_pct_60med,share_taxed_households_pct,share_activity_income_pct,share_wages_pct,share_pensions_pct,share_social_benefits_pct,share_direct_taxes_pct
Mignères,317,131,23150,,,,,,,,,,
Mignerette,369,151,22830,,,,,,,,,,
Montargis,13867,7367,16670,8760,31880,3.6,36,37,60.7,51.7,31.3,13.2,-14.2
Montbarrois,302,134,24230,,,,,,,,,,
Montbouy,737,347,22020,,,,,,,,,,
Montcresson,1285,581,24210,,,,,,,,,,
Montereau,641,303,23930,,,,,,,,,,
Montigny,252,100,25460,,,,,,,,,,
Montliard,219,95,22620,,,,,,,,,,
Mormant-sur-Vernisson,130,58,24570,,,,,,,,,,
Morville-en-Beauce,172,73,27250,,,,,,,,,,
Le Moulinet-sur-Solin,128,61,26580,,,,,,,,,,
Moulon,192,83,25690,,,,,,,,,,
Nancray-sur-Rimarde,592,246,23320,,,,,,,,,,
Nargis,1488,655,22940,,,,,,,,,,
Nesploy,351,162,20560,,,,,,,,,,
Neuville-aux-Bois,4869,2070,23420,13540,36740,2.7,11,55,74.9,68.3,27.7,4.8,-14.9
La Neuville-sur-Essonne,378,159,25380,,,,,,,,,,
Neuvy-en-Sullias,1317,529,23870,,,,,,,,,,
Nevoy,1184,515,25840,,,,,,,,,,
Nibelle,1198,511,23870,,,,,,,,,,
Nogent-sur-Vernisson,2449,1174,21620,12310,33250,2.7,15,47,61.7,55.2,39,5.9,-13
Noyers,782,348,23590,,,,,,,,,,
Oison,131,52,24220,,,,,,,,,,
Olivet,20107,9336,27680,15020,48850,3.3,8,67,74.6,66.7,31.6,3.2,-20.3
Ondreville-sur-Essonne,398,168,27230,,,,,,,,,,
Orléans,104179,50985,21370,10810,40400,3.7,22,53,76.3,68.6,26.1,7.4,-17.1
Ormes,4267,1644,25700,15990,39330,2.5,6,69,83.3,78.6,22.6,3.7,-16.1
Orville,107,48,27170,,,,,,,,,,
Ousson-sur-Loire,689,336,24210,,,,,,,,,,
Oussoy-en-Gâtinais,437,185,22570,,,,,,,,,,
Outarville,1274,557,23580,,,,,,,,,,
Ouvrouer-les-Champs,549,203,25050,,,,,,,,,,
Ouzouer-des-Champs,230,102,24430,,,,,,,,,,
Ouzouer-sous-Bellegarde,315,132,24040,,,,,,,,,,
Ouzouer-sur-Loire,2673,1176,25180,15460,39270,2.5,,62,74.3,70.5,31.6,3.8,-15
Ouzouer-sur-Trézée,1115,533,20190,,,,,,,,,,
Pannecières,115,48,24680,,,,,,,,,,
Pannes,3806,1571,22260,12890,34710,2.7,13,55,71.3,64.5,32.1,5.2,-14.2
Patay,2181,934,21820,13760,32640,2.4,10,49,72.2,67.2,26.2,5.6,-13
Paucourt,903,394,28850,,,,,,,,,,
Pers-en-Gâtinais,239,99,23980,,,,,,,,,,
Pierrefitte-ès-Bois,289,139,21250,,,,,,,,,,
Pithiviers,8282,3863,18500,10550,31080,2.9,25,38,66.4,58.6,29.2,10.4,-12.9
Pithiviers-le-Vieil,1730,732,23980,,,,,,,,,,
Poilly-lez-Gien,2489,1117,24110,14750,39570,2.7,,58,65.3,57.5,37.2,3.5,-15.7
Préfontaines,440,180,24080,,,,,,,,,,
Presnoy,273,108,23680,,,,,,,,,,
Pressigny-les-Pins,523,218,22570,,,,,,,,,,
Puiseaux,3258,1440,22700,13220,34050,2.6,12,53,70.6,64.3,31.7,5.4,-13.4
Quiers-sur-Bezonde,1174,516,23950,,,,,,,,,,
Ramoulu,265,109,22730,,,,,,,,,,
Rebréchien,1409,567,26680,,,,,,,,,,
Rouvray-Sainte-Croix,150,60,24210,,,,,,,,,,
Rouvres-Saint-Jean,309,119,25240,,,,,,,,,,
Rozières-en-Beauce,188,78,25320,,,,,,,,,,
Rozoy-le-Vieil,387,185,22670,,,,,,,,,,
Ruan,199,94,24190,,,,,,,,,,
Saint-Aignan-le-Jaillard,610,279,21670,,,,,,,,,,
Saint-Ay,3757,1488,25240,16250,37350,2.3,6,65,75.7,70,26.8,3.3,-16.3
Saint-Benoît-sur-Loire,1942,872,23370,,,,,,,,,,
Saint-Brisson-sur-Loire,993,450,23730,,,,,,,,,,
Saint-Cyr-en-Val,3317,1437,27790,16690,44860,2.7,,73,64.1,58.3,40.8,2.5,-18.7
Saint-Denis-de-l'Hôtel,3075,1335,23190,12570,37020,2.9,13,56,72.2,67.9,28.1,4.8,-15.9
Saint-Denis-en-Val,7547,3095,27310,15920,45050,2.8,6,69,73.8,66.5,32.6,3,-18.6
Saint-Firmin-des-Bois,504,233,22210,,,,,,,,,,
Saint-Firmin-sur-Loire,481,221,23650,,,,,,,,,,
Saint-Florent-le-Jeune,462,215,22290,,,,,,,,,,
Sainte-Geneviève-des-Bois,1074,497,20610,,,,,,,,,,
Saint-Germain-des-Prés,1854,809,22930,,,,,,,,,,
Saint-Gondon,1050,466,24310,,,,,,,,,,
Saint-Hilaire-les-Andrésis,1023,459,22460,,,,,,,,,,
Saint-Hilaire-Saint-Mesmin,3213,1331,28370,17540,47660,2.7,,73,79.5,70.3,27.2,2.2,-19.2
Saint-Hilaire-sur-Puiseaux,165,73,24310,,,,,,,,,,
Saint-Jean-de-Braye,21024,9544,22100,11990,36680,3.1,16,57,75.1,69.4,27.6,7,-15.2
Saint-Jean-de-la-Ruelle,16487,6919,20010,10790,33050,3.1,23,48,72.1,66.6,28,8.8,-13.2
Saint-Jean-le-Blanc,8767,4049,26090,14170,45940,3.2,9,65,77.1,69.5,28.9,3.9,-18.2
Saint-Loup-des-Vignes,377,174,22300,,,,,,,,,,
Saint-Lyé-la-Forêt,1271,472,25750,,,,,,,,,,
Saint-Martin-d'Abbat,1814,701,24630,,,,,,,,,,
Saint-Martin-sur-Ocre,1254,526,25210,,,,,,,,,,
Saint-Maurice-sur-Aveyron,823,376,21550,,,,,,,,,,
Saint-Maurice-sur-Fessard,1193,500,23710,,,,,,,,,,
Saint-Michel,139,63,21780,,,,,,,,,,
Saint-Péravy-la-Colombe,721,270,24990,,,,,,,,,,
Saint-Père-sur-Loire,1049,476,22810,,,,,,,,,,
Saint-Pryvé-Saint-Mesmin,5994,2534,25330,13370,44050,3.3,11,62,73.8,66.6,31.3,4.6,-17.5
Saint-Sigismond,275,109,23680,,,,,,,,,,
Sandillon,4284,1674,27180,17940,42940,2.4,,69,77,71.1,29.8,2.6,-17.1
Santeau,403,162,23430,,,,,,,,,,
Saran,15935,6672,22590,12370,36190,2.9,15,56,70.6,65.6,31.6,6.8,-14.3
Sceaux-du-Gâtinais,604,253,24380,,,,,,,,,,
Seichebrières,178,70,24130,,,,,,,,,,
La Selle-en-Hermoy,777,343,24290,,,,,,,,,,
La Selle-sur-le-Bied,1130,488,23190,,,,,,,,,,
Semoy,3369,1311,26890,15420,41600,2.7,6,69,76.1,70.6,30.8,3.7,-16.8
Sennely,689,299,23390,,,,,,,,,,
Sermaises,1656,693,23050,,,,,,,,,,
Sigloy,679,250,24420,,,,,,,,,,
Solterre,465,213,23190,,,,,,,,,,
Sougy,834,345,24380,,,,,,,,,,
Sully-la-Chapelle,471,193,25860,,,,,,,,,,
Sully-sur-Loire,5107,2319,20200,10690,35540,3.3,23,48,63.3,55.5,34.6,7.1,-14.1
Sury-aux-Bois,834,349,24300,,,,,,,,,,
Tavers,1363,582,26110,,,,,,,,,,
Thignonville,388,132,23930,,,,,,,,,,
Thimory,720,284,23020,,,,,,,,,,
Thorailles,201,79,23510,,,,,,,,,,
Thou,199,91,20860,,,,,,,,,,
Tigy,2432,1033,24310,15000,36400,2.4,,57,76.2,69.8,27.5,3.5,-14.3
Tivernon,278,107,24100,,,,,,,,,,
Tournoisis,372,145,25230,,,,,,,,,,
Traînou,3430,1310,25730,16650,37700,2.3,,65,82.1,75.8,24.4,3.3,-15.8
Treilles-en-Gâtinais,291,128,22970,,,,,,,,,,
Triguères,1269,597,22440,,,,,,,,,,
Trinay,213,86,26350,,,,,,,,,,
Vannes-sur-Cosson,593,256,23640,,,,,,,,,,
Varennes-Changy,1584,715,23220,,,,,,,,,,
Vennecy,2085,752,26570,17300,39720,2.3,,71,87.2,81.7,20.6,3.2,-16.2
Vieilles-Maisons-sur-Joudry,588,252,22310,,,,,,,,,,
Vienne-en-Val,1969,775,25570,,,,,,,,,,
Viglain,879,397,23170,,,,,,,,,,
Villamblain,287,119,25270,,,,,,,,,,
Villemandeur,7079,3183,22510,12750,35430,2.8,14,54,63.5,57.9,38.3,5.5,-14.1
Villemoutiers,465,201,22300,,,,,,,,,,
Villemurlin,547,233,20800,,,,,,,,,,
Villeneuve-sur-Conie,189,77,25490,,,,,,,,,,
Villereau,384,149,25460,,,,,,,,,,
Villevoques,196,86,24520,,,,,,,,,,
Villorceau,1076,429,24180,,,,,,,,,,
Vimory,1107,470,24290,,,,,,,,,,
Vitry-aux-Loges,2195,927,24790,15430,38920,2.5,,56,75,67.1,30.1,3.4,-15.7
Vrigny,795,320,23570,,,,,,,,,,
Yèvre-la-Ville,636,297,24690,,,,,,,,,,
Albas,463,236,22310,,,,,,,,,,
Albiac,,,,,,,,,,,,,
Alvignac,679,320,22270,,,,,,,,,,
Anglars,226,105,23550,,,,,,,,,,
Anglars-Juillac,313,150,21330,,,,,,,,,,
Anglars-Nozac,362,170,19910,,,,,,,,,,
Arcambal,917,419,22880,,,,,,,,,,
Les Arques,207,108,18780,,,,,,,,,,
Assier,625,294,21980,,,,,,,,,,
Aujols,333,134,24120,,,,,,,,,,
Autoire,362,170,24230,,,,,,,,,,
Aynac,537,261,20710,,,,,,,,,,
Bach,168,88,20290,,,,,,,,,,
Bagnac-sur-Célé,1383,678,20510,,,,,,,,,,
Baladou,394,182,23450,,,,,,,,,,
Bannes,135,67,23600,,,,,,,,,,
Le Bastit,132,65,25060,,,,,,,,,,
Beauregard,210,113,20700,,,,,,,,,,
Béduer,730,329,24050,,,,,,,,,,
Bélaye,206,111,20640,,,,,,,,,,
Belfort-du-Quercy,461,209,20940,,,,,,,,,,
Belmont-Bretenoux,414,179,23500,,,,,,,,,,
Belmont-Sainte-Foi,118,61,20930,,,,,,,,,,
Berganty,111,52,21740,,,,,,,,,,
Bétaille,1020,481,21390,,,,,,,,,,
Biars-sur-Cère,1980,953,20730,,,,,,,,,,
Bio,323,136,23200,,,,,,,,,,
Blars,119,66,21580,,,,,,,,,,
Boissières,347,167,23030,,,,,,,,,,
Porte-du-Quercy,455,232,21440,,,,,,,,,,
Le Bourg,321,138,22010,,,,,,,,,,
Boussac,172,88,21920,,,,,,,,,,
Le Bouyssou,117,59,23640,,,,,,,,,,
Bouziès,,,,,,,,,,,,,
Bretenoux,1298,654,22420,,,,,,,,,,
Brengues,177,89,21280,,,,,,,,,,
Cabrerets,172,91,19260,,,,,,,,,,
Cadrieu,168,86,23060,,,,,,,,,,
Cahors,17880,9677,21750,11290,37120,3.3,19,46,59.3,50.1,39.5,7.5,-14.9
Cahus,186,89,24670,,,,,,,,,,
Caillac,515,241,23710,,,,,,,,,,
Cajarc,1015,562,21760,,,,,,,,,,
Calamane,450,194,23750,,,,,,,,,,
Calès,161,79,20700,,,,,,,,,,
Calvignac,207,103,20430,,,,,,,,,,
Cambayrac,138,70,21720,,,,,,,,,,
Cambes,382,172,21970,,,,,,,,,,
Camboulit,232,107,21670,,,,,,,,,,
Camburat,443,185,22930,,,,,,,,,,
Caniac-du-Causse,268,131,21060,,,,,,,,,,
Capdenac,1076,526,23010,,,,,,,,,,
Carayac,,,,,,,,,,,,,
Cardaillac,587,276,24110,,,,,,,,,,
Carennac,391,201,20480,,,,,,,,,,
Carlucet,182,92,22260,,,,,,,,,,
Carnac-Rouffiac,216,115,21820,,,,,,,,,,
Cassagnes,147,75,19010,,,,,,,,,,
Castelfranc,381,182,22100,,,,,,,,,,
Castelnau-Montratier,1642,850,20570,,,,,,,,,,
Catus,727,373,21200,,,,,,,,,,
Cavagnac,421,190,21830,,,,,,,,,,
Cazals,515,281,22230,,,,,,,,,,
Cénevières,151,81,20510,,,,,,,,,,
Cézac,149,68,21990,,,,,,,,,,
Cieurac,610,242,24450,,,,,,,,,,
Concorès,307,161,20960,,,,,,,,,,
Concots,406,217,18030,,,,,,,,,,
Condat,360,163,21100,,,,,,,,,,
Corn,213,96,22040,,,,,,,,,,
Cornac,344,161,23060,,,,,,,,,,
Couzou,,,,,,,,,,,,,
Cras,,,,,,,,,,,,,
Crayssac,744,319,24420,,,,,,,,,,
Crégols,,,,,,,,,,,,,
Cremps,368,171,23040,,,,,,,,,,
Cressensac-Sarrazac,1117,518,21910,,,,,,,,,,
Creysse,273,149,21110,,,,,,,,,,
Cuzac,214,97,20080,,,,,,,,,,
Cuzance,598,259,22720,,,,,,,,,,
Dégagnac,638,318,20290,,,,,,,,,,
Douelle,782,383,23230,,,,,,,,,,
Duravel,807,406,21250,,,,,,,,,,
Durbans,155,69,21850,,,,,,,,,,
Escamps,177,88,25800,,,,,,,,,,
Esclauzels,225,107,23370,,,,,,,,,,
Espagnac-Sainte-Eulalie,,,,,,,,,,,,,
Espédaillac,271,143,23980,,,,,,,,,,
Espère,888,402,22500,,,,,,,,,,
Espeyroux,,,,,,,,,,,,,
Estal,,,,,,,,,,,,,
Fajoles,303,139,20010,,,,,,,,,,
Faycelles,720,332,25070,,,,,,,,,,
Felzins,490,204,21970,,,,,,,,,,
Figeac,8909,4838,22150,11880,37720,3.2,16,49,61.8,53.1,38.4,5.9,-15.1
Saint-Paul-Flaugnac,857,391,20580,,,,,,,,,,
Flaujac-Gare,,,,,,,,,,,,,
Flaujac-Poujols,817,345,25950,,,,,,,,,,
Floirac,259,130,22830,,,,,,,,,,
Floressas,166,82,22210,,,,,,,,,,
Fons,393,182,22270,,,,,,,,,,
Fontanes,479,215,22860,,,,,,,,,,
Fourmagnac,176,77,23350,,,,,,,,,,
Francoulès,235,111,21620,,,,,,,,,,
Frayssinet,282,140,19600,,,,,,,,,,
Frayssinet-le-Gélat,348,181,20420,,,,,,,,,,
Frayssinhes,164,80,20440,,,,,,,,,,
Frontenac,,,,,,,,,,,,,
Gagnac-sur-Cère,682,330,23700,,,,,,,,,,
Gignac,663,315,22670,,,,,,,,,,
Gigouzac,212,102,23200,,,,,,,,,,
Gindou,307,139,20820,,,,,,,,,,
Ginouillac,132,71,23830,,,,,,,,,,
Gintrac,,,,,,,,,,,,,
Girac,339,166,23450,,,,,,,,,,
Glanes,290,123,23690,,,,,,,,,,
Gorses,324,161,19980,,,,,,,,,,
Goujounac,200,98,19300,,,,,,,,,,
Gourdon,3965,2220,21420,12000,37150,3.1,16,42,51.4,41.9,46.2,5.3,-14.3
Gramat,3093,1604,22330,13130,36290,2.8,12,47,56.8,49.2,43.1,5.2,-13.7
Gréalou,302,135,22190,,,,,,,,,,
Grézels,196,102,23130,,,,,,,,,,
Grèzes,170,91,20350,,,,,,,,,,
Issendolus,519,236,22390,,,,,,,,,,
Issepts,247,112,23260,,,,,,,,,,
Les Junies,254,125,21000,,,,,,,,,,
Labastide-du-Haut-Mont,,,,,,,,,,,,,
Labastide-du-Vert,263,126,21720,,,,,,,,,,
Labastide-Marnhac,1197,505,24660,,,,,,,,,,
Cœur de Causse,853,472,21830,,,,,,,,,,
Labathude,197,90,23040,,,,,,,,,,
Laburgade,334,132,23850,,,,,,,,,,
Lacapelle-Cabanac,162,80,22410,,,,,,,,,,
Lacapelle-Marival,1049,550,21620,,,,,,,,,,
Lacave,261,135,21260,,,,,,,,,,
Lachapelle-Auzac,735,362,21380,,,,,,,,,,
Ladirat,,,,,,,,,,,,,
Lagardelle,113,62,22280,,,,,,,,,,
Lalbenque,1751,807,23200,,,,,,,,,,
Lamagdelaine,688,329,24810,,,,,,,,,,
Lamothe-Cassel,112,59,20760,,,,,,,,,,
Lamothe-Fénelon,295,145,20870,,,,,,,,,,
Lanzac,511,254,22720,,,,,,,,,,
Laramière,332,150,19920,,,,,,,,,,
Larnagol,132,67,18380,,,,,,,,,,
Bellefont-La Rauze,1077,526,24380,,,,,,,,,,
Larroque-Toirac,125,60,21650,,,,,,,,,,
Latouille-Lentillac,228,117,19940,,,,,,,,,,
Latronquière,403,210,20390,,,,,,,,,,
Lauresses,254,112,17950,,,,,,,,,,
Lauzès,164,76,20960,,,,,,,,,,
Laval-de-Cère,276,143,19180,,,,,,,,,,
Lavercantière,220,105,18370,,,,,,,,,,
Lavergne,424,192,21210,,,,,,,,,,
Lentillac-du-Causse,98,50,21650,,,,,,,,,,
Lentillac-Saint-Blaise,191,90,23040,,,,,,,,,,
Léobard,227,102,22560,,,,,,,,,,
Leyme,713,349,23270,,,,,,,,,,
Lherm,170,97,19090,,,,,,,,,,
Pern-Lhospitalet,843,366,22890,,,,,,,,,,
Limogne-en-Quercy,753,384,21190,,,,,,,,,,
Linac,211,98,22690,,,,,,,,,,
Lissac-et-Mouret,1011,437,24220,,,,,,,,,,
Livernon,684,305,21880,,,,,,,,,,
Loubressac,505,224,23950,,,,,,,,,,
Loupiac,230,120,22780,,,,,,,,,,
Lugagnac,128,70,22490,,,,,,,,,,
Lunan,620,251,25050,,,,,,,,,,
Lunegarde,,,,,,,,,,,,,
Luzech,1424,717,22350,,,,,,,,,,
Marcilhac-sur-Célé,176,102,17750,,,,,,,,,,
Marminiac,332,166,19030,,,,,,,,,,
Martel,1468,737,22420,,,,,,,,,,
Masclat,336,159,19780,,,,,,,,,,
Mauroux,525,234,21290,,,,,,,,,,
Maxou,278,128,23400,,,,,,,,,,
Mayrinhac-Lentour,481,214,21000,,,,,,,,,,
Mechmont,117,53,24220,,,,,,,,,,
Mercuès,956,476,21880,,,,,,,,,,
Meyronne,230,123,22380,,,,,,,,,,
Miers,406,194,19640,,,,,,,,,,
Milhac,176,93,19630,,,,,,,,,,
Molières,324,149,23580,,,,,,,,,,
Montamel,,,,,,,,,,,,,
Le Montat,999,429,25750,,,,,,,,,,
Montbrun,100,49,20900,,,,,,,,,,
Montcabrier,293,149,21960,,,,,,,,,,
Montcléra,252,130,18820,,,,,,,,,,
Montcuq-en-Quercy-Blanc,1435,755,20160,,,,,,,,,,
Montdoumerc,461,200,21930,,,,,,,,,,
Montet-et-Bouxal,212,97,21360,,,,,,,,,,
Montfaucon,347,174,20370,,,,,,,,,,
Montgesty,315,149,21430,,,,,,,,,,
Montlauzun,,,,,,,,,,,,,
Montredon,223,98,22960,,,,,,,,,,
Montvalent,276,142,21760,,,,,,,,,,
Nadaillac-de-Rouge,146,77,24390,,,,,,,,,,
Nadillac,,,,,,,,,,,,,
Nuzéjouls,308,134,21090,,,,,,,,,,
Orniac,,,,,,,,,,,,,
Padirac,166,86,22460,,,,,,,,,,
Parnac,371,174,21990,,,,,,,,,,
Payrac,599,304,20520,,,,,,,,,,
Payrignac,672,328,23020,,,,,,,,,,
Pescadoires,165,74,17160,,,,,,,,,,
Peyrilles,342,154,19640,,,,,,,,,,
Pinsac,742,348,22100,,,,,,,,,,
Planioles,536,245,24430,,,,,,,,,,
Pomarède,171,80,23220,,,,,,,,,,
Pontcirq,164,81,18620,,,,,,,,,,
Pradines,3420,1610,23280,12720,37280,2.9,13,54,60.7,51,41.8,5.7,-15.8
Prayssac,2175,1178,21970,12200,37490,3.1,14,46,41.9,31.9,56,5.2,-14.1
Prendeignes,203,93,18420,,,,,,,,,,
Promilhanes,205,106,18170,,,,,,,,,,
Prudhomat,748,334,22650,,,,,,,,,,
Puybrun,993,497,21860,,,,,,,,,,
Puyjourdes,,,,,,,,,,,,,
Puy-l'Évêque,1722,909,20250,,,,,,,,,,
Le Vignon-en-Quercy,863,423,19810,,,,,,,,,,
Quissac-en-Quercy,94,58,24260,,,,,,,,,,
Rampoux,,,,,,,,,,,,,
Reilhac,151,70,24560,,,,,,,,,,
Reilhaguet,151,76,22270,,,,,,,,,,
Reyrevignes,384,174,23290,,,,,,,,,,
Rignac,274,129,23340,,,,,,,,,,
Le Roc,166,85,22640,,,,,,,,,,
Rocamadour,559,289,21160,,,,,,,,,,
Rouffilhac,189,99,22750,,,,,,,,,,
Rudelle,190,82,21940,,,,,,,,,,
Rueyres,191,99,18680,,,,,,,,,,
Sabadel-Latronquière,,,,,,,,,,,,,
Sabadel-Lauzès,,,,,,,,,,,,,
Saignes,,,,,,,,,,,,,
Saillac,128,65,19680,,,,,,,,,,
Saint-Bressou,124,59,22370,,,,,,,,,,
Saint-Caprais,,,,,,,,,,,,,
Saint-Céré,3301,1804,20850,11870,36960,3.1,17,45,57.9,49.1,40.5,6.2,-14.5
Les Pechs du Vers,285,152,21100,,,,,,,,,,
Saint-Chamarand,194,93,22180,,,,,,,,,,
Saint-Chels,139,75,21120,,,,,,,,,,
Saint-Cirgues,328,170,19610,,,,,,,,,,
Saint-Cirq-Lapopie,180,101,17360,,,,,,,,,,
Saint-Cirq-Madelon,133,65,21120,,,,,,,,,,
Saint-Cirq-Souillaguet,149,77,22340,,,,,,,,,,
Saint-Clair,128,69,20770,,,,,,,,,,
Sainte-Colombe,233,105,20150,,,,,,,,,,
Lendou-en-Quercy,573,284,20550,,,,,,,,,,
Barguelonne-en-Quercy,662,318,21240,,,,,,,,,,
Saint-Denis-Catus,183,84,21330,,,,,,,,,,
Saint-Denis-lès-Martel,308,155,20640,,,,,,,,,,
Saint-Félix,490,197,22730,,,,,,,,,,
Saint-Germain-du-Bel-Air,528,272,21780,,,,,,,,,,
Saint Géry-Vers,870,424,21940,,,,,,,,,,
Saint-Hilaire,,,,,,,,,,,,,
Saint-Jean-de-Laur,250,122,23140,,,,,,,,,,
Saint-Jean-Lespinasse,414,185,26050,,,,,,,,,,
Saint-Jean-Mirabel,238,100,23440,,,,,,,,,,
Saint-Laurent-les-Tours,916,429,25000,,,,,,,,,,
Saint-Martin-Labouval,175,81,19290,,,,,,,,,,
Saint-Martin-le-Redon,155,84,19980,,,,,,,,,,
Saint-Maurice-en-Quercy,213,103,21090,,,,,,,,,,
Saint-Médard,158,77,22950,,,,,,,,,,
Saint-Médard-de-Presque,183,92,24570,,,,,,,,,,
Saint-Médard-Nicourby,,,,,,,,,,,,,
Saint-Michel-de-Bannières,340,150,20580,,,,,,,,,,
Saint-Michel-Loubéjou,359,168,22930,,,,,,,,,,
Saint-Paul-de-Vern,174,78,20700,,,,,,,,,,
Saint-Perdoux,199,97,20490,,,,,,,,,,
Saint-Pierre-Toirac,151,76,23300,,,,,,,,,,
Saint-Projet,338,166,22080,,,,,,,,,,
Saint-Simon,171,79,23450,,,,,,,,,,
Saint-Sozy,455,247,21990,,,,,,,,,,
Saint-Sulpice,124,59,17520,,,,,,,,,,
Saint-Vincent-du-Pendit,225,99,23380,,,,,,,,,,
Saint-Vincent-Rive-d'Olt,390,193,22790,,,,,,,,,,
Salviac,1085,546,20290,,,,,,,,,,
Sauliac-sur-Célé,113,63,18000,,,,,,,,,,
Sauzet,486,230,21520,,,,,,,,,,
Sénaillac-Latronquière,131,58,19340,,,,,,,,,,
Sénaillac-Lauzès,124,65,19940,,,,,,,,,,
Séniergues,125,58,21990,,,,,,,,,,
Sérignac,287,136,21360,,,,,,,,,,
Sonac,,,,,,,,,,,,,
Soturac,570,263,21310,,,,,,,,,,
Soucirac,87,50,19140,,,,,,,,,,
Souillac,2819,1656,19500,10900,33750,3.1,22,39,48.6,39.6,48.2,7.1,-12.5
Soulomès,115,53,21000,,,,,,,,,,
Sousceyrac-en-Quercy,1224,625,19250,,,,,,,,,,
Strenquels,233,113,21730,,,,,,,,,,
Tauriac,446,199,22120,,,,,,,,,,
Terrou,158,77,21950,,,,,,,,,,
Teyssieu,158,84,19390,,,,,,,,,,
Thédirac,277,135,20240,,,,,,,,,,
Thégra,441,219,20400,,,,,,,,,,
Thémines,240,116,20970,,,,,,,,,,
Théminettes,169,75,21440,,,,,,,,,,
Tour-de-Faure,310,147,22890,,,,,,,,,,
Touzac,329,153,20040,,,,,,,,,,
Trespoux-Rassiels,829,348,23320,,,,,,,,,,
Ussel,,,,,,,,,,,,,
Uzech,186,100,20070,,,,,,,,,,
Varaire,322,157,18300,,,,,,,,,,
Vaylats,279,128,19870,,,,,,,,,,
Vayrac,1067,589,22160,,,,,,,,,,
Viazac,320,146,21280,,,,,,,,,,
Vidaillac,165,78,18640,,,,,,,,,,
Le Vigan-en-Quercy,1428,689,21780,,,,,,,,,,
Villesèque,356,177,23880,,,,,,,,,,
Vire-sur-Lot,328,154,24280,,,,,,,,,,
Mayrac,252,116,21220,,,,,,,,,,
Bessonies,,,,,,,,,,,,,
Saint-Jean-Lagineste,363,157,24940,,,,,,,,,,
Saint-Pierre-Lafeuille,326,151,22700,,,,,,,,,,
Agen,27889,15608,19160,9990,35700,3.6,27,42,67.4,58.7,28.3,10.5,-14.7
Agmé,106,51,23220,,,,,,,,,,
Agnac,385,193,21890,,,,,,,,,,
Aiguillon,3999,1761,18170,10350,31660,3.1,25,33,63.3,51.6,32.7,9.2,-13.2
Allemans-du-Dropt,482,246,20650,,,,,,,,,,
Allez-et-Cazeneuve,583,246,23160,,,,,,,,,,
Allons,163,81,20750,,,,,,,,,,
Ambrus,,,,,,,,,,,,,
Andiran,233,101,21820,,,,,,,,,,
Antagnac,164,78,21310,,,,,,,,,,
Anthé,188,82,21270,,,,,,,,,,
Anzex,300,130,22260,,,,,,,,,,
Argenton,303,137,23140,,,,,,,,,,
Armillac,185,76,17910,,,,,,,,,,
Astaffort,1810,853,20820,,,,,,,,,,
Aubiac,1135,444,26050,,,,,,,,,,
Auradou,359,152,21130,,,,,,,,,,
Auriac-sur-Dropt,167,76,22190,,,,,,,,,,
Bajamont,944,405,25330,,,,,,,,,,
Baleyssagues,174,79,20220,,,,,,,,,,
Barbaste,1390,668,21080,,,,,,,,,,
Bazens,407,192,21390,,,,,,,,,,
Beaugas,295,133,22180,,,,,,,,,,
Beaupuy,1760,732,23380,,,,,,,,,,
Beauville,461,231,19760,,,,,,,,,,
Beauziac,225,105,23150,,,,,,,,,,
Bias,2916,1330,21040,11560,34050,2.9,17,45,56.7,48.7,42.7,5.5,-13.2
Birac-sur-Trec,782,341,22890,,,,,,,,,,
Blanquefort-sur-Briolance,476,223,20160,,,,,,,,,,
Blaymont,182,83,21000,,,,,,,,,,
Boé,5214,2292,22470,12900,37300,2.9,13,51,68.2,61.6,31.7,5.3,-15.3
Bon-Encontre,6173,2756,23390,13700,39420,2.9,11,55,68.7,60.5,34,4.6,-15.9
Boudy-de-Beauregard,338,152,20490,,,,,,,,,,
Bouglon,513,232,20930,,,,,,,,,,
Bourgougnague,232,108,21180,,,,,,,,,,
Bourlens,353,161,20270,,,,,,,,,,
Bournel,216,103,19310,,,,,,,,,,
Bourran,569,256,21570,,,,,,,,,,
Boussès,,,,,,,,,,,,,
Brax,2028,840,24480,15610,39200,2.5,,59,73.3,64.7,32.6,3.6,-15.2
Bruch,684,285,21500,,,,,,,,,,
Brugnac,159,67,23230,,,,,,,,,,
Buzet-sur-Baïse,1071,502,19840,,,,,,,,,,
Cahuzac,312,150,22610,,,,,,,,,,
Calignac,446,193,23010,,,,,,,,,,
Calonges,533,232,20930,,,,,,,,,,
Cambes,159,72,21340,,,,,,,,,,
Cancon,1166,574,19440,,,,,,,,,,
Casseneuil,2188,1014,19460,11520,32700,2.8,20,39,61.9,54.7,35.2,7.3,-12.7
Cassignas,123,53,22390,,,,,,,,,,
Castelculier,2187,972,23470,14260,35940,2.5,9,56,67.5,61.6,33.4,4.3,-14.6
Casteljaloux,4154,2300,20380,11530,33820,2.9,19,40,50.2,43.3,45.9,6,-12.2
Castella,366,148,23250,,,,,,,,,,
Castelmoron-sur-Lot,1418,684,19800,,,,,,,,,,
Castelnaud-de-Gratecambe,428,225,21500,,,,,,,,,,
Castelnau-sur-Gupie,900,382,25230,,,,,,,,,,
