region_name,num_persons_fiscal_households,num_households,median_living_standard_eur,d1_living_standard_eur,d9_living_standard_eur,interdecile_ratio_d9_d1,poverty_rate_pct_60med,share_taxed_households_pct,share_activity_income_pct,share_wages_pct,share_pensions_pct,share_social_benefits_pct,share_direct_taxes_pct
Castillonnès,1126,574,19650,,,,,,,,,,
Caubeyres,211,87,21570,,,,,,,,,,
Caubon-Saint-Sauveur,249,111,20340,,,,,,,,,,
Caudecoste,1018,440,22250,,,,,,,,,,
Caumont-sur-Garonne,731,293,20750,,,,,,,,,,
Cauzac,385,166,22830,,,,,,,,,,
Cavarc,154,73,19660,,,,,,,,,,
Cazideroque,226,99,19320,,,,,,,,,,
Clairac,2273,1058,20610,11540,36000,3.1,18,39,64.3,56.4,33.4,6.1,-13.4
Clermont-Dessous,722,305,21310,,,,,,,,,,
Clermont-Soubiran,350,148,21060,,,,,,,,,,
Cocumont,1085,497,20580,,,,,,,,,,
Colayrac-Saint-Cirq,2920,1234,21960,12320,37260,3,14,51,67.4,58.3,32.5,5.9,-14.7
Condezaygues,768,366,20390,,,,,,,,,,
Coulx,198,94,19810,,,,,,,,,,
Courbiac,,,,,,,,,,,,,
Cours,179,80,23100,,,,,,,,,,
Couthures-sur-Garonne,283,153,18850,,,,,,,,,,
La Croix-Blanche,1009,414,25250,,,,,,,,,,
Cuq,234,107,23350,,,,,,,,,,
Cuzorn,774,368,19710,,,,,,,,,,
Damazan,1088,552,20400,,,,,,,,,,
Dausse,477,209,21180,,,,,,,,,,
Dévillac,146,70,20380,,,,,,,,,,
Dolmayrac,692,291,22200,,,,,,,,,,
Dondas,180,86,23600,,,,,,,,,,
Doudrac,,,,,,,,,,,,,
Douzains,240,110,20510,,,,,,,,,,
Durance,235,121,20100,,,,,,,,,,
Duras,1083,586,20170,,,,,,,,,,
Engayrac,122,58,20430,,,,,,,,,,
Escassefort,634,304,21340,,,,,,,,,,
Esclottes,135,68,21950,,,,,,,,,,
Espiens,323,142,21760,,,,,,,,,,
Estillac,2275,969,23300,14040,36300,2.6,10,59,73.7,67.7,27.7,4.1,-14.8
Fals,378,150,26160,,,,,,,,,,
Fargues-sur-Ourbise,286,149,23730,,,,,,,,,,
Fauguerolles,715,299,19730,,,,,,,,,,
Fauillet,780,348,21030,,,,,,,,,,
Ferrensac,187,84,22260,,,,,,,,,,
Feugarolles,855,352,19750,,,,,,,,,,
Fieux,303,127,23360,,,,,,,,,,
Fongrave,596,244,20120,,,,,,,,,,
Foulayronnes,5293,2346,25560,14120,41890,3,9,59,68.4,60.8,33.4,3.9,-17.8
Fourques-sur-Garonne,1164,530,24080,,,,,,,,,,
Francescas,584,277,20870,,,,,,,,,,
Fréchou,198,99,21600,,,,,,,,,,
Frégimont,241,107,22190,,,,,,,,,,
Frespech,279,122,22240,,,,,,,,,,
Fumel,4210,2151,18460,10610,30200,2.8,26,31,47.9,41.7,45.9,9.6,-10.7
Galapian,289,131,20530,,,,,,,,,,
Gaujac,223,102,19670,,,,,,,,,,
Gavaudun,258,128,18840,,,,,,,,,,
Gontaud-de-Nogaret,1550,707,21250,,,,,,,,,,
Granges-sur-Lot,554,258,19750,,,,,,,,,,
Grateloup-Saint-Gayrand,408,182,20910,,,,,,,,,,
Grayssas,118,56,24590,,,,,,,,,,
Grézet-Cavagnan,362,157,22090,,,,,,,,,,
Guérin,239,107,22740,,,,,,,,,,
Hautefage-la-Tour,929,397,23090,,,,,,,,,,
Hautesvignes,158,67,20460,,,,,,,,,,
Houeillès,509,278,19790,,,,,,,,,,
Jusix,106,42,19490,,,,,,,,,,
Labastide-Castel-Amouroux,280,135,20360,,,,,,,,,,
Labretonie,168,75,25070,,,,,,,,,,
Lacapelle-Biron,352,175,20090,,,,,,,,,,
Lacaussade,189,84,20250,,,,,,,,,,
Lacépède,271,121,24100,,,,,,,,,,
Lachapelle,,,,,,,,,,,,,
Lafitte-sur-Lot,740,319,18630,,,,,,,,,,
Lafox,995,458,23590,,,,,,,,,,
Lagarrigue,259,110,23600,,,,,,,,,,
Lagruère,334,140,19850,,,,,,,,,,
Lagupie,653,279,24110,,,,,,,,,,
Lalandusse,199,89,22360,,,,,,,,,,
Lamontjoie,458,213,22540,,,,,,,,,,
Lannes,312,141,21820,,,,,,,,,,
Laparade,363,172,20520,,,,,,,,,,
Laperche,125,60,18520,,,,,,,,,,
Laplume,1212,535,24250,,,,,,,,,,
Laroque-Timbaut,1610,742,24010,,,,,,,,,,
Lasserre,,,,,,,,,,,,,
Laugnac,605,255,23310,,,,,,,,,,
Laussou,291,131,20600,,,,,,,,,,
Lauzun,626,321,19850,,,,,,,,,,
Lavardac,2066,992,20160,11080,32560,2.9,22,39,56.1,48.6,42.8,6.7,-12.5
Lavergne,490,226,20570,,,,,,,,,,
Layrac,3504,1617,23000,13220,36850,2.8,11,53,70.7,62.5,32.5,5.1,-15.1
Lédat,1289,525,22530,,,,,,,,,,
Lévignac-de-Guyenne,570,299,21050,,,,,,,,,,
Leyritz-Moncassin,171,80,19050,,,,,,,,,,
Longueville,358,160,21240,,,,,,,,,,
Loubès-Bernac,345,173,19470,,,,,,,,,,
Lougratte,387,179,18970,,,,,,,,,,
Lusignan-Petit,325,134,24850,,,,,,,,,,
Madaillan,576,241,26260,,,,,,,,,,
Marcellus,803,348,21840,,,,,,,,,,
Marmande,16186,8375,19840,10610,33840,3.2,23,41,59.2,51.1,37.9,8.5,-13.6
Marmont-Pachas,161,61,22860,,,,,,,,,,
Le Mas-d'Agenais,1242,578,20820,,,,,,,,,,
Masquières,145,75,17660,,,,,,,,,,
Massels,,,,,,,,,,,,,
Massoulès,200,82,22460,,,,,,,,,,
Mauvezin-sur-Gupie,613,250,22190,,,,,,,,,,
Mazières-Naresse,101,49,19840,,,,,,,,,,
Meilhan-sur-Garonne,1072,523,20060,,,,,,,,,,
Mézin,1227,640,20110,,,,,,,,,,
Miramont-de-Guyenne,2790,1528,18350,10740,29470,2.7,24,29,45.8,39,47.5,9.8,-10.2
Moirax,1192,501,26840,,,,,,,,,,
Monbahus,564,265,19610,,,,,,,,,,
Monbalen,395,170,22590,,,,,,,,,,
Moncaut,613,236,25440,,,,,,,,,,
Monclar,761,375,20500,,,,,,,,,,
Moncrabeau,659,316,22920,,,,,,,,,,
Monflanquin,2170,1035,21290,11980,36180,3,16,44,58.2,48.6,40.1,4.4,-13.9
Montgaillard-en-Albret,145,72,21310,,,,,,,,,,
Monheurt,167,76,19000,,,,,,,,,,
Monségur,363,166,22200,,,,,,,,,,
Monsempron-Libos,1778,930,18910,,,,,,,,,,
Montagnac-sur-Auvignon,555,240,23760,,,,,,,,,,
Montagnac-sur-Lède,259,121,20900,,,,,,,,,,
Montastruc,213,105,18860,,,,,,,,,,
Montauriol,184,95,21200,,,,,,,,,,
Montaut,249,113,20360,,,,,,,,,,
Montayral,2461,1226,20300,12490,32130,2.6,15,40,47.4,42.1,50,5.5,-11.8
Montesquieu,676,295,22610,,,,,,,,,,
Monteton,268,121,20420,,,,,,,,,,
Montignac-de-Lauzun,238,117,17840,,,,,,,,,,
Montignac-Toupinerie,137,63,21800,,,,,,,,,,
Montpezat,496,230,20230,,,,,,,,,,
Montpouillan,726,313,22030,,,,,,,,,,
Monviel,,,,,,,,,,,,,
Moulinet,168,76,21210,,,,,,,,,,
Moustier,272,126,19820,,,,,,,,,,
Nérac,6331,3192,21200,11260,36480,3.2,19,44,58.2,48.6,40.6,6.2,-13.5
Nicole,231,95,18690,,,,,,,,,,
Nomdieu,227,96,23210,,,,,,,,,,
Pailloles,317,131,22450,,,,,,,,,,
Pardaillan,306,125,18460,,,,,,,,,,
Parranquet,106,53,20730,,,,,,,,,,
Le Passage,9053,4414,21940,12670,35560,2.8,14,50,67.8,60.4,35.1,5.9,-14.2
Paulhiac,246,116,21120,,,,,,,,,,
Penne-d'Agenais,2154,1065,20930,11370,35570,3.1,17,44,61,49.9,37.2,5.7,-14.2
Peyrière,275,126,20710,,,,,,,,,,
Pindères,185,96,22230,,,,,,,,,,
Pinel-Hauterive,473,221,21120,,,,,,,,,,
Pompiey,214,94,20900,,,,,,,,,,
Pompogne,144,66,20500,,,,,,,,,,
Pont-du-Casse,3920,1778,23530,13660,37990,2.8,11,54,63.4,57.7,39,4.5,-14.5
Port-Sainte-Marie,1601,689,19010,,,,,,,,,,
Poudenas,198,103,20090,,,,,,,,,,
Poussignac,283,124,22490,,,,,,,,,,
Prayssas,871,416,22830,,,,,,,,,,
Puch-d'Agenais,678,307,22500,,,,,,,,,,
Pujols,3617,1594,22470,12890,37430,2.9,12,51,56.4,49,36.5,4.1,-15.7
Puymiclan,647,266,21880,,,,,,,,,,
Puymirol,772,370,22820,,,,,,,,,,
Puysserampion,233,100,21920,,,,,,,,,,
Rayet,160,70,22290,,,,,,,,,,
Razimet,298,128,24060,,,,,,,,,,
Réaup-Lisse,574,261,21400,,,,,,,,,,
La Réunion,466,209,24170,,,,,,,,,,
Rives,183,94,18670,,,,,,,,,,
Romestaing,163,75,21430,,,,,,,,,,
Roquefort,2092,868,24400,15060,38770,2.6,,60,71.7,65,31.5,4.1,-15.4
Roumagne,472,238,21780,,,,,,,,,,
Ruffiac,153,69,26200,,,,,,,,,,
Saint-Antoine-de-Ficalba,670,299,22850,,,,,,,,,,
Saint-Astier,154,74,21390,,,,,,,,,,
Saint-Aubin,345,165,19700,,,,,,,,,,
Saint-Avit,149,75,22650,,,,,,,,,,
Saint-Barthélemy-d'Agenais,509,255,20350,,,,,,,,,,
Sainte-Bazeille,3049,1434,21140,12690,35220,2.8,14,45,63.1,53.6,34.8,5.8,-13.7
Saint-Caprais-de-Lerm,655,259,24370,,,,,,,,,,
Saint-Colomb-de-Lauzun,390,201,18850,,,,,,,,,,
Sainte-Colombe-de-Duras,,,,,,,,,,,,,
Sainte-Colombe-de-Villeneuve,469,199,25260,,,,,,,,,,
Sainte-Colombe-en-Bruilhois,1495,613,24610,,,,,,,,,,
Saint-Étienne-de-Fougères,745,316,20420,,,,,,,,,,
Saint-Étienne-de-Villeréal,244,118,21560,,,,,,,,,,
Saint-Eutrope-de-Born,610,284,20990,,,,,,,,,,
Saint-Front-sur-Lémance,455,228,18800,,,,,,,,,,
Sainte-Gemme-Martaillac,333,145,22390,,,,,,,,,,
Saint-Géraud,,,,,,,,,,,,,
Saint-Hilaire-de-Lusignan,1439,589,24070,,,,,,,,,,
Saint-Jean-de-Duras,251,109,18610,,,,,,,,,,
Saint-Jean-de-Thurac,515,214,23840,,,,,,,,,,
Saint-Laurent,389,179,21130,,,,,,,,,,
Saint-Léger,118,55,23100,,,,,,,,,,
Saint-Léon,282,129,23720,,,,,,,,,,
Sainte-Livrade-sur-Lot,5936,2697,18320,10030,31160,3.1,26,34,56.6,46.8,38.5,9.1,-11.9
Sainte-Marthe,596,245,23260,,,,,,,,,,
Saint-Martin-Curton,272,127,22190,,,,,,,,,,
Saint-Martin-de-Beauville,129,67,22690,,,,,,,,,,
Saint-Martin-de-Villeréal,,,,,,,,,,,,,
Saint-Martin-Petit,576,241,21950,,,,,,,,,,
Sainte-Maure-de-Peyriac,245,120,19190,,,,,,,,,,
Saint-Maurice-de-Lestapel,106,43,21610,,,,,,,,,,
Saint-Maurin,385,190,20410,,,,,,,,,,
Saint-Nicolas-de-la-Balerme,370,160,22890,,,,,,,,,,
Saint-Pardoux-du-Breuil,611,254,20710,,,,,,,,,,
Saint-Pardoux-Isaac,1099,570,20150,,,,,,,,,,
Saint-Pastour,356,161,19290,,,,,,,,,,
Saint-Pé-Saint-Simon,161,88,18950,,,,,,,,,,
Saint-Pierre-de-Buzet,249,118,22510,,,,,,,,,,
Saint-Pierre-de-Clairac,794,334,23580,,,,,,,,,,
Saint-Pierre-sur-Dropt,321,146,21030,,,,,,,,,,
Saint-Quentin-du-Dropt,171,83,22220,,,,,,,,,,
Saint-Robert,178,73,22930,,,,,,,,,,
Saint-Romain-le-Noble,399,179,24610,,,,,,,,,,
Saint-Salvy,191,80,20830,,,,,,,,,,
Saint-Sardos,284,126,22230,,,,,,,,,,
Saint-Sauveur-de-Meilhan,271,111,20480,,,,,,,,,,
Saint-Sernin,385,186,18580,,,,,,,,,,
Saint-Sixte,342,142,23570,,,,,,,,,,
Saint-Sylvestre-sur-Lot,2240,1090,21480,12610,35370,2.8,14,44,54.5,47.8,44.6,4.5,-12.1
Saint-Urcisse,224,94,23630,,,,,,,,,,
Saint-Vincent-de-Lamontjoie,214,89,22210,,,,,,,,,,
Saint-Vite,1085,489,18720,,,,,,,,,,
Salles,270,121,22120,,,,,,,,,,
Samazan,738,338,22470,,,,,,,,,,
Sauméjan,,,,,,,,,,,,,
Saumont,216,95,24450,,,,,,,,,,
Sauvagnas,444,195,24420,,,,,,,,,,
La Sauvetat-de-Savères,443,192,22630,,,,,,,,,,
La Sauvetat-du-Dropt,508,245,18920,,,,,,,,,,
La Sauvetat-sur-Lède,568,241,21830,,,,,,,,,,
Sauveterre-la-Lémance,468,256,19400,,,,,,,,,,
Sauveterre-Saint-Denis,359,163,21440,,,,,,,,,,
Savignac-de-Duras,192,93,21200,,,,,,,,,,
Savignac-sur-Leyze,292,131,22330,,,,,,,,,,
Ségalas,144,74,18370,,,,,,,,,,
Sembas,129,60,24130,,,,,,,,,,
Sénestis,205,83,19670,,,,,,,,,,
Sérignac-Péboudou,143,70,18250,,,,,,,,,,
Sérignac-sur-Garonne,1103,479,22320,,,,,,,,,,
Seyches,849,411,20260,,,,,,,,,,
Sos,549,297,17900,,,,,,,,,,
Soumensac,214,101,19480,,,,,,,,,,
Taillebourg,,,,,,,,,,,,,
Tayrac,360,149,22050,,,,,,,,,,
Le Temple-sur-Lot,956,430,21100,,,,,,,,,,
Thézac,170,84,19020,,,,,,,,,,
Thouars-sur-Garonne,202,84,21070,,,,,,,,,,
Tombebœuf,373,195,18550,,,,,,,,,,
Tonneins,8332,4126,18720,10640,31220,2.9,24,35,55,47.5,38.7,9.5,-11.9
Tourliac,129,61,16940,,,,,,,,,,
Tournon-d'Agenais,534,299,20450,,,,,,,,,,
Tourtrès,121,55,22580,,,,,,,,,,
Trémons,366,158,20630,,,,,,,,,,
Trentels,789,374,21960,,,,,,,,,,
Varès,590,271,21570,,,,,,,,,,
Verteuil-d'Agenais,402,193,20180,,,,,,,,,,
Vianne,895,461,19960,,,,,,,,,,
Villebramar,,,,,,,,,,,,,
Villefranche-du-Queyran,351,162,19590,,,,,,,,,,
Villeneuve-de-Duras,266,116,19630,,,,,,,,,,
Villeneuve-sur-Lot,21930,11144,19420,10560,33240,3.1,23,38,56.4,48.6,38.9,9.2,-13
Villeréal,1027,610,20950,,,,,,,,,,
Villeton,397,189,21530,,,,,,,,,,
Virazeil,1615,715,22370,,,,,,,,,,
Xaintrailles,373,169,22430,,,,,,,,,,
Saint-Georges,461,208,20880,,,,,,,,,,
Albaret-le-Comtal,141,73,18490,,,,,,,,,,
Albaret-Sainte-Marie,502,227,22580,,,,,,,,,,
Allenc,262,124,21640,,,,,,,,,,
Altier,210,102,18150,,,,,,,,,,
Antrenas,244,112,22590,,,,,,,,,,
Arzenc-d'Apcher,,,,,,,,,,,,,
Arzenc-de-Randon,186,90,19740,,,,,,,,,,
Peyre en Aubrac,2218,1060,21420,12140,35570,2.9,15,41,63.1,50.1,33.2,5,-12.7
Auroux,265,137,20290,,,,,,,,,,
Les Monts-Verts,310,145,19400,,,,,,,,,,
Badaroux,988,420,23720,,,,,,,,,,
Pied-de-Borne,182,98,19430,,,,,,,,,,
Balsièges,625,266,24700,,,,,,,,,,
Banassac-Canilhac,1095,514,22790,,,,,,,,,,
Barjac,814,338,22540,,,,,,,,,,
Barre-des-Cévennes,228,114,16750,,,,,,,,,,
Bassurels,,,,,,,,,,,,,
La Bastide-Puylaurent,162,78,18170,,,,,,,,,,
Les Bessons,406,178,21900,,,,,,,,,,
Blavignac,251,106,21220,,,,,,,,,,
Mont Lozère et Goulet,945,501,19740,,,,,,,,,,
Les Bondons,162,82,17830,,,,,,,,,,
Le Born,159,72,20150,,,,,,,,,,
Brenoux,388,156,22290,,,,,,,,,,
Brion,,,,,,,,,,,,,
Le Buisson,217,92,22000,,,,,,,,,,
La Canourgue,1887,869,21940,,,,,,,,,,
Cassagnas,111,58,20820,,,,,,,,,,
Chadenet,121,54,20690,,,,,,,,,,
Bel-Air-Val-d'Ance,418,209,20190,,,,,,,,,,
Chanac,1356,606,23000,,,,,,,,,,
Chastanier,,,,,,,,,,,,,
Chastel-Nouvel,924,362,25000,,,,,,,,,,
Châteauneuf-de-Randon,352,158,22440,,,,,,,,,,
Chauchailles,,,,,,,,,,,,,
Chaudeyrac,214,107,19800,,,,,,,,,,
Chaulhac,,,,,,,,,,,,,
Cheylard-l'Évêque,,,,,,,,,,,,,
Bédouès-Cocurès,473,235,21750,,,,,,,,,,
Le Collet-de-Dèze,576,301,19800,,,,,,,,,,
Cubières,192,97,18680,,,,,,,,,,
Cubiérettes,,,,,,,,,,,,,
Cultures,184,73,21750,,,,,,,,,,
Esclanèdes,422,171,22930,,,,,,,,,,
La Fage-Montivernoux,133,61,16750,,,,,,,,,,
La Fage-Saint-Julien,292,116,21040,,,,,,,,,,
Florac Trois Rivières,1970,976,21280,,,,,,,,,,
Fontans,220,103,19400,,,,,,,,,,
Fournels,310,162,19140,,,,,,,,,,
Fraissinet-de-Fourques,,,,,,,,,,,,,
Gabriac,,,,,,,,,,,,,
Gabrias,155,72,22470,,,,,,,,,,
Gatuzières,,,,,,,,,,,,,
Grandrieu,649,329,20240,,,,,,,,,,
Grandvals,,,,,,,,,,,,,
Grèzes,202,91,23070,,,,,,,,,,
Les Hermaux,110,53,20020,,,,,,,,,,
Hures-la-Parade,243,108,19850,,,,,,,,,,
Ispagnac,790,404,21250,,,,,,,,,,
Julianges,,,,,,,,,,,,,
Lajo,108,54,18810,,,,,,,,,,
Langogne,2510,1337,21170,11560,34450,3,17,43,59,49.9,38.5,5.9,-12.9
Lanuéjols,336,139,23020,,,,,,,,,,
Laubert,107,50,19880,,,,,,,,,,
Les Laubies,147,80,20270,,,,,,,,,,
Laval-du-Tarn,102,51,22310,,,,,,,,,,
Luc,194,97,16760,,,,,,,,,,
Prinsuéjols-Malbouzon,242,123,19770,,,,,,,,,,
La Malène,147,76,17570,,,,,,,,,,
Le Malzieu-Forain,510,227,22710,,,,,,,,,,
Le Malzieu-Ville,655,368,21370,,,,,,,,,,
Marchastel,,,,,,,,,,,,,
Marvejols,4211,2189,21730,12290,35390,2.9,15,48,59.1,50.7,38.1,7,-14.3
Massegros Causses Gorges,910,409,21490,,,,,,,,,,
Mende,11043,5479,22980,12900,37000,2.9,13,52,70,61.5,29.6,5.7,-15.6
Meyrueis,648,327,20080,,,,,,,,,,
Moissac-Vallée-Française,200,98,18430,,,,,,,,,,
Molezon,93,50,17240,,,,,,,,,,
Bourgs sur Colagne,1939,867,22590,,,,,,,,,,
Montbel,141,70,17110,,,,,,,,,,
Montrodat,1066,431,24070,,,,,,,,,,
Nasbinals,447,207,21180,,,,,,,,,,
Naussac-Fontanes,369,167,21500,,,,,,,,,,
Noalhac,,,,,,,,,,,,,
Palhers,153,68,23450,,,,,,,,,,
La Panouse,,,,,,,,,,,,,
Paulhac-en-Margeride,,,,,,,,,,,,,
Pelouse,200,92,22170,,,,,,,,,,
Pierrefiche,111,63,22170,,,,,,,,,,
Le Pompidou,180,91,19510,,,,,,,,,,
Pont de Montvert - Sud Mont Lozère,567,286,19680,,,,,,,,,,
Pourcharesses,125,56,23110,,,,,,,,,,
Prévenchères,221,110,20080,,,,,,,,,,
Prunières,234,101,22020,,,,,,,,,,
Recoules-d'Aubrac,136,69,19990,,,,,,,,,,
Recoules-de-Fumas,97,50,19710,,,,,,,,,,
Lachamp-Ribennes,355,154,20480,,,,,,,,,,
Monts-de-Randon,1230,561,20830,,,,,,,,,,
Rimeize,638,269,22170,,,,,,,,,,
Rocles,234,107,22630,,,,,,,,,,
Rousses,,,,,,,,,,,,,
Le Rozier,128,70,18370,,,,,,,,,,
Saint-Alban-sur-Limagnole,1268,636,22670,,,,,,,,,,
Saint-André-Capcèze,144,69,21410,,,,,,,,,,
Saint-André-de-Lancize,128,71,16960,,,,,,,,,,
Saint-Bauzile,571,246,23840,,,,,,,,,,
Saint-Bonnet-de-Chirac,,,,,,,,,,,,,
Saint Bonnet-Laval,160,85,20150,,,,,,,,,,
Saint-Chély-d'Apcher,3444,1833,22270,13000,36720,2.8,13,47,61.1,54,32.9,5.3,-14.1
Mas-Saint-Chély,118,67,18970,,,,,,,,,,
Sainte-Croix-Vallée-Française,268,143,16730,,,,,,,,,,
Saint-Denis-en-Margeride,164,85,17260,,,,,,,,,,
Gorges du Tarn Causses,849,429,20770,,,,,,,,,,
Saint-Étienne-du-Valdonnez,695,289,21220,,,,,,,,,,
Saint-Étienne-Vallée-Française,501,244,17190,,,,,,,,,,
Sainte-Eulalie,,,,,,,,,,,,,
Saint-Flour-de-Mercoire,198,71,22280,,,,,,,,,,
Saint-Frézal-d'Albuges,,,,,,,,,,,,,
Ventalon en Cévennes,224,108,15160,,,,,,,,,,
Saint-Gal,,,,,,,,,,,,,
Saint-Germain-de-Calberte,369,207,16030,,,,,,,,,,
Saint-Germain-du-Teil,717,336,20210,,,,,,,,,,
Sainte-Hélène,,,,,,,,,,,,,
Saint-Hilaire-de-Lavit,,,,,,,,,,,,,
Saint-Jean-la-Fouillouse,122,64,20840,,,,,,,,,,
Saint-Juéry,,,,,,,,,,,,,
Saint-Julien-des-Points,110,58,20850,,,,,,,,,,
Saint-Laurent-de-Muret,192,83,19390,,,,,,,,,,
Cans et Cévennes,289,136,19540,,,,,,,,,,
Saint-Laurent-de-Veyrès,,,,,,,,,,,,,
Saint-Léger-de-Peyre,189,86,19960,,,,,,,,,,
Saint-Léger-du-Malzieu,214,106,18250,,,,,,,,,,
Saint-Martin-de-Boubaux,179,91,16330,,,,,,,,,,
Saint-Martin-de-Lansuscle,140,70,14480,,,,,,,,,,
Saint-Michel-de-Dèze,219,112,19650,,,,,,,,,,
Saint-Paul-le-Froid,117,64,15470,,,,,,,,,,
Saint-Pierre-de-Nogaret,189,88,19340,,,,,,,,,,
Saint-Pierre-des-Tripiers,,,,,,,,,,,,,
Saint-Pierre-le-Vieux,325,135,20840,,,,,,,,,,
Saint-Privat-de-Vallongue,225,112,17500,,,,,,,,,,
Saint-Privat-du-Fau,113,62,19440,,,,,,,,,,
Saint-Saturnin,,,,,,,,,,,,,
Saint-Sauveur-de-Ginestoux,,,,,,,,,,,,,
Les Salelles,166,75,21640,,,,,,,,,,
Les Salces,,,,,,,,,,,,,
Serverette,231,108,20910,,,,,,,,,,
Termes,200,97,20860,,,,,,,,,,
La Tieule,,,,,,,,,,,,,
Trélans,,,,,,,,,,,,,
Vebron,206,104,18770,,,,,,,,,,
Vialas,364,215,18730,,,,,,,,,,
Villefort,516,286,20380,,,,,,,,,,
Allonnes,2891,1227,21190,12760,33890,2.7,14,42,71.1,60.3,30.7,5.6,-14.2
Tuffalun,1858,738,21770,,,,,,,,,,
Angers,130657,66797,21450,10800,40060,3.7,21,49,72.1,63.4,27.9,7.7,-16.4
Angrie,980,359,20990,,,,,,,,,,
Antoigné,464,199,21680,,,,,,,,,,
Armaillé,315,123,22210,,,,,,,,,,
Artannes-sur-Thouet,423,170,24130,,,,,,,,,,
Aubigné-sur-Layon,360,145,22340,,,,,,,,,,
Avrillé,14786,6805,25310,13840,42700,3.1,10,60,67.4,60.3,37.3,4.5,-16.9
Baracé,560,216,21530,,,,,,,,,,
Baugé-en-Anjou,10264,4634,21170,12920,33090,2.6,13,41,67,58.1,32.7,5.3,-13.1
Beaucouzé,5643,2326,25950,15490,40540,2.6,7,62,71.8,66.7,32.1,4.1,-15.9
Beaufort-en-Anjou,6387,2712,22280,14120,33050,2.3,9,47,72,64.9,29.7,5.1,-12.8
Beaulieu-sur-Layon,1335,554,24470,,,,,,,,,,
Beaupréau-en-Mauges,23375,9657,21990,14690,32970,2.2,8,43,74,66.9,26.3,5.1,-12.5
Bécon-les-Granits,2776,1111,23280,14890,35170,2.4,,52,76.7,70.1,24.8,4.2,-13.6
Bégrolles-en-Mauges,2088,801,23070,16360,32520,2,,51,81,76.3,21.7,4,-12.8
Béhuard,112,54,22000,,,,,,,,,,
Blaison-Saint-Sulpice,1401,571,25200,,,,,,,,,,
Blou,883,356,22520,,,,,,,,,,
Bouchemaine,6699,2713,28850,16920,52300,3.1,5,68,72.1,64.1,33.6,2.6,-20.8
Bouillé-Ménard,781,298,20060,,,,,,,,,,
Bourg-l'Évêque,250,109,19730,,,,,,,,,,
Brain-sur-Allonnes,1997,862,20940,,,,,,,,,,
La Breille-les-Pins,586,227,20730,,,,,,,,,,
Briollay,3172,1248,24950,16170,39850,2.5,,59,75.6,68.6,28.6,3.4,-16
Brissac Loire Aubance,11173,4426,23790,15200,38020,2.5,7,54,78,69.3,25.1,3.8,-14.5
Brossay,358,135,20760,,,,,,,,,,
Candé,2720,1248,20160,12370,31880,2.6,17,38,64.4,57.7,33.5,7,-11.7
Cantenay-Épinard,2419,948,26090,17020,41160,2.4,,64,75.2,66.7,30.2,2.9,-16.3
Carbay,270,102,22740,,,,,,,,,,
Cernusson,318,120,20760,,,,,,,,,,
Les Cerqueux,873,355,21170,,,,,,,,,,
Bellevigne-les-Châteaux,3479,1495,21480,13630,31920,2.3,11,48,65,58.8,37.3,4.8,-12.6
Challain-la-Potherie,833,342,20660,,,,,,,,,,
Chalonnes-sur-Loire,6650,2943,23340,14620,37060,2.5,8,48,72.1,64.4,29.4,4.5,-14.1
Chambellay,420,153,21610,,,,,,,,,,
Chenillé-Champteussé,279,128,21780,,,,,,,,,,
Champtocé-sur-Loire,1788,719,22970,,,,,,,,,,
Chanteloup-les-Bois,761,298,21220,,,,,,,,,,
La Chapelle-Saint-Laud,772,284,22520,,,,,,,,,,
Les Hauts-d'Anjou,8581,3571,21320,13440,32000,2.4,11,41,71.9,64.6,26.9,6.3,-12.5
Chaudefonds-sur-Layon,1007,396,22260,,,,,,,,,,
Terranjou,3731,1497,22820,14660,34920,2.4,8,48,78.8,69.2,22.2,4.4,-13.4
Chazé-sur-Argos,1102,419,22030,,,,,,,,,,
Cheffes,985,408,21980,,,,,,,,,,
Chemillé-en-Anjou,21220,8612,22060,14110,33280,2.4,9,44,75.7,67.6,24.2,5.4,-12.6
Cholet,52548,24545,21960,12590,37440,3,14,49,70.1,62.8,30.9,5.8,-15.1
Cizay-la-Madeleine,477,193,21910,,,,,,,,,,
Cléré-sur-Layon,347,145,18650,,,,,,,,,,
Cornillé-les-Caves,466,194,23750,,,,,,,,,,
Coron,1563,657,22360,,,,,,,,,,
Corzé,1970,746,23160,,,,,,,,,,
Le Coudray-Macouard,966,418,22400,,,,,,,,,,
Courchamps,541,216,22010,,,,,,,,,,
Courléon,143,68,20270,,,,,,,,,,
Denée,1515,609,24840,,,,,,,,,,
Dénezé-sous-Doué,464,189,21090,,,,,,,,,,
Distré,1796,718,23590,,,,,,,,,,
Doué-en-Anjou,10679,4724,21530,13270,33890,2.6,12,42,67.4,57.7,32.2,5.7,-12.8
Orée d'Anjou,16562,6762,22910,15090,34290,2.3,7,50,78.1,71.1,23.3,4.2,-13.5
Durtal,3223,1452,21240,12920,32900,2.5,13,41,70,62,30,5.6,-12.7
Écouflant,4639,1971,23410,14900,38320,2.6,8,56,70.8,64.4,31.5,4.1,-15.1
Écuillé,634,212,24470,,,,,,,,,,
Épieds,734,288,21250,,,,,,,,,,
Étriché,1446,575,22650,,,,,,,,,,
Feneu,2135,858,24520,16150,38140,2.4,,55,75.8,67.7,26.8,3.5,-15
