"geo","n_transactions","median_price_per_sqm","median_valeur_fonciere","median_surface_bati","median_pieces","appartement_share_pct"
"32079","8","1575.944737911418","142396.5","111","4","0"
"76196","18","2385.564378899603","232097.5","95.5","4.5","11.11111111111111"
"48169","3","750","45000","110","4","0"
"61423","4","1477.247807017544","138000","96","4","0"
"58102","12","993.421052631579","61030","71","3","0"
"21492","3","2256.63716814159","197000","97","4","0"
"84136","7","3115.41666666667","373650","105","4","0"
"66008","270","3390.1785714285716","145000","45","2","58.148148148148145"
"38124","18","2002.891288298265","142700","73.5","3","27.77777777777778"
"30292","5","2337.890625","260410","107","5","0"
"87181","13","738.461538461538","47000","65","4","7.6923076923076925"
"38012","19","2473.11827956989","224000","90","4","5.2631578947368425"
"60107","28","2117.1477079796264","228000","106","5","14.285714285714286"
"87110","13","1355.93220338983","120000","70","4","0"
"89130","10","933.9225589225589","73250","70.5","3","0"
"11429","38","2090.4411764705883","172500","85","4","18.42105263157895"
"54279","7","1833.33333333333","140900","91","4","0"
"28253","4","2365.81805019305","195350","130","4","0"
"37170","4","1774.9375","162750","85","3.5","0"
"86111","11","1158.53658536585","120000","95","4","0"
"73109","7","1492.53731343284","145000","75","5","0"
"59230","34","1145.1644835892803","94560","87","4.5","11.764705882352942"
"06117","7","4127.51677852349","529000","116","4","28.571428571428573"
"18108","27","1033.75","100000","89","4","0"
"78090","7","2773.66923076923","342000","130","4","0"
"60290","4","1848.1853906611188","176000","99.5","4","0"
"69078","3","3126","254500","100","3","33.333333333333336"
"25176","3","2494.28571428571","201450","100","4.5","33.333333333333336"
"11153","3","1153.84615384615","120000","104","4","0"
"62086","3","1489.36170212766","180000","119","5","0"
"60590","5","1875","191450","83","5","0"
"77128","10","3457.0968685981857","277500","81.5","3.5","10"
"63215","6","2998.020833333333","198175","87.5","3.5","0"
"64256","25","3872.60975609756","315000","86","4","44"
"35320","4","2049.645390070922","199400","94.5","3.5","0"
"22168","113","3692.30769230769","250000","81","4","41.5929203539823"
"21347","3","2768.42105263158","309000","97","4","33.333333333333336"
"42170","10","1985.8429858429859","236000","102.5","4.5","0"
"17369","27","8076.92307692308","470000","46","3","48.148148148148145"
"71481","7","2280","228900","92","3","0"
"63020","3","2343.71428571429","255000","92","4","0"
"36086","5","1352.94117647059","85000","85","2","0"
"18157","8","1509.8499061913694","146000","88","4","0"
"62313","7","1363.63636363636","120000","89","4","0"
"35350","5","1677.77272727273","195000","101","5","0"
"44179","23","2716.04938271605","242000","94","4","0"
"55490","7","589.74358974359","82000","100","4","14.285714285714286"
"91225","18","3915.075887967454","442500","123.5","5","5.555555555555555"
"53276","9","840.27397260274","80000","71","4","0"
"91511","18","2218.75","175000","78","3.5","33.333333333333336"
"61303","3","1658.53658536585","136000","82","5","0"
"18004","11","1263.63636363636","110000","96","5","0"
"29280","16","2647.5694444444443","226450","97.5","4.5","0"
"58072","6","1494.7150735294117","137000","83.5","4","0"
"62564","4","1516.0098522167489","183000","111","4","0"
"56213","6","1428.9529914529915","105000","79.5","3","0"
"28251","9","2077.77777777778","225150","91","5","0"
"66020","72","3556.992337164751","121740","33.5","2","66.66666666666667"
"05008","5","1527.77777777778","108000","67","3","0"
"14602","5","545.454545454545","20000","48","2","0"
"83001","21","5479.04191616766","484000","90","3","23.80952380952381"
"45036","3","1985.29411764706","135000","68","4","0"
"56027","3","1491.52542372881","139200","80","5","0"
"33004","20","1952.3809523809523","174000","67","3.5","45"
"71061","5","1736.84210526316","194000","114","5","0"
"31304","6","2841.330357142857","380600","130","3.5","0"
"44172","115","3307.69230769231","290000","92","4","24.347826086956523"
"80685","45","1275.51020408163","75000","76","4","17.77777777777778"
"31317","3","2464.64646464646","298430","155","5","0"
"51605","4","1555.7033328117664","116000","70","3.5","0"
"78562","6","4060","197500","42.5","2","33.333333333333336"
"44169","39","3285.71428571429","280000","83","4","5.128205128205129"
"31405","3","1691.17647058824","160000","120","5","0"
"78513","18","3694.2587881591116","334675","94.5","5","27.77777777777778"
"83152","20","9653.003273322422","1065000","107.5","5","25"
"60508","22","2449.2254733218588","244500","94.5","5","4.545454545454546"
"05004","43","2847.74193548387","101100","36","2","83.72093023255815"
"89277","3","569.620253164557","51000","90","3","0"
"48050","4","3259.112310063184","217000","71.5","3.5","0"
"27696","9","1905","190500","85","5","0"
"50168","24","2052.9281277728483","179000","82","4","0"
"02443","3","1604.02684563758","239000","99","5","0"
"66012","21","1889.78494623656","146000","80","3","23.80952380952381"
"31293","19","2535.29411764706","227000","83","4","15.789473684210526"
"61456","7","1511.36363636364","168000","77","4","0"
"63034","9","2248.06201550388","175000","91","4","11.11111111111111"
"56221","18","1655.821917808219","130815","96.5","4","0"
"28081","3","1926.82926829268","150000","82","5","0"
"71542","17","1120","65000","75","4","5.882352941176471"
"24366","3","2463.76811594203","170000","70","4","0"
"34006","3","2190.73684210526","208120","95","4","0"
"62309","5","1741.68674698795","138000","83","4","0"
"22237","19","1666.66666666667","165000","105","4","0"
"41199","5","1340.90909090909","70150","70","4","0"
"27394","3","2476.19047619048","156000","63","4","0"
"54043","7","2542.1875","248600","107","4","28.571428571428573"
"78230","4","2529.704991087344","298900","111.5","5.5","0"
"53009","6","1114.9068322981366","88840.48999999999","82","3","0"
"07011","4","2349.206349206349","195000","85","3","0"
"27606","3","3589.13043478261","170000","63","3","0"
"80318","22","1283.068783068783","99000","77","4","4.545454545454546"
"80296","5","1050","84000","80","5","0"
"89251","7","928.571428571429","113000","96","4","0"
"24498","16","1202.5263480392157","106560","81","4","0"
"87006","3","133.333333333333","6000","60","3","0"
"85082","19","1896.55172413793","137500","82","4","5.2631578947368425"
"30170","6","1282.5313611683205","101500","84","3.5","16.666666666666668"
"72296","8","1083.3333333333335","94000","94.5","4","0"
"19255","10","1261.085972850679","123826.5","85","4","10"
"62063","9","1081.96721311475","105000","89","4","0"
"11089","7","1150","89300","80","3","28.571428571428573"
"76223","4","2159.9335852513454","233450","124.5","5","0"
"35358","10","2963.4093219108463","238000","76","4","0"
"76655","47","2145.45454545455","146000","73","3","21.27659574468085"
"72224","7","1351.35135135135","127200","86","4","0"
"61075","15","957.534246575342","69900","75","4","0"
"14684","3","2421.59090909091","218400","120","5","0"
"82038","18","937.3823529411765","91650","92.5","4.5","16.666666666666668"
"72172","13","1447.61904761905","110000","83","4","7.6923076923076925"
"51326","6","2066.8227215980023","205235","97","4","0"
"60636","18","1767.4682395644281","146275","80","4","11.11111111111111"
"69269","3","2400","120000","50","3","0"
"74097","7","4760","515000","95","4","14.285714285714286"
"56223","13","1921.05263157895","170000","90","4.5","0"
"55427","16","1034.7712418300653","123000","89.5","5","6.25"
"34059","3","2196.9696969697","290000","132","5","0"
"29257","22","2849.4661266568482","269180","96.5","5","9.090909090909092"
"76719","5","1354.96183206107","175000","99","4","0"
"12268","3","716.666666666667","43000","60","3","0"
"77444","3","1367.85714285714","156000","126","3","0"
"16147","4","702.2809123649461","80000","85","2.5","0"
"41233","8","1487.082066869301","131250","76.5","3","0"
"83045","10","1509.7767857142858","105000","70","3","0"
"2B159","3","1179.27631578947","89625","76","3","33.333333333333336"
"37020","14","1682.6615831517793","189325","112.5","5","0"
"87141","6","1087.3209549071619","137950","87.5","4","0"
"24243","9","1179.06666666667","88430","75","3","0"
"01388","9","1777.77777777778","140000","94","4","0"
"76352","4","1972.0924514384067","177000","90","4","0"
"14277","22","2479.5068198615872","242600","100.5","5","0"
"01088","4","3555.1935483870966","267350","91","3.5","25"
"06050","6","3805.8035714285716","170000","48","2","0"
"76122","4","1793.7307692307693","201500","114.5","4.5","0"
"87014","17","893.939393939394","58000","75","4","11.764705882352942"
"01180","9","5031.55384615385","635000","91","4","22.22222222222222"
"38347","3","1119.40298507463","75000","67","4","33.333333333333336"
"47112","3","848.598130841121","90800","107","3","0"
"28095","3","2260.86956521739","208000","92","5","0"
"28123","6","1379.890560875513","118500","88.5","3.5","0"
"73040","7","3023.25581395349","225000","51","3","85.71428571428571"
"24371","6","1490.8424908424909","114500","65.5","2","16.666666666666668"
"49015","131","2922.07792207792","250000","84","4","35.87786259541985"
"05106","5","2767.53333333333","126000","38","3","40"
"52484","3","1596.9387755102","156500","98","4","0"
"59098","42","2451.4722119985277","229850","101","4","9.523809523809524"
"07309","19","1297.5","120000","66","3","42.10526315789474"
"28072","5","1680.23255813953","144500","91","4","0"
"85266","9","1588.23529411765","148000","94","5","0"
"62250","81","1612.90322580645","150000","86","5","2.4691358024691357"
"46131","3","1400","140000","100","3","0"
"15248","4","1202.9655172413793","112040","72.5","3","0"
"40254","4","1911.5913461538462","269552.5","124.5","4.5","0"
"41238","18","1176.9278033794162","59450","76.5","3","33.333333333333336"
"71162","6","1055.2442528735633","73000","80.5","3.5","0"
"74012","245","3384.61538461538","205000","64","3","95.91836734693878"
"26038","5","2477.77777777778","260600","90","5","0"
"13086","47","4890.90909090909","300000","59","3","42.5531914893617"
"26005","15","2433.33333333333","225000","95","4","13.333333333333334"
"84075","5","2236.84210526316","170000","74","3.5","20"
"79032","7","956.521739130435","100000","77","4","0"
"82073","9","1707.69230769231","198380","101","5","0"
"45327","21","2066.03773584906","198900","95","4","0"
"27181","4","1784.780578898226","151000","88.5","5","0"
"36018","64","788.7731481481482","54858.5","80","4","7.8125"
"02701","6","1120.9629186602872","131500","124","4","0"
"59522","17","3325.79185520362","495000","126","4","0"
"40001","65","1535.08771929825","134500","91","4","15.384615384615385"
"14630","6","2483.284681679177","303000","109","5","0"
"23024","3","1315.78947368421","125000","95","4","0"
"21275","4","1276.5652173913045","137000","115","4.5","0"
"66225","21","2713.13131313131","231550","86","4","4.761904761904762"
"63372","4","2433.0882057464337","238525","92.5","4","0"
"71076","376","1422.8060671722644","84125","66","3","79.7872340425532"
"37081","10","2065.0102110279104","217000","99","4","0"
"02638","4","1412.5","130000","80","3","0"
"78499","8","2989.276960784314","331500","108.5","5","0"
"62275","3","1015.625","130000","128","5","0"
"72319","6","1522.9653505237711","107500","72","3.5","0"
"40055","12","2280.462365591398","212500","100","4","0"
"12187","4","1412.2113837489942","89655","74.5","3.5","25"
"88114","22","1270.1612903225805","109750","89","4","18.181818181818183"
"2B148","48","3091.964285714286","199115","58.5","3","35.416666666666664"
"36158","11","585","54000","78","3","0"
"33081","24","2269.318181818182","122779.5","65.5","3","33.333333333333336"
"60493","3","1480","148000","100","5","0"
"74004","3","1209.67741935484","150000","77","4","0"
"80814","4","1114.4144144144143","99750","69.5","3","0"
"19028","30","670.0680272108843","63000","79.5","4","26.666666666666668"
"74118","17","4807.69230769231","255000","64","2","76.47058823529412"
"01348","19","2315.43624161074","201000","90","4","10.526315789473685"
"76330","5","2105.26315789474","170000","95","4","0"
"80160","6","2464.2144993590655","292000","118.5","4.5","0"
"76410","57","2000","132000","70","4","38.59649122807018"
"10060","24","2115.3846153846152","174500","80","3.5","20.833333333333332"
"30317","17","1782.95454545455","140000","88","3","5.882352941176471"
"76366","37","2009.70873786408","140800","70","4","2.7027027027027026"
"40122","6","2255.074891604257","266750","106.5","4.5","0"
"38314","65","3146.55172413793","210950","71","4","43.07692307692308"
"95052","76","3000","185500","61","3","50"
"72112","4","1254.969512195122","127150","81","3.5","0"
"72357","4","1597.1055088702146","120500","67.5","3","0"
"37243","21","2651.16279069767","200000","86","4","9.523809523809524"
"88451","18","790.1141432694831","73950","86","4","27.77777777777778"
"95445","6","2824.666666666667","245800","82","3.5","16.666666666666668"
"07155","3","2346.73366834171","257900","110","5","0"
"26065","5","3066.11111111111","355000","121","5","0"
"11181","7","1713.49206349206","80600","83","3","0"
"35042","3","1645.56962025316","130000","79","4","0"
"54486","3","833.333333333333","186000","121","4","0"
"03242","5","546.875","69900","129","7","0"
"21425","41","1206.89655172414","97000","72","4","29.26829268292683"
"35167","23","1527.77777777778","120000","88","4","4.3478260869565215"
"59017","249","1923.83333333333","142000","75","4","24.899598393574298"
"43074","5","1957.25806451613","215200","100","4","20"
"95500","173","3230.4347826087","185000","65","3","63.005780346820806"
"60670","36","2670.833333333333","236000","85.5","4","5.555555555555555"
"76320","4","1657.628390596745","110515","85","3.5","0"
"37033","6","1197.9166666666665","88950","78.5","4","0"
"43096","6","1389.051808406647","145000","115","5","0"
"27028","4","1272.4164724164725","119500","82","4","0"
"01331","3","1976.19047619048","193000","104","5","0"
"53176","3","898.4375","84500","115","4","0"
"27209","5","1973.68421052632","75000","48","2","0"
"87016","4","811.2568541017095","90000","106.5","4.5","0"
"77022","15","4257.14285714286","584220","111","5","20"
"85109","117","2313.69863013699","195000","88","4","6.837606837606837"
"60055","6","1515.7018206225353","151450","90","4.5","0"
"29031","51","3240","250000","97","4","17.647058823529413"
"07115","4","3106.09243697479","238100","75","3.5","0"
"54289","3","1548.41524822695","218326.55","141","6","0"
"56054","49","3798.07692307692","360000","96","4","10.204081632653061"
"80716","7","1594.46478873239","147000","91","4","0"
"40249","3","992.666666666667","134010","117","4","0"
"43261","3","1761.25","140900","86","4","0"
"78642","99","3772.91044776119","344000","88","4","35.35353535353536"
"54232","16","1953.735902255639","203500","112.5","4.5","6.25"
"70102","3","1000","130000","130","4","0"
"97221","29","2739.72602739726","275767.44","74","3","17.24137931034483"
"11340","8","1002.7678571428571","103775","125","4","0"
"58074","4","523.8914771170184","63500","87.5","3","0"
"82023","8","1578.2519379844962","159750","97.5","4","0"
"38080","9","2577.89473684211","244900","95","5","0"
"25526","12","1374.13660191181","76650","72.5","4","41.666666666666664"
"30251","5","1761.90476190476","185000","100","4","20"
"52008","7","973.684210526316","110000","88","4","14.285714285714286"
"54357","31","2080.35714285714","166400","76","4","38.70967741935484"
"01084","5","2575.75757575758","279000","135","4","0"
"27534","6","2204.4915254237285","209850","109.5","4","0"
"26315","3","1750","70000","315","8","0"
"60122","3","1046.15384615385","87370.07","65","3","0"
"69107","10","1524.5597775718259","160000","84","3","30"
"05057","3","2504.54545454545","260000","88","4","33.333333333333336"
"38405","3","2908.33333333333","268880","105","4","0"
"86004","10","999.5669565217391","79500","72","3","0"
"41252","10","1577.922077922078","97450","74.5","3","0"
"31579","6","2411.361463064786","277550","92.5","4","0"
"38516","35","3468.07692307692","181360","51","2","80"
"10399","4","1295.062695924765","107500","80.5","4","0"
"01072","15","2500","239000","90","4","0"
"58166","3","625","40000","51","2.5","0"
"47025","7","1542.85714285714","144500","105","4","0"
"80598","5","1531.64556962025","190000","104","5","20"
"80639","12","2131.3873106060605","207795","94.5","4","0"
"27110","3","1025","130000","111","5","0"
"64409","4","1637.9310344827586","190000","116","5","0"
"47117","4","1918.8055689343769","259535.5","130.5","4.5","0"
"39498","7","2316.23931623932","242850","97","4","0"
"76155","5","1818.18181818182","150000","78","3","0"
"50405","4","1747.517523364486","159250","80.5","2.5","0"
"01281","25","5230.76923076923","497170","103","4","40"
"80182","66","2849.666358068651","134000","47","3","27.272727272727273"
"10238","3","3492.30769230769","181600","64","3","0"
"49301","181","1937.5","175000","93","4","0"
"01212","6","642.8571428571429","60500","88","3","0"
"59247","13","3320.45454545455","287000","93","5","0"
"50639","52","1532.3232323232323","117500","80","4","7.6923076923076925"
"22255","8","1736.111111111111","150250","93.5","4","0"
"2B143","40","2439.106789716546","90125","37.5","2","75"
"25082","5","1712.96296296296","153500","107","5","0"
"52332","13","363.636363636364","50000","110","4","15.384615384615385"
"11090","8","1848.5783949086701","195950","98","4","0"
"29047","12","1934.1825929752067","187500","110","5.5","0"
"12096","44","1417.1554252199414","90750","87.5","3.5","40.90909090909091"
"61494","16","1191.207627118644","125500","82","4.5","6.25"
"59323","5","1687.61904761905","177200","102","4","0"
"14202","3","5958.90410958904","870000","146","6","0"
"33383","3","847.222222222222","78000","100","3","0"
"74100","4","3331.6825396825398","305465","80","3.5","25"
"49329","14","2166.666666666667","195000","94","4","0"
"53113","3","875","77000","88","4","0"
"29195","55","2342.59259259259","207500","92","4","1.8181818181818181"
"52064","10","551.362683438155","41500","91.5","3.5","10"
"69003","15","4288.88888888889","469000","90","4","26.666666666666668"
"80632","16","2702.054794520548","179500","74","4","25"
"85131","12","1807.2332887700536","152500","82.5","4","0"
"64130","4","1769.1798941798943","140000","77","3.5","75"
"88165","10","1475.0774558046292","156250","97.5","5","0"
"82140","4","1210.3936239427455","135500","103","4","0"
"72283","4","879.7535211267606","52000","51.5","2","0"
"61007","19","1294.11764705882","110000","88","3","0"
"50200","4","1233.3333333333335","80500","59","2","25"
"37045","6","1375.9305210918114","145107","114.5","4","0"
"87187","54","1392.5576519916144","111500","83.5","4","18.51851851851852"
"14431","81","1918.60465116279","165000","81","4","2.4691358024691357"
"36034","21","1166.66666666667","65000","68","3","0"
"62443","32","1279.7120137545671","120850","90","4","9.375"
"40132","10","1961.5384615384614","200000","101.5","4","0"
"73155","17","4387.09677419355","408000","94","4","29.41176470588235"
"72154","98","1776.774595267746","162500","90.5","4","11.224489795918368"
"64067","10","2095.3007518796994","223960","111.5","5","10"
"44150","18","2769.8630136986303","251500","103","4","0"
"59330","17","2580.4347826087","317550","109","5","0"
"37141","3","2477.83333333333","178404","72","4","0"
"45100","4","3252.6595744680853","290250","122","4.5","0"
"60404","7","2361.11111111111","230000","86","4","0"
"46003","4","1709.5985401459855","121000","73.5","3.5","0"
"77359","10","3162.9738058551616","271190","93.5","5","30"
"79270","75","1345.31724137931","111700","90","4","6.666666666666667"
"61240","3","1474.35897435897","105000","78","4","0"
"86174","36","1568.2773109243699","143500","91.5","4","0"
"27440","3","2873.5632183908","343975","87","4","0"
"30257","10","2860.7017543859647","211915","75.5","3","20"
"03038","5","1337.66233766234","103000","108","4","0"
"08275","6","1038.7626262626263","91200","96.5","3.5","0"
"29233","121","2046.51162790698","168000","84","4","29.75206611570248"
"08367","24","1448.8308533252352","113500","79.5","4","4.166666666666667"
"34189","31","1513.88888888889","125000","79","4","6.451612903225806"
"30222","4","3785.132867132867","361780","120","3.5","0"
"92049","325","7101.96078431373","325000","49","2","94.46153846153847"
"24571","12","1310.0024975024976","147100","132.5","4","16.666666666666668"
"76071","4","2176.6260162601625","174150","81.5","5","0"
"63330","5","2263.15789473684","176500","57","4","0"
"60127","3","2008.06451612903","194950","93","3","0"
"52037","3","808.602150537634","80000","93","4","0"
"77273","6","3427.927927927928","306500","93","4","0"
"60507","4","1195.93804792519","134000","99","3.5","0"
"30073","11","3162.89118644068","295400","113","4","9.090909090909092"
"38150","38","3725.041806020067","288500","79.5","4","47.36842105263158"
"72323","3","1629.21348314607","145000","80","3","0"
"54054","9","1467.64705882353","181000","108","4","0"
"56080","18","1460.079977937121","108332.5","85.5","3.5","5.555555555555555"
"69159","11","3142.79661016949","292810","101","4","27.272727272727273"
"69282","183","3650.79365079365","279000","77","4","42.622950819672134"
"33108","38","1280.7692307692307","128235","81.5","4","26.31578947368421"
"61457","3","2469.87951807229","205000","77","3","0"
"56140","27","1827.95698924731","168000","90","4","7.407407407407407"
"44041","51","2727.84810126582","245000","93","4","0"
"21542","3","2397.95918367347","235000","98","5","0"
"03168","3","200","25000","125","2","0"
"48132","13","1587.71929824561","120000","75","3","0"
"27524","6","1572.1067277786874","207750","140.5","5.5","0"
"71231","5","1637.84810126582","111000","75","3","20"
"45018","5","866.336633663366","100000","145","4","0"
"63364","3","1827.27272727273","201000","110","4","0"
"21230","3","2298.56115107914","270750","139","6","0"
"01058","7","2100","210000","106","4","14.285714285714286"
"28110","30","2661.646969119329","186600","80","4","36.666666666666664"
"81088","3","2088","208800","100","4","0"
"45137","4","1468.3872331691298","165660","104","4","0"
"27417","6","2195.9630036630037","171750","90","4","0"
"05001","18","2633.213068181818","111637.5","47.5","2","94.44444444444444"
"59398","25","3810.52631578947","524000","144","5","8"
"02368","3","2670.73170731707","320000","128","5","0"
"33319","4","1478.7581699346406","109841.5","84","3.5","0"
"50539","11","1670.51282051282","150000","88","3","0"
"54066","4","1931.391369047619","236477.5","135","4.5","0"
"69244","142","4316.462736373749","232000","61","3","87.32394366197182"
"42006","6","1564.9147727272727","160000","108","4","0"
"07161","7","2032.875","108310","80","3","28.571428571428573"
"88351","19","1081.39534883721","49000","57","3","68.42105263157895"
"27347","7","1777.77777777778","165000","103","4","0"
"70162","4","1684.786335007574","188525","112","5","0"
"84052","8","2848.9132706374085","312000","107","4","0"
"03271","5","1700","141000","86","4","0"
"22325","53","3703.7037037037","270000","53","3","33.9622641509434"
"60029","17","2164.63414634146","214748.5","90","4","0"
"01375","3","2333.33333333333","325000","179","4","0"
"02259","4","1831.578947368421","162000","87","4","0"
"80774","4","1443.5668156979632","166000","103","4","0"
"07071","8","1411.0897435897436","124400","80","3.5","37.5"
"95088","6","3672.5309876049578","240000","61","3","83.33333333333333"
"02028","17","1584.09090909091","139400","93","5","0"
"28385","4","1763.5319314641745","154250","78.5","3.5","0"
"80063","3","2000","140000","70","4","0"
"59332","23","1718.45070422535","123500","69","3","60.869565217391305"
"41068","6","1424.3881118881118","104575","92.5","3","0"
"73207","3","2999.18032786885","351500","73","4","0"
"83151","8","2222.183673469388","111287","60","3","25"
"44213","41","1885.24590163934","165000","92","4","2.4390243902439024"
"76481","28","3251.183712121212","352050","117.5","5","0"
"53005","14","1306.020066889632","105000","75.5","4","0"
"54198","4","1522.7477904040404","216350","140","5","0"
"61074","4","1788.6996904024768","101500","72","4","0"
"74131","14","3237.9032258064517","252650","92.5","4","35.714285714285715"
"72024","23","2012.98701298701","184000","95","5","0"
"89468","6","888.5508849557523","110750","79","4","0"
"2A247","121","6205.12820512821","350000","72","3","48.760330578512395"
"07156","7","2288.88888888889","145000","60","2","28.571428571428573"
"09074","4","902.0202020202021","54250","65.5","2","0"
"58304","14","894.9175824175824","67000","75","3","7.142857142857143"
"54184","68","2028.637566137566","166300","75.5","3","48.529411764705884"
"71149","15","782.258064516129","93000","95","3","0"
"33021","7","1479.45205479452","140000","106","5","0"
"27612","5","2113.63636363636","232500","97","4","0"
"69036","3","2755.10204081633","270000","88","4","0"
"51346","8","1748.3783783783783","186000","139.5","5","12.5"
"90053","18","1656.6531042796864","146775","84","4","27.77777777777778"
"89369","5","1350","138000","107","4","0"
"42136","3","1062.5","133000","110","4","0"
"02484","3","1858.97435897436","165400","92","4","0"
"39344","3","2326.92307692308","260000","106","4","0"
"38377","36","2253.34178187404","200250","83","4.5","16.666666666666668"
"24345","4","2250.516883116883","135500","62.5","2","0"
"07086","3","2205.88235294118","150000","68","2","0"
"13028","420","5250.766103814884","252500","52","3","76.19047619047619"
"01024","21","2393.6170212766","235000","93","4","14.285714285714286"
"62906","8","1772.0626803042223","194500","123","5","0"
"44189","15","2121.4953271028","220000","100","4","0"
"77386","4","1618.4615384615386","198000","135","4.5","0"
"55014","4","652.4593848327233","79250","122.5","3","0"
"46227","3","1578.94736842105","150000","95","4","0"
"02089","5","1891.77215189873","170000","99","5","0"
"37028","6","784.5052979221136","83500","76","3","0"
"04220","6","2617.290280857354","243350","63","3","33.333333333333336"
"64289","4","3635.3494565217393","312741","99","5","0"
"31230","44","2820.6644144144148","233961","80","4","2.272727272727273"
"26178","7","2825.39682539683","265000","95","4","0"
"02600","3","967.741935483871","60000","69","3","0"
"22212","10","1309.6863636363637","127565.5","115","4","0"
"45274","51","2473.95833333333","243200","101","5","0"
"34061","7","1645.56962025316","130000","80","4","14.285714285714286"
"30324","7","2602.40963855422","205000","80","3","14.285714285714286"
"47169","3","1619.34782608696","186225","115","4","0"
"43073","3","1071.42857142857","65000","70","4","0"
"50256","30","1225.0904882154882","111082.5","79","3","0"
"43141","9","1515.15151515152","105000","81","4","11.11111111111111"
"70227","6","795.4545454545455","58875","70","4","16.666666666666668"
"85020","30","1785.7142857142858","189000","99.5","4","0"
"82195","3","2156.86274509804","240000","113","4","0"
"32307","12","1768.248746867168","171500","94.5","4","0"
"47206","4","1935.8947368421052","188050","100","4","0"
"22387","10","1722.4228855721394","129275","63.5","3","0"
"88312","3","1479.11392405063","116850","90","5","0"
"01118","9","3188.07339449541","300000","109","4","0"
"45173","28","1807.8502415458938","148500","85","4","21.428571428571427"
"35006","41","2136.36363636364","200000","92","4","14.634146341463415"
"61092","4","1802.871712292002","155000","92","4","0"
"31277","5","2121.21212121212","280000","112","5","0"
"89313","3","1643.83561643836","67681.64","38","2","0"
"60218","7","2522.52252252252","276000","111","5","14.285714285714286"
"64335","58","2631.6208122777466","252445","103","4","17.24137931034483"
"18115","8","902.0893701387829","73000","79","4","0"
"89156","3","5479.16666666667","110000","24","3.5","33.333333333333336"
"80211","8","1547.0060331825039","92500","68.5","3.5","0"
"82125","41","2144.92753623188","201650","91","4","14.634146341463415"
"2A312","3","1428.57142857143","210000","40","4","66.66666666666667"
"54118","6","1445.2614379084966","159500","102.5","4","0"
"50506","3","1917.43119266055","182500","108","4","0"
"18087","23","972.222222222222","65000","68","3","8.695652173913043"
"46058","5","1636.36363636364","160000","97","3","0"
"40294","15","2891.48760330579","281805","95","4","0"
"86266","3","1427.88383838384","172780","113","6","0"
"14427","3","1021.05263157895","97000","95","3","0"
"21403","3","1057.14285714286","74000","70","4","0"
"46163","4","1290.4166666666667","81800","59.5","3","0"
"80779","10","2099.027409372237","168000","82.5","4","0"
"59114","11","2392.85714285714","204000","102","4","0"
"17413","10","3387.858676556705","331200","97","5","0"
"78586","304","4636.232673267326","316500","70","4","42.76315789473684"
"45001","3","1142.85714285714","80000","62","3","0"
"38565","64","2892.74217585693","219010","85","4","37.5"
"50181","3","1782.05128205128","211000","94","6","0"
"01095","3","2007.8125","128500","96","4","0"
"25255","3","3078.94736842105","227120","76","3","0"
"24010","8","2098.226238286479","188130","90","4","0"
"2A092","12","4476.111739130435","208225","48","2.5","58.333333333333336"
"85022","16","2491.638795986622","206250","88","3","0"
"59390","23","1398.9898989899","118000","86","4","4.3478260869565215"
"06035","6","3855.5128205128203","195100","49.5","2.5","66.66666666666667"
"71209","8","1574.9608763693273","143500","85","4","0"
"82017","12","1922.3116476637604","181750","90","4","8.333333333333334"
"89131","3","898.876404494382","80000","89","4","0"
"2B020","4","2903.4749034749034","140500","30.5","2","75"
"73129","17","2794.44444444444","180000","84","3","17.647058823529413"
"88270","18","884.5588235294117","70445","82.5","4","5.555555555555555"
"79157","8","1079.3289910286346","86000","93","4","0"
"60105","5","1841.54929577465","130750","85","3","0"
"27062","12","1909.38013136289","180000","94","4","0"
"74078","3","3210","321000","100","4","0"
"74056","188","9330.266666666666","326350","37","2","84.57446808510639"
"61036","6","1476.3981928649323","127500","83.5","3.5","0"
"29145","8","2306.443556443556","122250","95","5","12.5"
"69254","4","1755.7450980392155","127100","71.5","4","0"
"86103","13","1219.51219512195","110000","87","4","0"
"85188","4","793.3333333333334","77000","102.5","3.5","0"
"65389","6","1437.5","147500","107.5","3.5","0"
"83066","10","2282.851445663011","164500","74.5","3","10"
"43239","10","476.5822784810127","43245","85","4.5","10"
"79144","3","1061.36363636364","117000","131","5","0"
"64279","10","3650.793650793651","246500","90","3.5","30"
"82087","11","1944.44444444444","179000","95","4","0"
"22207","25","1807.22891566265","171146","100","4","0"
"10352","7","1847.32824427481","135000","88","4","28.571428571428573"
"62888","3","1621.62162162162","140000","103","3","0"
"38230","3","3427.08333333333","205400","60","3","66.66666666666667"
"38166","3","2030.67484662577","325000","83","4","0"
"74253","11","4081.81818181818","418600","102","5","0"
"42019","41","1362.5","115000","80","4","26.829268292682926"
"88313","9","1073.86075949367","87000","80","3","0"
"66055","11","1818.18181818182","139000","80","3","0"
"71051","3","1597.22222222222","106000","72","3","0"
"08162","4","1539.614499424626","141075","94.5","4","0"
"53213","6","897.4192149208416","63500","80","4","0"
"86118","3","1889.64601769911","70000","91","4","0"
"11261","14","1678.391472868217","135175","95.5","4","0"
"51230","190","1957.427536231884","127765","70","3","54.73684210526316"
"62842","48","1800.6046071742214","173100","88","4","8.333333333333334"
"18167","3","814.285714285714","57000","58","3","0"
