geo,employment_rate_per1000,total_dependency_ratio_per1000,old_age_dependency_ratio_per1000,youth_dependency_ratio_per1000,median_age_years,females_per1000_males,young_0_14_per1000,elderly_65plus_per1000,oldest_80plus_per1000
DE80N,464.85,692.0,488.0,204.0,51.5,1055.0,120.0,289.0,86.0
DE80O,407.93,687.0,465.0,222.0,51.7,1009.0,132.0,276.0,77.0
DE911,687.32,513.0,327.0,186.0,43.1,1021.0,123.0,216.0,76.0
DE912,556.73,622.0,371.0,251.0,44.7,992.0,155.0,229.0,74.0
DE913,1059.23,590.0,352.0,238.0,43.8,1001.0,150.0,222.0,79.0
DE914,344.54,611.0,359.0,253.0,46.4,1013.0,157.0,223.0,65.0
DE916,459.16,664.0,474.0,191.0,51.7,1029.0,114.0,285.0,95.0
DE917,348.66,628.0,403.0,225.0,48.5,1016.0,138.0,247.0,76.0
DE918,470.16,663.0,450.0,213.0,50.8,1025.0,128.0,271.0,85.0
DE91A,335.65,606.0,360.0,246.0,46.4,1016.0,153.0,224.0,71.0
DE91B,321.24,632.0,410.0,222.0,49.4,1020.0,136.0,251.0,82.0
DE91C,559.54,584.0,386.0,199.0,46.2,1033.0,125.0,244.0,78.0
DE922,482.96,614.0,384.0,230.0,47.8,1020.0,143.0,238.0,74.0
DE923,480.72,659.0,434.0,225.0,49.4,1055.0,136.0,262.0,88.0
DE925,466.71,603.0,390.0,213.0,47.6,1046.0,133.0,243.0,80.0
DE926,452.03,675.0,457.0,218.0,50.5,1007.0,130.0,273.0,87.0
DE927,481.8,610.0,382.0,229.0,47.7,1022.0,142.0,237.0,71.0
DE928,423.63,643.0,424.0,219.0,49.8,1044.0,133.0,258.0,88.0
DE929,606.43,554.0,340.0,214.0,44.4,1039.0,138.0,219.0,75.0
DE931,462.11,638.0,403.0,235.0,47.4,1048.0,144.0,246.0,77.0
DE932,392.48,673.0,446.0,227.0,50.4,1042.0,136.0,267.0,81.0
DE933,399.58,599.0,369.0,229.0,47.4,1013.0,143.0,231.0,78.0
DE934,437.57,734.0,519.0,215.0,53.3,1049.0,124.0,299.0,93.0
DE935,476.15,552.0,333.0,219.0,45.6,1060.0,141.0,215.0,66.0
DE936,365.31,650.0,410.0,240.0,49.3,1049.0,145.0,249.0,78.0
DE937,513.57,583.0,363.0,220.0,46.9,997.0,139.0,229.0,68.0
DE938,517.59,606.0,382.0,223.0,47.6,1017.0,139.0,238.0,76.0
DE939,450.08,599.0,363.0,236.0,46.0,1015.0,147.0,227.0,71.0
DE93A,466.12,647.0,435.0,212.0,50.4,1041.0,129.0,264.0,86.0
DE93B,499.32,633.0,385.0,248.0,46.7,1035.0,152.0,236.0,73.0
DE941,427.36,593.0,357.0,237.0,44.9,1030.0,149.0,224.0,73.0
DE942,829.92,570.0,349.0,221.0,44.9,1020.0,141.0,223.0,66.0
DE943,715.3,491.0,301.0,190.0,41.9,1069.0,127.0,202.0,63.0
DE944,809.59,467.0,284.0,183.0,40.3,1056.0,124.0,194.0,64.0
DE945,610.98,624.0,421.0,203.0,47.4,1000.0,125.0,259.0,89.0
DE946,521.61,636.0,403.0,233.0,48.1,1043.0,143.0,246.0,78.0
DE947,455.35,623.0,408.0,215.0,49.4,1034.0,133.0,251.0,68.0
DE948,577.65,538.0,281.0,257.0,41.5,967.0,167.0,183.0,49.0
DE949,611.62,562.0,325.0,237.0,44.3,970.0,152.0,208.0,58.0
DE94A,452.66,674.0,454.0,220.0,51.0,1057.0,131.0,271.0,89.0
DE94B,536.97,584.0,345.0,239.0,45.5,1000.0,151.0,218.0,65.0
DE94C,423.61,604.0,370.0,234.0,46.5,1029.0,146.0,231.0,64.0
DE94D,431.97,592.0,367.0,226.0,47.7,1023.0,142.0,230.0,71.0
DE94E,491.66,607.0,367.0,240.0,46.6,1025.0,150.0,228.0,71.0
DE94F,703.43,525.0,279.0,246.0,41.9,989.0,161.0,183.0,50.0
DE94G,465.68,620.0,401.0,218.0,49.0,1001.0,135.0,248.0,75.0
DE94H,436.52,667.0,449.0,218.0,50.7,1043.0,131.0,270.0,75.0
DEA11,916.66,473.0,280.0,194.0,42.0,1069.0,131.0,190.0,64.0
DEA12,472.44,550.0,317.0,234.0,43.1,1015.0,151.0,204.0,65.0
DEA13,599.43,567.0,344.0,223.0,43.7,1055.0,142.0,220.0,71.0
DEA14,554.42,566.0,349.0,217.0,45.6,1034.0,139.0,223.0,73.0
DEA15,535.9,561.0,339.0,222.0,44.2,1011.0,142.0,217.0,66.0
DEA16,473.47,616.0,387.0,229.0,46.7,1060.0,142.0,240.0,81.0
DEA17,459.73,590.0,363.0,227.0,45.7,1057.0,143.0,229.0,68.0
DEA18,551.76,572.0,351.0,222.0,45.7,1005.0,141.0,223.0,75.0
DEA19,460.44,571.0,351.0,221.0,46.0,1042.0,140.0,223.0,76.0
DEA1A,501.84,554.0,328.0,226.0,43.4,1026.0,145.0,211.0,70.0
DEA1B,485.74,558.0,343.0,215.0,45.5,1001.0,138.0,220.0,63.0
DEA1C,536.88,627.0,400.0,228.0,48.1,1062.0,140.0,246.0,86.0
DEA1D,479.25,600.0,368.0,232.0,46.8,1048.0,145.0,230.0,73.0
DEA1E,458.79,598.0,382.0,216.0,48.4,1042.0,135.0,239.0,73.0
DEA1F,448.06,632.0,408.0,223.0,48.7,1053.0,137.0,250.0,75.0
DEA22,795.91,486.0,284.0,202.0,41.1,1076.0,136.0,191.0,63.0
DEA23,746.58,455.0,263.0,193.0,41.3,1057.0,132.0,180.0,58.0
DEA24,515.71,559.0,337.0,222.0,44.9,1032.0,143.0,216.0,76.0
DEA26,469.62,587.0,358.0,229.0,45.6,1008.0,144.0,226.0,65.0
DEA27,433.96,583.0,351.0,232.0,45.6,1036.0,147.0,222.0,69.0
DEA28,434.36,597.0,372.0,225.0,47.2,1012.0,141.0,233.0,66.0
DEA29,431.85,588.0,362.0,226.0,46.6,1018.0,142.0,228.0,65.0
DEA2A,531.33,605.0,366.0,240.0,46.3,1029.0,149.0,228.0,70.0
DEA2B,404.44,620.0,393.0,227.0,48.6,1057.0,140.0,243.0,82.0
DEA2C,417.46,599.0,370.0,229.0,46.8,1034.0,143.0,231.0,73.0
DEA2D,551.49,518.0,322.0,195.0,42.5,977.0,129.0,212.0,66.0
DEA31,395.1,617.0,393.0,223.0,47.4,1057.0,138.0,243.0,72.0
DEA32,451.63,575.0,321.0,253.0,42.8,1021.0,161.0,204.0,61.0
DEA33,773.02,454.0,272.0,183.0,39.1,1090.0,126.0,187.0,62.0
DEA34,582.84,562.0,322.0,240.0,44.6,997.0,154.0,206.0,59.0
DEA35,478.97,611.0,375.0,236.0,47.1,1024.0,147.0,233.0,67.0
DEA36,414.05,617.0,389.0,229.0,47.3,1048.0,141.0,240.0,71.0
DEA37,516.22,570.0,337.0,233.0,45.4,1006.0,149.0,215.0,64.0
DEA38,503.89,598.0,364.0,234.0,46.5,1020.0,147.0,228.0,69.0
DEA41,662.48,529.0,311.0,218.0,42.2,1060.0,143.0,203.0,69.0
DEA42,643.89,563.0,331.0,232.0,45.2,1005.0,149.0,212.0,67.0
DEA43,507.99,602.0,373.0,228.0,46.8,1031.0,143.0,233.0,76.0
DEA44,461.73,628.0,405.0,223.0,48.4,1001.0,137.0,249.0,75.0
DEA45,471.99,634.0,390.0,244.0,46.5,1034.0,149.0,239.0,77.0
DEA46,561.06,610.0,373.0,237.0,46.2,1016.0,147.0,232.0,74.0
DEA47,556.53,544.0,317.0,227.0,43.0,997.0,147.0,205.0,60.0
DEA51,544.93,546.0,346.0,199.0,44.0,1032.0,129.0,224.0,71.0
DEA52,582.84,535.0,315.0,220.0,42.8,1026.0,143.0,205.0,65.0
DEA53,502.83,580.0,341.0,240.0,44.1,1031.0,152.0,215.0,70.0
DEA54,476.18,565.0,341.0,225.0,44.4,1019.0,144.0,218.0,67.0
DEA55,424.53,576.0,348.0,228.0,44.9,1040.0,144.0,221.0,70.0
DEA56,464.76,624.0,406.0,218.0,48.6,1066.0,134.0,250.0,80.0
DEA57,587.78,596.0,381.0,215.0,48.0,1003.0,135.0,239.0,74.0
DEA58,523.56,596.0,373.0,223.0,47.4,1027.0,140.0,234.0,75.0
DEA59,603.82,565.0,343.0,222.0,46.4,992.0,142.0,219.0,64.0
DEA5A,570.89,587.0,362.0,225.0,45.4,1007.0,142.0,228.0,69.0
DEA5B,516.71,588.0,367.0,220.0,47.1,1011.0,139.0,231.0,70.0
DEA5C,468.35,614.0,393.0,221.0,47.8,1048.0,137.0,243.0,74.0
DEB11,987.7,530.0,338.0,193.0,42.4,1019.0,126.0,221.0,76.0
DEB12,422.56,648.0,428.0,221.0,49.1,1026.0,134.0,259.0,84.0
DEB13,426.11,618.0,381.0,237.0,47.0,1015.0,146.0,236.0,69.0
DEB14,477.22,628.0,402.0,226.0,48.0,1038.0,139.0,247.0,73.0
DEB15,477.8,639.0,421.0,219.0,48.5,1026.0,133.0,257.0,74.0
DEB17,456.73,604.0,378.0,227.0,46.8,1023.0,141.0,235.0,68.0
DEB18,485.49,621.0,383.0,238.0,46.7,1022.0,147.0,236.0,71.0
DEB1A,420.94,626.0,401.0,225.0,48.2,1016.0,138.0,247.0,71.0
DEB1B,497.37,590.0,362.0,227.0,46.9,1015.0,143.0,228.0,65.0
DEB1C,511.54,633.0,424.0,209.0,50.3,999.0,128.0,259.0,78.0
DEB1D,551.62,619.0,393.0,226.0,48.0,1010.0,139.0,243.0,68.0
DEB21,696.12,473.0,289.0,185.0,40.8,1039.0,125.0,196.0,61.0
DEB22,517.17,617.0,397.0,220.0,48.4,1001.0,136.0,246.0,70.0
DEB23,408.28,579.0,349.0,230.0,46.1,988.0,146.0,221.0,60.0
DEB24,514.27,650.0,435.0,215.0,50.0,996.0,130.0,264.0,75.0
DEB25,336.25,584.0,358.0,226.0,46.8,1014.0,142.0,226.0,65.0
DEB31,522.83,624.0,386.0,238.0,45.5,1013.0,146.0,238.0,83.0
DEB32,728.66,519.0,327.0,192.0,42.2,983.0,126.0,215.0,68.0
DEB33,744.05,515.0,315.0,200.0,42.3,1073.0,132.0,208.0,63.0
DEB34,737.87,528.0,290.0,238.0,41.6,973.0,156.0,190.0,62.0
DEB35,752.22,438.0,259.0,179.0,38.7,1052.0,124.0,180.0,60.0
DEB36,511.49,661.0,430.0,231.0,48.4,1057.0,139.0,259.0,85.0
DEB37,651.87,635.0,417.0,218.0,47.5,1023.0,133.0,255.0,82.0
DEB38,825.27,609.0,399.0,210.0,47.8,1057.0,131.0,248.0,78.0
DEB39,542.04,554.0,325.0,229.0,43.5,993.0,147.0,209.0,61.0
DEB3A,657.65,625.0,405.0,220.0,46.7,1017.0,136.0,249.0,78.0
DEB3B,364.43,606.0,365.0,241.0,46.6,1016.0,150.0,227.0,59.0
DEB3C,366.2,651.0,431.0,221.0,50.4,1036.0,134.0,261.0,79.0
DEB3D,402.15,623.0,397.0,226.0,48.6,1020.0,139.0,244.0,66.0
DEB3E,466.16,578.0,347.0,231.0,45.7,1007.0,146.0,220.0,62.0
DEB3F,335.6,646.0,393.0,253.0,46.9,1035.0,154.0,239.0,67.0
DEB3G,280.06,659.0,436.0,223.0,50.0,1006.0,134.0,263.0,72.0
DEB3H,418.95,634.0,411.0,224.0,49.5,1033.0,137.0,251.0,72.0
DEB3I,285.33,646.0,399.0,246.0,47.8,1031.0,150.0,243.0,77.0
DEB3J,396.67,604.0,369.0,235.0,47.5,1031.0,147.0,230.0,66.0
DEB3K,253.22,677.0,464.0,214.0,51.9,1033.0,127.0,276.0,83.0
DEC01,643.02,590.0,382.0,208.0,45.5,1028.0,131.0,240.0,72.0
DEC02,419.53,599.0,397.0,202.0,48.8,1009.0,126.0,248.0,71.0
