geo_code,geo_name,immigrants_per1000,all_dwellings_per1000,freetime_residences_per1000,pct_aged_64plus,pct_aged_under15,pct_foreign_citizens,avg_age,dependency_ratio,births_per1000,deaths_per1000,urbanisation_pct,pct_one_person_households,pct_owner_occupied,pct_rental,pct_upper_secondary_plus,pct_tertiary,pct_no_post_basic_qual,pct_employed_of_pop,pct_unemployed_of_pop,unemployment_rate,employment_rate_20_64,pct_jobs_services,pct_jobs_secondary,pct_jobs_primary,pct_self_employed,workplace_self_sufficiency,pct_dwellings_not_permanent_use,floor_area_per_person
KU020,Akaa,4.815604998476075,541.786040841207,49.314233465406886,25.6,15.3,2.1,45.5,69.2,6.6,13,88.1,42,75.8,23.1,72.8,26.9,27.2,41.8,5,10.8,76.4,69.6,27.2,2.2,10.9,64.9,10,44.6
KU005,Alajärvi,14.155601887413585,543.8384725117963,141.33655217820694,30.8,16.2,4,47.1,88.4,6.9,14,62.9,37,78.6,18.3,69.4,23.2,30.6,36.3,3.3,8.3,74.2,60.7,28.4,9.6,16.4,99.7,18.5,47.2
KU009,Alavieska,13.541239228559704,531.3910545752974,29.134181370537547,26.9,18.3,1.8,44.8,82.3,9.8,15.6,52.4,40.5,79,19.4,70.8,18.6,29.2,37.6,4.9,11.5,74.6,57.8,26.2,15,19.1,73.9,15.4,46.7
KU010,Alavus,6.5855666331290585,579.3469313088814,182.6580078660935,29.9,15.8,2,46.7,84.2,6.1,19.2,62,42.7,74.4,23.5,69.7,20.7,30.3,36.9,4.3,10.5,73.1,67.3,23.4,8.3,14.8,95.1,18.2,45.9
KU016,Asikkala,6.526104417670682,592.4949799196787,496.9879518072289,35.1,12.9,2.7,50.4,92.4,7.1,15.8,65.4,42.9,77.5,20.8,71.5,28,28.5,35.3,4.8,11.9,73,67.2,23.3,7.8,18.6,74.9,15.7,50.2
KU018,Askola,1.9148936170212765,503.6170212765958,120.0,22.4,17.4,2.4,44,66.3,5.5,9.3,54.1,34.5,85.2,13,72.8,23.9,27.2,46.7,3.7,7.3,82.6,62.9,31.3,4.3,15.9,58,11.2,46.7
KU019,Aura,4.796768492804847,514.5165362282253,20.19691996970462,22.6,18,2.4,42.9,68.5,6.3,10.1,71.4,36.7,83,14.9,72.7,24.5,27.3,45.2,3.3,6.9,81.4,65.5,30,3.4,12.3,63.7,10.9,44.2
KU035,Brändö,2.293577981651376,782.1100917431193,713.302752293578,35.6,8.9,9.2,52.6,80.2,11.3,13.5,0,46.4,75,16.8,68.5,35.3,31.5,45.4,1.6,3.4,82.4,70.2,10.1,15.2,18.2,74.2,35.5,50.2
KU043,Eckerö,23.354564755838638,564.7558386411889,848.1953290870489,29.7,13.2,13.4,48.4,75.1,8.5,12.8,39.5,41.6,81.3,11.9,67.2,22.2,32.8,44.5,2.7,5.6,78.4,73.5,16.9,5.7,13.6,59.4,14.7,51.5
KU046,Enonkoski,6.0606060606060606,679.5454545454546,576.5151515151515,39.3,12.4,2,53.1,107.2,4.5,15.8,38.6,45.4,75.8,20.8,68.4,20.4,31.6,33,4.4,11.7,71.3,62.4,15.4,20,23.2,83,24.3,50.6
KU047,Enontekiö,2.258610954263128,644.2687747035574,782.0440429136082,31.6,11.7,3.1,49.4,76.4,6.7,14,27.6,44.5,75.2,20.7,74.4,24.2,25.6,43.3,5.3,10.9,76.9,73.6,14.4,9.9,22.2,83.8,26.7,46.4
KU049,Espoo,21.539754923190586,501.30244822051816,5.509133059893512,15.1,17.7,15.7,39.1,48.9,10.6,6,99.5,40.7,53.8,41.6,75.6,47.7,24.4,47.7,4.8,9.1,75.6,83.6,14.8,0.1,8.6,92.3,7.7,36.2
KU050,Eura,6.169527896995708,585.8369098712446,113.64449213161659,29.6,14.4,3.8,47.5,78.3,6.9,15.2,71.8,42.3,79.3,19.2,69.4,23.3,30.6,42,3.3,7.3,79.5,53.2,40.1,5.7,12.9,84,15.4,50
KU051,Eurajoki,4.812424805862408,505.0858580334683,262.8240183747129,27.1,15.8,3.3,46.1,75,5.7,11.7,64.5,33.9,85.5,12.8,73.3,28.6,26.7,41.8,3.4,7.5,79.1,61.7,33.4,4,11.8,98.2,11.2,49
KU052,Evijärvi,7.853403141361256,589.8778359511344,302.35602094240835,31,15.7,3.6,47.8,87.4,4.7,15.5,36.4,38.7,82,16.2,68,19.1,32,39.3,3.5,8.2,77.7,54.7,28.2,16,21.6,94.7,21.3,49.8
KU060,Finström,13.793103448275861,509.57854406130264,191.95402298850576,23.1,16.9,10.8,43.7,66.6,11.9,5.8,42.7,34.9,80,16.6,67,22.9,33,47.5,2,4.1,83.4,71.4,20.8,5.4,12.8,73.4,12.7,48.2
KU061,Forssa,21.61637014997875,631.003703928593,41.47185621470642,33.1,11.2,6.2,49.1,79.4,4.9,16.3,91.6,53.5,65.5,33.5,69.2,23.7,30.8,36.3,5.6,13.4,68.6,66.3,30.4,2.5,9.7,123.6,10.9,45.2
KU062,Föglö,27.5049115913556,632.6129666011789,1363.4577603143418,31.8,15.1,22.2,48.1,88.5,5.9,17.8,0,45,77.1,17.1,61.8,17.8,38.2,44.6,1,2.2,80.3,70.9,7.5,18.9,12.3,88.5,25.5,49.7
KU065,Geta,21.611001964636543,544.204322200393,878.1925343811396,25.7,16.1,14.1,46.6,72,5.9,11.8,0,40.7,82.2,12.3,64.2,20.4,35.8,43.6,2,4.3,76,66.2,17.6,10.8,21.2,53.2,14.8,51
KU069,Haapajärvi,3.964623360780726,553.0649588289112,26.68496492833181,27.8,17.2,1.4,45.4,81.8,8,14.6,68.9,43.3,75.2,23.1,69.8,21.7,30.2,38.4,4.1,9.6,74.8,62.9,26.5,9.5,14,103.8,14.3,45.7
KU071,Haapavesi,8.342345125907617,554.1479993820485,71.68237293372471,25.8,18.6,3.3,43.5,80.2,7.7,14.8,61.9,41,76.5,21.6,71.1,18.4,28.9,37.3,4.6,10.9,73.4,54.1,32.4,12.6,16.1,104,19.4,44.8
KU072,Hailuoto,1.0548523206751055,618.1434599156119,728.9029535864979,40.4,11.8,1.2,53.8,109.3,4.2,12.6,54.2,43.2,81.7,15.2,78.5,34.7,21.5,34.2,3.9,10.2,74,71.3,13.9,13.6,19.4,67.9,17.1,48.5
KU074,Halsua,8.884501480750247,637.7097729516288,222.11253701875617,37,13.7,4.7,51.5,103,4.8,22.3,44.7,39.1,77.6,20.3,62.4,18.8,37.6,36.4,4,10,77.5,54.7,22.5,22.2,23.3,88.1,26,51.7
KU075,Hamina,16.432886249616054,600.2866796355073,117.28268659772705,31.4,12.2,4.9,49.4,77.2,4.6,14.5,87.9,47,72.7,25.2,72.7,26,27.3,38.1,5.6,12.9,71.7,74.4,21.8,2.7,9.7,82.5,12.1,46.9
KU076,Hammarland,14.580801944106925,504.86026731470236,321.99270959902793,23.1,16.7,12,44.4,66.3,8.6,4.9,42,33,75.5,21,69.1,24.4,30.9,47.8,2.4,4.8,82.8,74.7,16.3,6,14.5,47.1,11.7,47.4
KU077,Hankasalmi,12.750054957133436,627.1708067707187,318.97120246207953,34.9,12.8,2.3,50.6,91.2,5.2,17.5,47.2,45.5,77.1,21,71.2,21.2,28.8,35.5,5.5,13.4,71.8,64.8,22.4,11,19,79.4,19.1,48.7
KU078,Hanko,6.346328195829556,766.0924750679964,97.65574407460173,35,10.8,4,51.5,84.7,4.2,16.7,95.4,49,72.8,25.6,64.7,24.4,35.3,39.7,4.9,11,76.2,67.2,31.5,0.5,9.1,114.2,29,47.7
KU079,Harjavalta,5.818290317768164,659.55542294495,6.713411905117112,33.1,13.3,4,49.1,86.7,4.8,14,93.4,50.3,73,26,70.6,23.5,29.4,36.9,5.1,12.2,72.4,61.9,35.1,2.2,7.9,142.6,17.8,49.9
KU081,Hartola,3.9510075069142636,755.4326353220071,917.423943105492,43.6,9.2,2.8,56.1,112,8.6,22.3,53.5,52.7,76,21.4,64,19.2,36,32.7,5.4,14.1,69.8,63.4,19.1,15.8,23.3,99.4,24.4,53.3
KU082,Hattula,1.707395155266247,526.4112688080248,209.79617970334007,25.1,15.9,1.5,45.1,69.7,6,10.7,76,36.2,81.4,16.4,77.6,32.7,22.4,44.3,3.6,7.6,80.7,74,22.8,2.3,11.7,66.9,12.4,47.1
KU086,Hausjärvi,3.2508127031757943,539.8849712428107,95.89897474368591,24.2,15.8,2.6,45.6,66.8,7,12.2,65.4,37,81.1,17,73.3,25.9,26.7,44.2,3.9,8.1,78.5,68.1,26.7,3.8,13.5,49.3,13.2,47
KU111,Heinola,6.405614660502423,653.2612933771514,187.32245307191,37.2,10.2,3.7,52.3,90,4.2,19.3,91.2,51.6,66.6,32.5,70.7,24.8,29.3,34.9,6.3,15.2,69,68,28.9,2,9.8,97,13.3,45.7
KU090,Heinävesi,12.662445851382872,774.7417527490836,587.8040653115628,42.8,8.8,3.8,55.9,106.3,3,19.8,44.1,50.4,76.9,20.3,66.4,22.3,33.6,32.2,5.2,13.8,67.9,63.4,22.9,11.8,18.6,98.8,27.4,50.9
KU091,Helsinki,18.57227575982209,584.6893995552261,0.5989621942179393,17.6,14.1,11.9,41.2,46.4,9.1,8.6,99.9,51.1,45.5,50.5,76.8,46,23.2,48.1,6,11.1,73.3,87.8,10.5,0.1,9.1,132.7,9.7,34.5
KU097,Hirvensalmi,17.943743937924342,717.7497575169738,1437.9243452958292,40.2,9.9,2.3,54.3,100.6,5.3,14.4,34.6,46.9,81.7,15.8,69.1,22.5,30.9,34.9,5.8,14.3,71,62.6,22.4,13.1,20.3,69,26.2,52.2
KU098,Hollola,3.320952589032117,515.228315490496,84.0725365960236,26.9,16.1,1.9,46,75.5,6.5,11.3,80.4,38.2,78.6,19.5,75,31.9,25,41.4,4,8.9,78.5,69.5,26,3.3,13.2,61.3,9.1,47.1
KU102,Huittinen,7.982583454281567,631.3497822931785,46.34045200082936,30.9,13.4,3.9,48.2,79.8,6.6,16,71.9,48,74.9,23.7,71,24.2,29,40.5,3.6,8.2,77,62.7,26.4,9.7,16.1,101.4,17.4,50.2
KU103,Humppila,1.411764705882353,607.0588235294117,144.47058823529412,32.2,12.8,1.6,49.1,81.9,7.9,13.5,62.6,44.8,82.2,15.9,70.5,21.1,29.5,38.6,5.4,12.2,73.4,59.1,30.2,9.6,16.1,60.5,15.8,51.2
KU105,Hyrynsalmi,3.877847794474067,748.9093553078042,345.6131846825012,45.3,9.5,1.4,55.8,121.1,4.3,21.2,56.6,47.1,79.8,17.3,67.5,16.9,32.5,29.2,4.5,13.4,65.1,68.4,18.6,11.5,13.5,84.6,28.7,51.5
KU106,Hyvinkää,11.684185838255049,560.2012750261189,9.573356644847658,24.1,14.3,5.2,44.7,62.5,6.4,10.5,94.3,47,61.4,34.9,74,32.1,26,44.4,5.1,10.3,76.6,74.3,24.3,0.6,8.1,94.4,8.2,41.1
KU108,Hämeenkyrö,3.488710146332009,543.2696966760345,132.28025971508868,25.3,16.6,1.6,45.4,72.3,7.2,12.2,60.9,40.5,79.4,18.7,75.1,25,24.9,41.2,4.8,10.4,75.6,65,28.8,4.7,13.7,65.6,13.1,45.1
KU109,Hämeenlinna,11.973243168079158,597.0374273628128,124.88473191937821,27.1,13.8,4.8,45.9,69.1,6.6,12.9,88.6,49.2,63.1,35,75.8,33.5,24.2,41.1,5.4,11.6,73.6,76.2,20.4,2.3,9.9,102.4,11.5,42.8
KU139,Ii,1.331148883882859,497.44009830022526,210.01433544951874,22.7,20.8,0.6,42.1,77.2,9.3,9.4,79.5,36.6,80,17.8,74.8,24.8,25.2,37,6.1,14.1,72.2,67.4,27.4,4,10.2,66.1,13.5,42.8
KU140,Iisalmi,8.97274226404113,591.6674750218256,52.23591036957998,29.2,14.2,3.2,46.6,76.6,5.8,13.8,76.8,47.7,64.5,34.3,75,25.8,25,38.3,6,13.6,72,67.8,26.5,4.6,10.2,109.8,11.3,43.8
KU142,Iitti,3.8795779019242707,617.31843575419,386.56114214773436,33.8,13.4,1.9,49.8,89.3,5.9,16.5,60.1,47.5,74.8,23.4,71.2,25.6,28.8,37.2,4.9,11.7,74,62.7,27.9,7.6,16.5,78.4,15.2,49.9
KU143,Ikaalinen,20.72992700729927,637.6642335766423,318.8321167883212,33.5,13.1,3.9,49.3,87.2,4.1,16.4,61,45.3,73.2,24.7,71.3,25.6,28.7,35.6,5.2,12.8,71,67.1,23.1,8.3,16.8,88.8,19.9,48.9
KU145,Ilmajoki,3.240703232601475,502.7140889573037,23.49509843636069,23,18.9,1.1,42.5,72.1,9.8,10.2,77.2,36,79.4,18.8,76.6,28.1,23.4,43.9,3,6.5,81.1,66.7,25.9,6.4,12.6,62.4,11.5,46.3
KU146,Ilomantsi,4.0853381752156155,773.9446209714026,405.35633227417156,46,8.1,2.6,57.1,118,2,24.3,53.7,50.6,78,20.1,67.5,17.4,32.5,29.6,5.8,16.3,65.5,70.1,17.1,11,13.7,96.2,27.2,48.7
KU153,Imatra,13.002126891127253,653.8785665556403,8.186524338857899,32.6,11.2,5.4,50.2,78,4.9,17.1,97.5,51.1,69.2,29.4,71.5,24.3,28.5,34.9,7.9,18.5,65.8,69.3,28.6,0.9,7.6,99.9,14.7,44.9
KU148,Inari,10.803984846358915,593.9385435667182,452.92549459800756,28,12,4.3,48,66.8,6.1,12.8,65.9,44,65.4,31.5,75,27.2,25,47.2,3.8,7.5,80.3,83.1,10.4,5.1,14.7,96.9,19.2,42.6
KU149,Ingå,5.205428518311954,533.7423312883436,451.94274028629854,26.9,14.2,3.8,47.4,70,8,14.3,44.3,35.7,83.8,14.4,74.7,37.5,25.3,45.8,2.9,6,82.2,75.7,18.5,4.3,17.9,53,13.4,51.9
KU151,Isojoki,9.922822491730981,709.4818081587651,123.48401323042998,36.1,11.3,4.1,51.7,89.9,6,32.2,42.3,46.7,77.3,20.3,64.9,17.2,35.1,41,2.5,5.7,80.4,52.3,27.8,18.4,22.7,86.6,27.9,51.4
KU152,Isokyrö,6.655955932981409,583.4289648840946,50.49345880192793,29.6,14.9,1.4,47,80.3,5.5,14.4,70,42.7,79.4,18.1,72.6,26,27.4,40,3,7,77.8,61,27.8,9.9,16.5,74.6,17.9,48.5
KU165,Janakkala,4.093530980586739,553.6810767226943,114.74291384977982,25.7,15.4,2.7,45.8,69.6,7.3,14.8,77.3,41.5,77.1,21.7,73.8,26.9,26.2,43,4.3,9.1,77.8,68,27.7,3.3,11.3,71.7,12,45.5
KU167,Joensuu,15.205862007122544,613.3842330455279,43.158002613307374,23.4,12.9,5.2,43.1,57,6.5,11.4,90.9,52.7,53.5,44.8,79.2,33.5,20.8,40,7,14.9,66.3,78.2,18.8,1.9,7.7,113.2,9.9,40.9
KU169,Jokioinen,3.6615134255492268,565.907241659886,53.90561432058584,29.6,14,2.7,47.8,77.3,6.3,14.3,62.1,38.4,81.2,17.4,72.5,27.1,27.5,41.1,4.3,9.4,78.1,64.3,29.4,4.9,13.6,75.8,14.8,48.5
KU170,Jomala,11.93610672283658,461.119887660172,68.10602071265579,16.2,20.1,8.2,39.9,56.9,11,5.1,70.4,30.1,85,12.4,74.1,34.6,25.9,53.1,1.4,2.5,88.5,77.2,17.3,2.4,12.9,83.1,9.4,48
KU171,Joroinen,18.736383442265797,605.2287581699346,252.72331154684096,33.1,13,4.9,50,85.5,6.1,16.6,58.5,42.4,76.6,21.8,72.6,24.1,27.4,37.8,4.4,10.4,73.8,57.7,26.2,14.9,15.3,74.2,16,49.7
KU172,Joutsa,6.619269428781564,730.0809021819074,595.4890904633488,41.1,9.8,2.4,54.7,103.7,2.4,25.2,58.9,51.6,77,21.4,67.9,21.1,32.1,33.6,4.8,12.5,71.2,63.4,22.4,12.1,20.2,94.1,23.7,49.4
KU176,Juuka,8.452688424512797,715.1913594740549,391.6412303357596,40.3,8.6,2.3,54.4,96,4.4,21.1,47.1,51,75.9,22.3,66.9,17.7,33.1,32,7.3,18.6,65.7,61.1,25.3,12,14.4,96.6,21.3,48.9
KU177,Juupajoki,4.0983606557377055,688.5245901639344,277.5175644028103,33.8,13.5,1.3,49.7,90,6.3,17.8,43,41.3,81.2,16.4,69.4,22.1,30.6,39.4,3.5,8.1,77.6,61.4,28.4,8.8,17.8,97.5,28.6,49
KU178,Juva,12.207882804325079,651.377746773631,360.65573770491807,38.3,11.1,3,52.6,97.5,5,16.5,51.2,48,77.6,20.4,70.5,21.7,29.5,37.2,3.8,9.4,76.8,64.1,17.4,17.1,18.3,82.3,17.8,50.8
KU179,Jyväskylä,12.72454076590906,598.8047053727344,25.19188336740081,19.1,14.2,4.5,40.8,50.1,7.9,8.4,95.5,52.4,49,46.4,80.4,38.2,19.6,42.6,7,14.1,68.1,81.4,16.4,0.8,8,106.1,9.2,39
KU181,Jämijärvi,10.107015457788348,616.5279429250892,193.8168846611177,32.2,14.1,2.7,48.6,86.5,5.9,19,36.7,38.3,83.3,13.3,69.9,20.8,30.1,39,3.7,8.8,77,58.8,23.9,16,21.2,67.8,23,50.8
KU182,Jämsä,10.79136690647482,655.093316651027,233.1873631529559,34.8,11.5,2.4,51,86,4.8,15.2,74.4,48.1,74.2,24.4,73.1,24.2,26.9,36.3,5.7,13.6,71.2,64.9,30.1,3.9,11.4,96.4,17.9,47.9
KU186,Järvenpää,13.95999139599914,545.0634545063455,1.8713701871370187,20,16.2,5.8,41.9,56.6,8.7,7.1,99.9,45.5,60.2,35.5,75.4,35.5,24.6,46.5,5.4,10.4,77.2,79.8,18.9,0.2,8,65.1,7.8,38.8
KU202,Kaarina,5.558766064008366,489.2814882082611,20.336277828228624,21.6,18.3,3.3,42.7,66.3,10.1,8.3,96.1,35.7,75.9,18.8,78.6,41.5,21.4,46.1,3.5,7,81.9,76.7,21.4,0.7,9.8,63.6,7,43.4
KU204,Kaavi,1.5220700152207,723.3637747336378,458.5235920852359,39,10.1,1.6,53.8,96.3,4.1,19.6,45,48.1,76.1,21.7,66.8,15.6,33.2,32.1,6.4,16.7,64.3,61.6,24.8,11.7,14.8,85.2,24.6,47.3
KU205,Kajaani,23.854517569084983,576.9725851066744,45.54542217840221,24.7,14.9,5.4,44,65.5,7.1,13.2,88.6,48.7,64.3,35.1,76.9,30.7,23.1,40.9,4.8,10.5,72.5,77.8,19.5,2.1,6.2,104.3,10.5,42
KU208,Kalajoki,8.891044293566116,501.85903653410924,176.20433236340122,27.6,17.2,3.3,45.3,81.1,7.6,8.5,77.5,36.8,80.9,17.4,72.1,23.3,27.9,38.6,4.6,10.6,75.4,60.1,28.9,9.8,17.5,90.1,11.8,46
KU211,Kangasala,3.1966062199384577,510.3815015086787,133.89896334359037,21.2,17.9,2,42.5,64.1,8.8,9.4,86.6,38.2,73,22.6,78.8,37.2,21.2,45.4,4.1,8.2,80.5,73.5,23.3,2,10.3,57.9,9.7,43
KU213,Kangasniemi,11.536957371920218,667.5791943684005,695.150567070786,38.8,10.8,2.2,53.1,98.4,4.9,19.3,51.2,49,77,20.9,70,23.5,30,35.3,4.1,10.4,73.6,62.6,22.2,13.5,18.7,86.2,19.7,50.3
KU214,Kankaanpää,8.875262223656607,620.6228820396966,65.59625625302566,30.7,13.7,4.3,48,80,5.7,15.9,69.9,46.3,68.5,29.8,70.7,22.7,29.3,38.6,4.3,10.1,73.2,67.8,24.6,6.6,14.5,110.6,16.8,49.3
KU216,Kannonkoski,0.8216926869350862,685.291700903862,682.8266228430567,38.9,11.2,1.2,52.7,100.2,5.6,24.1,35.7,47.9,78.5,18.6,67.4,17.8,32.6,33.1,5.1,13.3,69.5,59.6,23.8,15.9,20.6,86.4,24.7,48.8
KU217,Kannus,4.384292794510103,556.9958063286314,23.446435379336638,26.7,17.8,2.4,44.8,80.2,8.3,12.6,75.4,40.1,76.9,21.2,71.7,21.5,28.3,40,4.4,9.9,77.1,60.5,28.2,10.2,15.5,95.3,16.9,46
KU218,Karijoki,9.25925925925926,717.1717171717171,77.44107744107744,38.6,11.4,2.2,52.5,100,6.7,23.5,40,49.4,81.7,16.2,65.3,14.1,34.7,38,3.4,8.1,77.2,48.2,30.1,21.2,22.8,72.8,25.5,52.3
KU224,Karkkila,15.03321291224799,573.4762848152895,111.64199976692693,28.4,13.9,7.4,47.3,73.2,5.7,15,86.1,44.9,71.6,27.3,66.2,21.5,33.8,39.6,6.1,13.3,72.7,65.9,31.6,1.6,11.9,76.9,12.4,43.7
KU226,Karstula,9.655172413793103,664.2758620689655,241.1034482758621,38.3,10.9,1.9,52.4,96.8,3,17,51.8,44.5,78.1,19.2,68.9,21.4,31.1,34.9,5.1,12.8,72.4,59.4,24.9,14.3,18.9,97.3,22.9,49
KU230,Karvia,10.379061371841155,665.6137184115523,148.46570397111913,35.8,12.6,4.9,50.7,93.9,3.6,21.5,34.9,45.7,75,21.9,66.6,15.6,33.4,38,4.2,10,75.8,55.1,24.6,18.1,24,79.1,22.9,51
KU231,Kaskinen,28.145695364238414,724.3377483443708,129.13907284768212,43.1,12.5,11.5,53.4,125.4,5.7,16.2,99.8,45.5,78.2,19.8,67.5,27,32.5,34.3,3.6,9.6,77.2,65.2,22.2,10.1,10.6,95.7,26.2,52
KU232,Kauhajoki,7.845934379457917,596.3702647012204,46.20383579014107,30.1,14.4,3,47.5,80.1,6.6,13.3,67.5,43.7,75,23.4,70.5,21.9,29.5,39,4.1,9.5,74.1,63.4,26,9.5,15.3,105.8,16.1,50
KU233,Kauhava,23.606989779096605,600.9231783712495,68.57896472139797,30.8,14.2,4.8,48.1,82.1,6.5,15.3,67.2,41.4,76.8,21.3,69.4,24,30.6,39.5,3.4,7.9,77.3,57.1,31.4,10.7,17.1,102.2,19.5,49.3
KU235,Kauniainen,13.729308666017527,478.0915287244401,0.0,23.3,17.3,7.6,43.9,68.4,7.5,7.8,100,34.8,68.3,30.6,81.7,60.6,18.3,43.3,2.8,6.1,79.9,86.1,11.9,0.3,11.6,57.8,9.1,48.2
KU236,Kaustinen,7.251631617113851,534.6869712351946,50.519700265893164,26,17.3,2.2,44.4,76.3,6.5,12.5,67.3,36,76,22.2,71.1,24.3,28.9,41,4.8,10.4,77.9,62.8,25.6,10.4,18.4,90.4,15.7,47.2
KU239,Keitele,20.638820638820636,677.1498771498772,197.54299754299754,41.7,10.9,3.4,53.7,111.1,5.4,18.7,49.2,46.4,77.4,20.6,68.1,19.3,31.9,34.6,3.6,9.4,74.9,57.7,29.1,12.3,14.5,129.4,21.8,50.4
KU240,Kemi,12.751019565329617,691.8589644313665,17.86175210366011,30.7,13.4,4.4,47.8,78.8,6.8,17.3,99.4,53,63.8,35.3,73,25.2,27,35,6.2,14.9,66.2,72.1,26.9,0.3,5.8,118,20.3,43.9
KU320,Kemijärvi,20.910384068278805,724.4665718349928,295.30583214793745,41.4,9.8,3.7,54.5,105,2.9,24.1,70.2,49.7,71.2,26.4,73,23.8,27,32.6,5.7,14.9,68.1,75.4,18.7,5,10.4,93.1,24.1,48.1
KU241,Keminmaa,1.4302431413340269,556.3645819789365,67.35144974645691,28,15.7,0.9,46.2,77.7,7.9,10.9,88.9,37.8,79.4,19.2,79.1,31.4,20.9,41.4,4.1,8.9,78.4,64.7,32.7,1.8,8.4,88.2,14.5,47.5
KU322,Kimitoön,10.677808727948005,726.0909935004643,751.6248839368617,36.4,11.6,3.9,51.7,92.2,4,19.1,44.7,46.4,77.1,20.7,69.5,27.6,30.5,39,2.9,6.9,77.9,71.1,20.3,6.7,22.1,85.4,28.4,51.4
KU244,Kempele,1.229886235523214,439.47934816029516,1.434867274777083,16.9,22.8,0.8,38.6,65.6,11.3,6.9,96.5,31.8,77.8,20.3,80.5,38.4,19.5,43.8,4.6,9.5,79.5,75.6,22.5,0.8,8.1,82.4,5.9,40.3
KU245,Kerava,12.77119154170265,551.5165789955771,0.3140456936484258,20.6,15.7,11.5,42.4,57,8.3,9.3,99.9,47,53.9,39.3,71.1,31.7,28.9,45.3,5.8,11.4,75.2,79.7,19,0.2,7.7,70.9,7.9,38.1
KU249,Keuruu,12.52177700348432,653.8545296167248,212.21689895470382,36.5,12.6,3.2,51,96.4,3.5,18.6,71.2,48,71.8,26.4,72,24.4,28,34.9,5.2,13,71.8,66.1,27.5,5.1,13,98.2,18.7,47.2
KU250,Kihniö,2.287021154945683,628.9308176100628,513.4362492853058,37.7,11.9,1.4,52.3,98.3,4,21,34.5,39.7,79.3,17.5,67.8,17.9,32.2,37.3,3.5,8.7,75.2,54.8,34.4,8.6,20.4,83.4,22,48.7
KU256,Kinnula,8.535784635587657,562.048588312541,291.52987524622455,35.2,17.7,1.2,48.8,112.4,9.7,20.1,53.4,39.9,80.4,16.7,64.4,18.1,35.6,31.8,5.1,13.9,71.6,63.9,16.1,18.8,20.2,88.9,19.5,46.9
KU257,Kirkkonummi,13.121446274967196,501.09345385624727,59.67828157651747,18,17.4,8.6,41.6,54.8,8.3,8,91.8,36.9,65.3,29.4,74.2,40.7,25.8,48,4.2,8,79.9,80.8,17.4,0.5,10.2,54.2,9.9,43.6
KU260,Kitee,21.261224068531327,654.8663432758799,294.14800288987516,40.2,10.6,5.4,53.5,103.4,3.7,16.7,55,46.8,73.6,24.4,69.8,21.2,30.2,31.2,6.8,17.9,66.3,64.3,22.4,11.3,17.6,99.8,18.6,48.7
KU261,Kittilä,7.622398123717385,528.8771621225446,593.960715332747,21.7,14.8,3.8,43.7,57.4,7.4,10.3,57.8,43.2,65,32.3,77.5,25.2,22.5,51.7,3.4,6.1,83.9,76.9,18.8,2.9,13.6,114.5,18.3,43.2
KU263,Kiuruvesi,3.210702341137124,624.0802675585284,129.4983277591973,33.5,14.2,1.6,49.2,91,6.9,18.7,50.6,47.2,71.5,26.3,71.3,19.6,28.7,36.2,5.1,12.3,73,55.8,22.6,20.2,21.7,82.4,17.7,47.4
KU265,Kivijärvi,1.932367149758454,718.8405797101449,713.0434782608695,38.8,12.9,2,51.9,107,11.4,20,51.6,47.9,80.2,17.7,61.6,12.2,38.4,32.4,5.1,13.7,70.2,63.3,23.6,12.2,14,70.7,30.9,49.5
KU271,Kokemäki,2.660360626662725,645.2852497783033,183.8604788649128,32.6,12.1,2.8,49.7,80.6,5.1,15.8,59.4,46.2,78.8,19.2,70.5,22.7,29.5,38.5,3.9,9.1,74.5,60.6,31,6.8,15.3,87.4,18.6,53.3
KU272,Kokkola,8.61372812920592,516.5545087483176,56.465472616212864,23.1,18,3.6,42.4,69.7,9.3,10.5,89.1,40.3,68.3,30.3,75.1,30,24.9,42,4.4,9.4,76.6,71.2,25.2,2.8,8.7,105.2,10.6,43
KU273,Kolari,8.726003490401396,569.9326851159312,780.3540264273249,27.7,15.3,2.4,46.4,75.5,8.2,12.7,50.7,44.3,72.2,23.9,75.9,25.4,24.1,44.5,3.6,7.5,80.3,77.9,15.8,3.5,17.2,95.5,20,46.6
KU275,Konnevesi,10.004001600640256,641.8567426970789,477.39095638255304,36.3,12.4,1.7,51.2,94.9,4.8,23.5,40.3,46.1,75.5,22.6,69.4,21.4,30.6,34.8,5.9,14.5,71.8,62.6,22,14,16.7,87.7,19.8,48.1
KU276,Kontiolahti,1.9159619450317125,470.3356236786469,99.23361522198732,19.1,20.1,1.1,41,64.5,11.1,8.5,74,33.2,81.6,17.3,81.3,35,18.7,44.5,5.2,10.5,79.5,71.6,25.2,2.3,9.4,56.7,7.9,43.7
KU280,Korsnäs,14.88833746898263,557.8163771712159,492.3076923076923,30.7,14.1,9.3,48,81.4,7.9,11.4,55.3,35.2,81.4,16.6,71.8,26.1,28.2,43,3.2,6.9,80.1,63.4,23.1,11.7,17.8,68.7,18.9,51.5
KU284,Koski Tl,10.42138649750793,626.6425011327594,91.07385591300408,33.6,12.7,4.2,50.4,86.1,4.5,14.9,53.5,45.8,80.9,16.4,68.2,21.7,31.8,39,2.9,6.9,77.4,64.4,22.2,12.6,23.7,99.5,17.6,53.9
