geocod,geoname,population_2021,sex_ratio_males_per_1000_females,pct_female_per_1000,pop_growth_2015_2021_per_1000,age_0_4_per_1000,age_5_9_per_1000,age_10_14_per_1000,age_15_19_per_1000,age_20_24_per_1000,age_25_29_per_1000,age_30_34_per_1000,age_35_39_per_1000,age_40_44_per_1000,age_45_49_per_1000,age_50_54_per_1000,age_55_59_per_1000,age_60_64_per_1000,age_65_69_per_1000,age_70_74_per_1000,age_75_79_per_1000,age_80_84_per_1000,age_85_plus_per_1000,aging_index_65plus_per_1000_of_0to14,youth_dependency_ratio_per_1000,old_age_dependency_ratio_per_1000,total_dependency_ratio_per_1000
1111601,Arcos de Valdevez,19879,828.627,546.858,-66.889,28.673,32.949,37.98,43.262,46.632,42.356,44.117,52.216,59.611,65.144,57.548,63.132,73.696,74.652,78.324,71.684,61.824,66.201,3540.909,181.852,643.92,825.771
1111602,Caminha,16172,886.608,530.052,4.285,34.257,37.843,40.688,42.172,46.005,47.551,49.406,60.228,66.226,71.976,67.153,71.42,74.573,74.264,68.637,58.867,42.666,46.067,2575.658,189.016,486.839,675.855
1111603,Melgaço,7287,788.66,559.078,-140.38,21.682,26.211,34.308,33.896,37.19,36.503,33.347,41.581,53.52,57.362,59.146,66.969,82.338,81.927,89.886,85.906,75.065,83.162,5060.1,163.795,828.821,992.617
1111604,Monção,17324,855.017,539.079,-52.194,29.15,33.422,39.945,40.984,41.445,43.523,44.851,53.914,66.901,64.015,65.112,67.883,75.444,78.966,75.964,66.093,55.588,56.8,3252.252,181.744,591.077,772.82
1111605,Paredes de Coura,8531,915.357,522.096,-29.796,33.29,34.463,44.661,46.302,42.668,40.206,51.108,61.54,62.83,73.379,68.339,68.573,69.394,70.097,68.222,61.306,48.177,55.445,2697.602,192.377,518.957,711.334
1111606,Ponte da Barca,10892,862.836,536.816,-50.227,30.573,36.357,41.039,44.804,50.679,48.935,49.027,54.994,64.818,73.816,68.215,71.888,67.297,68.582,66.746,58.575,51.047,52.607,2755.952,181.622,500.541,682.162
1111607,Ponte de Lima,40906,893.796,528.04,-27.46,35.643,39.676,45.886,54.662,56.887,53.831,51.288,59.82,69.183,78.815,74.928,71.554,64.954,59.087,56.08,48.501,37.941,41.265,2003.832,190.597,381.924,572.521
1111608,Valença,13788,899.435,526.472,10.332,35.248,42.936,45.257,44.749,51.422,55.846,57.006,64.694,68.465,75.573,68.175,64.041,66.29,63.534,66.072,49.898,41.05,39.745,2108.696,200.306,422.384,622.69
1111609,Viana do Castelo,86869,905.356,524.836,5.871,36.745,40.797,44.619,48.245,53.379,50.789,51.583,59.837,70.75,77.162,71.89,71.441,72.673,67.228,59.285,49.166,36.204,38.207,2047.211,194.601,398.39,592.991
1111610,Vila Nova de Cerveira,9122,961.299,509.866,22.073,37.053,36.834,47.906,45.823,49.879,61.5,55.799,59.746,69.722,78.382,69.612,62.815,65.117,59.636,63.911,51.524,41.329,43.412,2133.213,196.951,420.138,617.089
1120301,Amares,18383,952.315,512.212,-1.358,40.581,40.744,50.373,56.574,60.382,56.628,56.139,65.876,72.567,80.292,71.37,67.998,66.529,59.457,51.406,40.962,31.061,31.061,1624.535,201.264,326.96,528.223
1120302,Barcelos,115765,926.431,519.095,-13.465,38.12,40.401,49.022,54.948,63.413,59.854,56.58,60.597,73.191,84.24,77.718,74.669,65.503,59.897,51.622,36.764,26.778,26.683,1581.781,190.16,300.792,490.952
1120303,Braga,195527,921.66,520.383,60.002,43.063,46.203,50.914,54.611,58.222,59.823,62.733,69.418,78.311,81.365,74.327,71.867,64.283,56.146,47.175,32.814,23.475,25.25,1318.727,207.686,273.882,481.568
1120306,Esposende,35625,923.908,519.775,40.571,42.442,46.625,51.425,53.109,56.561,55.719,57.488,68.042,81.488,81.46,72.898,71.579,63.775,56.982,51.649,37.193,25.853,25.712,1404.995,212.184,298.118,510.302
1120310,Terras de Bouro,6351,934.511,516.926,-53.784,29.287,32.436,38.577,52.118,50.228,47.394,45.347,50.071,61.093,69.91,73.059,78.098,82.507,69.28,67.234,51.33,48.339,53.692,2890.11,164.472,475.342,639.814
1120313,Vila Verde,45761,922.731,520.094,-12.835,42.307,44.252,50.261,57.167,59.155,56.664,56.642,64.684,75.567,78.298,70.584,66.716,61.646,55.353,50.064,42.176,32.255,36.21,1579.141,211.427,333.874,545.301
1190304,Cabeceiras de Basto,15193,947.072,513.592,-49.665,35.016,42.322,47.983,59.304,56.868,55.289,54.236,60.225,68.387,74.311,69.177,74.311,71.02,64.372,45.547,42.651,34.358,44.626,1847.689,194.862,360.045,554.907
1190307,Fafe,48152,903.467,525.357,-19.308,35.928,39.001,45.149,51.067,57.817,52.646,53.165,61.597,73.33,76.155,74.327,72.728,72.271,69.966,57.028,44.173,32.273,31.38,1955.552,186.138,364.002,550.14
1190308,Guimarães,157985,937.967,516.005,12.147,39.934,40.365,44.802,50.309,59.208,57.316,58.284,64.076,73.456,79.919,79.596,77.539,70.836,65.633,52.138,36.491,26.401,23.698,1633.576,186.567,304.772,491.339
1190309,Póvoa de Lanhoso,20919,907.102,524.356,-24.255,37.526,41.446,50.958,55.834,58.894,52.679,51.819,60.376,68.885,75.816,72.183,73.713,76.007,65.395,53.588,38.96,29.877,36.044,1722.958,201.065,346.427,547.492
1190311,Vieira do Minho,11481,903.664,525.303,-77.313,28.743,32.837,40.763,45.205,50.954,48.863,44.595,55.309,60.622,66.458,69.68,76.823,83.094,74.645,65.5,58.793,43.812,53.305,2892.766,170.117,492.109,662.227
1190312,Vila Nova de Famalicão,134892,941.395,515.094,20.595,40.418,40.773,46.86,52.212,59.114,59.403,58.565,64.229,75.038,81.651,78.24,76.446,66.965,61.62,52.768,35.806,25.91,23.982,1562.554,190.59,297.808,488.398
1190314,Vizela,24274,951.914,512.318,33.728,45.069,40.414,45.398,51.743,63.072,62.783,64.637,67.727,71.517,81.322,80.91,78.52,68.715,59.982,46.346,31.186,22.287,18.374,1361.347,189.423,257.87,447.293
1191705,Mondim de Basto,6208,929.748,518.202,-95.835,27.867,32.539,42.687,50.258,54.768,48.003,45.103,48.325,57.829,67.816,74.42,80.058,73.937,82.635,59.923,57.668,47.036,49.13,2875.0,171.674,493.562,665.236
11A0104,Arouca,21041,931.076,517.846,-27.186,33.981,42.916,50.853,51.661,56.746,51.946,48.382,61.071,69.103,76.28,71.194,74.426,69.341,67.155,58.98,44.152,33.411,38.401,1895.089,202.73,384.192,586.922
11A0107,Espinho,31642,888.736,529.455,12.512,32.931,36.723,42.633,45.825,51.514,49.807,45.478,54.39,61.659,69.085,71.772,78.819,75.564,77.113,69.875,54.895,41.875,40.042,2527.442,185.933,469.936,655.869
11A0109,Santa Maria da Feira,137613,936.738,516.332,6.885,38.63,41.319,46.783,50.889,55.249,54.886,55.772,61.135,73.322,79.491,77.035,78.59,72.886,63.09,53.534,41.123,29.379,26.887,1688.704,192.236,324.629,516.865
11A0113,Oliveira de Azeméis,66918,945.291,514.062,5.741,35.088,38.405,43.038,46.893,55.635,54.216,54.529,60.029,68.173,77.319,76.795,79.112,76.138,65.035,57.533,45.967,33.862,32.233,2013.465,179.599,361.616,541.215
11A0116,São João da Madeira,22867,900.673,526.129,50.294,34.198,41.938,47.142,50.247,54.751,54.533,55.626,62.754,70.407,78.322,76.311,76.879,73.687,65.466,53.833,40.845,31.618,31.443,1810.571,188.638,341.542,530.179
11A0119,Vale de Cambra,21410,930.742,517.936,-17.529,32.882,34.703,39.701,43.905,48.062,50.631,51.798,55.722,66.745,73.33,74.638,70.948,73.377,75.012,68.333,55.768,41.896,42.55,2643.013,176.123,465.496,641.619
11A1304,Gondomar,165213,910.198,523.506,-0.061,38.611,40.293,46.758,50.214,55.51,54.487,57.205,62.949,69.886,79.237,77.912,77.167,70.939,63.833,58.246,42.721,28.708,25.325,1741.438,191.703,333.838,525.541
11A1306,Maia,136452,913.397,522.631,14.038,40.263,44.734,52.341,54.283,55.492,51.227,55.69,67.005,78.672,87.474,80.314,72.546,64.001,56.569,52.546,38.651,25.364,22.829,1426.841,205.995,293.922,499.918
11A1308,Matosinhos,174717,892.782,528.323,6.411,39.149,41.696,46.904,46.922,50.802,50.905,55.89,63.279,72.042,78.613,72.969,74.063,71.893,67.681,62.203,45.84,30.203,28.944,1838.53,200.429,368.495,568.924
11A1310,Paredes,84382,943.345,514.577,-4.941,41.822,44.18,52.796,60.771,65.334,59.847,58.531,64.943,76.272,85.824,81.202,76.486,65.085,52.926,44.121,31.346,21.391,17.125,1202.527,199.911,240.399,440.31
11A1312,Porto,244174,865.576,536.028,45.207,37.469,38.399,40.152,44.35,55.366,64.814,67.763,65.208,65.617,67.82,62.996,67.82,65.281,63.406,61.845,49.874,38.235,43.584,2214.656,185.029,409.775,594.804
11A1313,Póvoa de Varzim,65874,895.055,527.689,43.201,38.847,42.915,53.648,55.454,58.156,57.853,57.246,62.21,73.003,80.381,74.825,70.392,65.686,61.314,55.409,40.046,27.082,25.534,1546.3,206.668,319.571,526.239
11A1314,Santo Tirso,67765,911.727,523.087,-22.051,34.133,35.166,39.74,45.643,54.497,51.929,52.815,58.231,69.18,75.201,76.987,80.115,74.552,73.002,64.989,47.074,34.531,32.214,2309.379,170.599,393.979,564.578
11A1315,Valongo,95689,908.208,524.052,23.357,42.137,42.983,50.403,53.601,54.907,55.179,60.77,67.5,77.24,84.189,74.554,71.095,66.34,59.119,53.36,38.625,26.429,21.57,1469.155,203.678,299.235,502.914
11A1316,Vila do Conde,81731,936.57,516.377,27.598,41.624,44.891,52.0,54.251,53.627,53.309,56.943,67.832,77.523,82.967,74.341,73.546,63.831,60.063,52.881,39.814,26.551,24.006,1467.803,210.455,308.906,519.361
11A1317,Vila Nova de Gaia,306649,910.062,523.543,19.424,39.762,41.986,48.035,50.096,54.685,53.762,57.225,62.991,73.765,81.083,75.634,75.164,68.603,63.075,57.551,41.559,28.309,26.715,1673.627,198.748,332.629,531.377
11A1318,Trofa,38940,935.388,516.692,13.851,39.805,40.909,44.992,49.923,58.654,60.221,63.585,65.46,72.676,78.737,77.17,77.658,68.156,62.506,53.493,37.237,27.401,21.418,1607.354,186.996,300.569,487.565
11B1702,Boticas,4776,898.251,526.801,-102.424,27.01,29.523,33.92,42.714,35.385,30.151,39.782,51.089,61.348,63.023,60.511,69.724,81.03,87.73,77.052,76.214,60.092,73.702,4143.519,169.146,700.861,870.008
11B1703,Chaves,36531,908.122,524.075,-63.404,31.152,34.765,39.72,46.618,45.304,40.541,43.388,49.821,61.263,67.285,68.216,73.362,79.056,78.892,72.897,63.097,49.985,54.639,3024.618,183.762,555.81,739.571
11B1706,Montalegre,8805,914.963,522.203,-90.205,25.781,27.598,26.803,37.252,39.637,35.662,36.797,43.157,48.495,59.284,57.581,77.797,87.905,87.45,84.043,79.841,64.85,80.068,4941.926,153.145,756.833,909.978
11B1709,Ribeira de Pena,5879,972.157,507.059,-42.508,30.107,36.061,42.184,42.524,42.354,41.163,45.756,50.519,58.854,68.379,63.276,73.482,91.852,78.415,62.085,61.915,48.818,62.255,2893.25,187.408,542.218,729.626
11B1712,Valpaços,14286,873.082,533.879,-88.322,25.199,29.539,31.499,36.329,38.849,34.719,36.399,38.919,51.169,55.579,56.629,76.228,79.028,93.448,94.148,79.448,66.919,75.948,4753.247,171.159,813.559,984.718
11B1713,Vila Pouca de Aguiar,11592,911.294,523.206,-57.638,26.915,28.209,35.283,39.855,45.894,38.734,39.337,42.098,58.747,59.438,65.476,79.969,87.647,87.647,82.902,71.429,53.399,57.022,3897.901,162.254,632.451,794.705
11C0106,Castelo de Paiva,15459,932.133,517.563,-37.482,32.344,37.26,48.063,58.154,62.747,56.084,52.267,55.437,66.563,79.759,86.487,78.207,74.843,61.776,52.203,38.36,29.109,30.338,1799.89,175.478,315.84,491.318
11C0305,Celorico de Basto,16248,889.522,529.234,-125.088,34.281,37.912,48.991,52.991,59.269,50.468,49.791,57.853,66.224,71.763,71.27,76.748,74.655,66.593,51.576,43.759,38.959,46.898,2044.693,192.041,392.666,584.707
11C1301,Amarante,51501,912.687,522.825,-40.735,34.388,38.834,47.514,55.009,61.183,53.455,50.31,57.047,68.931,75.494,76.29,79.397,76.154,67.125,54.931,40.815,32.058,31.067,1871.824,184.818,345.946,530.763
11C1302,Baião,17189,894.313,527.896,-86.469,31.59,36.768,44.447,53.115,58.002,50.148,51.37,57.071,64.867,74.641,78.829,80.342,78.19,64.285,56.373,42.76,37.466,39.735,2133.058,174.465,372.143,546.608
11C1303,Felgueiras,55824,936.988,516.265,-14.076,39.374,41.559,46.127,53.919,65.778,63.414,62.195,64.166,69.343,77.655,81.094,80.037,70.651,58.04,46.575,32.531,25.025,22.517,1453.546,184.613,268.343,452.955
11C1305,Lousada,47496,942.497,514.801,13.313,43.309,41.519,53.247,58.679,67.774,66.7,62.342,67.585,74.385,84.365,78.47,77.438,66.174,52.173,39.94,28.129,20.591,17.18,1144.404,196.154,224.479,420.632
11C1307,Marco de Canaveses,48888,913.35,522.644,-39.491,37.637,41.462,54.124,59.667,66.008,60.219,54.451,58.767,67.788,82.658,81.533,77.811,69.056,57.315,47.414,33.771,25.057,25.262,1417.319,196.506,278.512,475.018
11C1309,Paços de Ferreira,55058,948.611,513.186,-12.678,41.193,43.336,53.126,59.192,68.237,64.187,62.153,65.258,72.197,81.151,80.079,76.883,65.731,52.89,43.282,31.312,22.558,17.236,1215.2,198.045,240.665,438.71
11C1311,Penafiel,69329,919.461,520.98,-14.779,41.18,43.633,51.364,57.811,63.667,61.691,57.22,63.191,72.408,80.14,77.587,78.077,69.971,57.407,45.695,32.67,23.915,22.372,1336.935,199.742,267.042,466.784
11C1804,Cinfães,17311,951.195,512.506,-85.526,35.411,37.722,44.711,53.492,52.337,48.582,47.946,50.661,64.352,75.27,76.772,77.176,72.728,66.547,61.117,50.835,40.668,43.672,2230.392,190.281,424.401,614.681
11C1813,Resende,9845,940.666,515.287,-71.139,32.504,36.567,44.997,48.756,55.46,50.381,50.279,50.889,58.507,73.946,79.736,78.009,76.486,68.156,58.202,48.045,45.404,43.677,2309.884,183.257,423.303,606.56
11D0403,Carrazeda de Ansiães,5294,894.775,527.767,-87.713,25.689,33.623,33.812,39.29,39.101,36.645,40.234,43.823,63.279,59.124,58.746,70.457,73.857,87.08,88.024,74.802,60.446,71.968,4105.477,177.53,728.844,906.374
11D0404,Freixo de Espada à Cinta,3134,904.01,525.207,-116.934,30.951,35.737,38.609,39.885,37.971,38.928,40.523,48.819,61.583,66.05,58.073,59.349,77.856,66.369,74.665,82.961,60.944,80.728,3472.727,199.035,691.194,890.229
11D0409,Torre de Moncorvo,6702,878.89,532.229,-102.691,27.156,23.873,30.439,31.185,38.496,38.347,36.258,42.972,50.433,50.88,57.893,72.217,85.348,88.929,85.944,82.662,70.427,86.541,5087.912,161.634,822.38,984.014
11D0914,Vila Nova de Foz Côa,5891,895.431,527.584,-129.58,25.632,28.348,33.441,38.873,41.928,43.117,39.722,43.286,53.641,56.866,70.956,70.786,87.761,85.554,78.594,76.727,58.734,66.033,4182.524,159.839,668.529,828.367
11D1701,Alijó,10323,941.874,514.967,-66.299,27.221,29.643,37.198,40.88,40.686,38.167,45.142,48.92,59.091,58.026,66.841,81.275,85.634,80.306,77.981,71.975,52.504,58.51,3628.218,166.581,604.392,770.973
11D1704,Mesão Frio,3556,886.472,530.09,-99.291,26.153,28.403,37.402,47.807,53.993,42.463,40.495,51.744,64.961,70.585,68.616,85.208,82.396,86.614,68.054,52.587,49.775,42.745,3259.939,151.179,492.834,644.013
11D1707,Murça,5242,947.251,513.544,-54.473,24.418,28.806,34.91,44.067,41.206,38.916,38.344,46.166,57.612,55.513,60.092,82.411,85.082,85.845,85.464,71.728,55.704,63.716,4112.554,160.417,659.722,820.139
11D1708,Peso da Régua,14650,883.033,531.058,-68.007,34.676,34.061,40.205,46.28,51.331,47.782,44.505,49.761,64.573,72.287,71.604,81.092,86.075,78.089,67.782,49.147,42.048,38.703,2531.328,177.058,448.192,625.25
11D1710,Sabrosa,5507,914.147,522.426,-52.641,26.33,29.236,39.404,48.665,40.857,45.034,41.22,48.847,56.837,66.642,59.197,75.359,76.267,88.978,78.264,67.006,54.839,57.018,3644.359,169.916,619.233,789.149
11D1711,Santa Marta de Penaguião,6251,910.452,523.436,-57.164,23.036,29.755,35.194,43.833,48.792,41.593,36.634,46.393,61.11,70.069,69.269,75.028,91.505,87.186,77.268,61.59,47.192,54.551,3725.455,150.602,561.062,711.665
11D1714,Vila Real,49803,893.002,528.261,-12.648,35.741,41.423,46.383,51.041,54.575,48.913,48.531,59.414,72.466,78.128,78.228,77.084,70.94,65.277,57.085,46.624,32.669,35.48,1919.389,193.247,370.917,564.165
11D1801,Armamar,5352,871.983,534.193,-94.11,30.269,31.577,39.051,45.964,49.701,46.525,41.293,45.964,55.493,66.704,71.188,86.697,83.333,66.891,67.265,60.912,52.317,58.857,3035.185,170.186,516.546,686.732
11D1805,Lamego,24092,895.217,527.644,-50.187,29.968,35.53,40.843,49.435,55.745,44.455,44.123,51.137,64.129,72.763,77.578,85.257,81.479,73.8,59.439,49.768,39.557,44.994,2516.003,169.849,427.34,597.189
11D1807,Moimenta da Beira,9242,904.389,525.103,-37.693,34.733,38.303,45.12,47.609,52.802,47.392,44.146,50.422,58.645,64.164,63.839,74.01,84.289,72.171,66.328,58.97,46.96,50.097,2492.674,201.179,501.474,702.653
11D1812,Penedono,2467,883.206,531.009,-130.726,24.726,29.996,31.617,46.615,56.344,45.399,34.86,45.805,55.128,73.368,64.856,71.342,92.825,74.99,64.856,65.261,57.154,64.856,3788.732,147.201,557.706,704.907
11D1815,São João da Pesqueira,6530,950.418,512.711,-99.435,30.322,34.609,42.879,47.473,54.977,43.492,48.086,56.049,58.346,74.579,66.003,80.858,83.614,69.832,61.562,49.158,47.473,50.689,2585.227,175.736,454.319,630.055
11D1818,Sernancelhe,4746,900.681,526.127,-143.476,31.395,32.659,35.82,44.458,48.04,42.773,40.455,44.458,56.047,58.154,60.683,78.382,93.974,73.325,71.429,66.582,57.944,63.422,3331.224,176.012,586.335,762.347
11D1819,Tabuaço,4601,891.081,528.798,-166.032,28.037,31.298,37.383,41.947,47.598,46.512,35.644,46.946,54.988,61.291,66.507,78.244,93.893,86.068,75.418,52.815,54.771,60.639,3408.989,168.624,574.839,743.463
11D1820,Tarouca,7026,909.239,523.769,-58.934,35.724,45.403,47.111,52.804,54.796,41.418,46.541,53.373,60.49,75.007,73.442,81.697,74.865,66.183,61.628,49.815,37.575,42.129,2006.659,208.71,418.809,627.519
11E0401,Alfândega da Fé,4454,924.806,519.533,-37.389,27.391,28.065,30.534,33.453,42.883,44.903,47.598,46.251,54.558,52.313,57.027,76.111,90.031,85.541,77.234,70.274,66.682,69.151,4289.817,157.743,676.689,834.432
11E0402,Bragança,35280,909.504,523.696,9.702,34.722,33.957,39.541,47.477,82.653,61.735,48.328,53.316,62.5,69.444,62.84,66.468,66.582,69.7,62.67,50.765,42.234,45.068,2498.952,174.171,435.245,609.416
11E0405,Macedo de Cavaleiros,13771,901.809,525.815,-67.132,26.868,30.571,35.364,40.447,45.385,40.229,40.883,45.53,58.166,56.568,68.042,74.432,81.693,85.615,78.861,70.801,55.406,65.137,3834.116,168.313,645.331,813.644
11E0406,Miranda do Douro,6235,939.95,515.477,-96.377,25.18,30.634,31.917,32.719,37.851,37.37,32.719,46.672,58.38,59.342,68.966,63.994,83.24,86.287,79.711,78.909,66.399,79.711,4457.038,168.308,750.154,918.462
11E0407,Mirandela,21298,875.484,533.196,-56.442,31.224,34.229,39.957,46.061,54.418,45.92,44.558,47.751,59.254,65.123,66.673,67.659,77.003,79.256,71.415,62.964,50.099,56.437,3037.416,183.505,557.381,740.886
11E0408,Mogadouro,8217,934.322,516.977,-71.525,24.705,26.652,33.346,32.737,37.483,38.213,44.785,50.262,52.452,57.807,64.744,78.496,85.676,82.877,75.088,71.681,67.786,75.21,4399.425,156.089,686.701,842.79
11E0410,Vila Flor,5810,920.661,520.654,-75.43,31.153,29.776,32.874,40.448,42.857,38.21,32.53,49.053,65.749,65.921,65.404,69.191,79.346,83.993,80.895,77.108,57.487,58.003,3811.009,170.954,651.506,822.459
11E0411,Vimioso,3885,942.5,514.801,-110.577,24.968,28.057,28.829,28.571,33.977,39.125,36.293,44.53,51.48,54.826,50.965,63.835,84.685,94.981,91.12,88.288,73.359,82.111,5251.572,167.633,880.337,1047.97
11E0412,Vinhais,7624,943.411,514.559,-80.67,21.905,23.085,24.921,27.282,33.447,30.299,33.841,43.547,54.302,52.991,61.385,70.567,83.158,94.439,86.306,86.175,79.879,92.471,6283.302,142.437,894.976,1037.413
1500801,Albufeira,51963,1061.288,485.134,232.987,44.493,46.514,48.631,48.477,53.538,70.723,73.706,76.285,79.73,80.134,73.841,71.32,64.296,55.116,43.877,29.964,20.495,18.86,1205.347,201.774,243.208,444.982
1500802,Alcoutim,2516,1004.781,498.808,-76.358,21.065,22.258,22.655,34.579,46.105,37.361,32.194,32.989,54.054,56.041,61.208,72.734,67.568,81.081,97.774,79.889,81.479,98.967,6656.627,133.333,887.55,1020.884
1500803,Aljezur,6326,1014.65,496.364,115.697,40.942,50.743,46.791,40.31,38.887,50.269,61.808,64.18,78.723,80.145,69.712,66.709,64.18,59.911,54.695,44.736,40.31,46.949,1780.822,225.193,401.028,626.221
1500804,Castro Marim,6800,984.243,503.971,48.574,35.294,36.176,42.353,40.0,43.235,45.441,45.735,51.618,57.794,68.235,66.618,70.588,75.294,81.912,84.265,58.529,42.941,53.971,2825.581,201.615,569.68,771.295
1500805,Faro,73001,970.869,507.39,105.841,43.739,43.808,47.232,48.328,55.26,62.533,64.711,71.465,76.259,81.15,68.985,63.533,62.369,57.999,53.013,39.945,29.493,30.178,1562.76,205.897,321.768,527.665
1500806,Lagoa,25867,1011.274,497.197,133.821,42.989,43.994,50.605,49.523,51.262,50.334,55.167,63.479,65.373,78.092,73.375,75.811,69.664,68.775,62.087,42.448,29.226,27.796,1674.066,217.676,364.404,582.08
1500807,Lagos,35773,987.278,503.201,137.999,37.095,41.707,47.662,47.662,47.801,50.178,56.355,58.005,70.668,75.728,70.472,75.644,76.482,75.616,64.238,42.434,31.085,31.169,1933.687,201.058,388.783,589.84
1500808,Loulé,81185,988.318,502.938,159.223,43.308,46.511,49.898,46.511,49.332,53.236,59.642,67.352,74.804,77.539,71.688,69.138,67.192,62.093,56.661,42.52,30.745,31.829,1602.133,219.532,351.72,571.252
1500809,Monchique,5352,1008.255,497.945,-45.479,33.445,33.819,36.622,34.567,38.864,36.996,40.359,47.459,56.988,64.462,69.32,83.146,81.278,78.849,68.946,62.407,63.154,69.32,3298.561,187.711,619.176,806.887
1500810,Olhão,45727,981.239,504.735,32.026,44.503,47.193,54.541,54.213,49.336,51.02,55.809,66.984,74.704,82.315,66.853,65.432,60.686,60.161,61.299,45.028,32.213,27.708,1548.228,233.102,360.895,593.997
1500811,Portimão,65885,977.638,505.654,157.502,45.17,49.252,50.558,50.922,51.408,56.948,61.577,70.593,76.497,79.988,69.667,61.41,61.941,61.896,54.747,39.888,28.049,29.491,1476.549,226.195,333.988,560.184
1500812,São Brás de Alportel,11373,950.772,512.618,54.129,43.524,46.338,49.591,48.624,43.964,43.7,51.526,59.967,72.189,84.059,73.244,67.792,62.956,65.418,61.373,45.546,39.743,40.447,1810.845,229.356,415.329,644.685
1500813,Silves,39760,1020.017,495.045,91.169,44.291,46.73,48.39,46.856,45.347,52.389,57.998,68.209,75.83,75.528,66.776,68.008,64.965,63.632,56.715,46.253,34.582,37.5,1712.069,224.168,383.791,607.959
1500814,Tavira,29913,1069.388,483.235,137.852,34.567,37.308,43.961,42.423,45.198,51.75,57.065,64.153,68.331,70.638,66.994,67.863,71.14,79.464,72.677,52.586,35.67,38.211,2405.195,191.289,460.086,651.375
1500815,Vila do Bispo,5970,986.689,503.35,128.544,41.206,43.719,41.876,42.881,35.511,50.419,62.982,61.642,70.184,75.377,70.519,73.869,68.509,67.672,65.327,55.109,35.846,37.353,2060.766,207.227,427.046,634.273
1500816,Vila Real de Santo António,20519,968.249,508.066,96.218,39.183,42.205,50.685,50.928,46.688,48.345,51.172,56.728,69.594,74.419,68.96,63.551,72.08,77.197,73.834,48.735,33.481,32.214,2009.963,219.22,440.624,659.845
16B1001,Alcobaça,55603,941.852,514.972,7.629,35.466,38.469,45.159,50.879,54.422,52.209,50.968,56.112,67.442,73.305,76.201,73.377,70.086,67.766,61.382,50.968,37.912,37.876,2148.747,190.55,409.444,599.994
16B1005,Bombarral,12735,921.684,520.377,4.892,40.911,39.262,47.507,47.742,46.565,51.669,47.664,60.071,65.96,69.494,70.828,70.043,65.567,73.812,69.886,55.281,39.733,38.005,2167.282,214.37,464.601,678.972
16B1006,Caldas da Rainha,52872,905.709,524.739,38.335,34.725,41.704,46.471,51.691,53.734,50.802,50.859,57.989,69.697,74.463,72.061,71.664,70.207,67.654,59.445,48.305,40.021,38.508,2066.174,197.22,407.491,604.71
16B1011,Nazaré,15699,921.542,520.415,49.679,38.41,44.844,47.073,45.735,49.303,50.258,49.685,56.564,74.654,71.087,72.107,70.769,66.246,72.998,69.941,53.698,36.818,29.811,2020.039,214.916,434.139,649.055
16B1012,Óbidos,12371,972.732,506.911,59.342,38.235,42.923,44.54,47.935,52.461,46.884,43.246,57.473,68.305,75.418,74.933,71.538,74.529,71.215,67.173,49.066,39.285,34.84,2081.029,205.145,426.913,632.058
16B1014,Peniche,28004,938.932,515.748,40.152,42.137,44.922,49.029,50.207,51.171,46.993,52.814,59.813,74.311,74.097,67.348,67.812,66.848,68.812,59.813,54.992,37.495,31.388,1855.419,222.579,412.977,635.557
16B1101,Alenquer,45445,968.253,508.065,56.394,46.298,50.611,55.276,54.792,55.584,54.043,59.06,68.61,79.261,85.62,71.537,64.65,59.104,50.501,49.598,38.486,29.376,27.594,1284.991,233.318,299.811,533.129
16B1102,Arruda dos Vinhos,14874,957.363,510.891,101.615,41.28,54.39,71.265,69.383,55.937,44.776,44.574,65.483,87.401,96.948,74.963,64.273,51.298,47.398,43.902,36.843,26.287,23.598,1066.452,254.85,271.785,526.635
16B1104,Cadaval,13068,940.6,515.305,-42.076,32.14,39.027,48.898,47.674,51.194,42.317,41.016,53.949,68.717,72.926,72.161,65.886,71.166,75.298,65.657,60.53,46.679,44.766,2439.771,204.537,499.022,703.559
16B1108,Lourinhã,26981,956.421,511.137,51.276,40.213,45.588,48.812,51.925,49.85,48.664,50.628,64.008,74.867,78.685,68.085,69.123,65.268,66.009,61.784,48.738,35.358,32.393,1814.703,216.732,393.305,610.037
16B1112,Sobral de Monte Agraço,10504,948.071,513.328,23.782,44.174,48.743,55.693,55.312,54.455,49.315,49.505,66.07,83.111,91.013,73.877,64.261,62.262,54.17,51.504,39.509,31.131,25.895,1360.666,228.919,311.483,540.402
16B1113,Torres Vedras,84777,961.84,509.726,54.545,41.686,43.55,48.409,52.326,54.744,55.156,56.926,64.817,75.646,82.121,73.64,67.813,62.729,56.584,53.187,45.425,34.207,31.034,1649.426,206.907,341.277,548.184
16D0101,Águeda,47267,939.0,515.73,18.181,37.51,41.361,43.963,46.1,51.262,51.114,54.118,61.248,68.378,74.322,73.074,73.117,69.943,67.658,63.681,48.321,36.304,38.526,2071.822,197.268,408.705,605.973
16D0102,Albergaria-a-Velha,25032,948.167,513.303,6.676,39.07,41.427,49.297,51.015,54.41,54.53,51.294,64.877,74.145,75.983,76.143,71.149,67.913,61.242,57.886,44.263,33.477,31.879,1762.388,202.342,356.605,558.946
16D0103,Anadia,27543,922.186,520.241,-18.46,32.676,35.544,40.301,43.931,51.447,46.763,47.816,51.737,63.827,71.307,73.304,71.525,74.211,71.307,70.653,56.421,46.073,51.156,2723.988,182.123,496.1,678.223
