county_name,state_fips,county_fips,median_home_value_usd
"Delaware County, Oklahoma",40,041,152500
"Dewey County, Oklahoma",40,043,117200
"Ellis County, Oklahoma",40,045,106800
"Garfield County, Oklahoma",40,047,142000
"Garvin County, Oklahoma",40,049,124300
"Grady County, Oklahoma",40,051,177100
"Grant County, Oklahoma",40,053,84700
"Greer County, Oklahoma",40,055,97400
"Harmon County, Oklahoma",40,057,78500
"Harper County, Oklahoma",40,059,96700
"Haskell County, Oklahoma",40,061,109600
"Hughes County, Oklahoma",40,063,87300
"Jackson County, Oklahoma",40,065,115200
"Jefferson County, Oklahoma",40,067,72200
"Johnston County, Oklahoma",40,069,99100
"Kay County, Oklahoma",40,071,111600
"Kingfisher County, Oklahoma",40,073,189000
"Kiowa County, Oklahoma",40,075,80200
"Latimer County, Oklahoma",40,077,102400
"Le Flore County, Oklahoma",40,079,111300
"Lincoln County, Oklahoma",40,081,141400
"Logan County, Oklahoma",40,083,221300
"Love County, Oklahoma",40,085,154500
"McClain County, Oklahoma",40,087,214400
"McCurtain County, Oklahoma",40,089,111400
"McIntosh County, Oklahoma",40,091,121000
"Major County, Oklahoma",40,093,123200
"Marshall County, Oklahoma",40,095,136500
"Mayes County, Oklahoma",40,097,153500
"Murray County, Oklahoma",40,099,148200
"Muskogee County, Oklahoma",40,101,128900
"Noble County, Oklahoma",40,103,140900
"Nowata County, Oklahoma",40,105,113100
"Okfuskee County, Oklahoma",40,107,104300
"Oklahoma County, Oklahoma",40,109,190500
"Okmulgee County, Oklahoma",40,111,106300
"Osage County, Oklahoma",40,113,155200
"Ottawa County, Oklahoma",40,115,107500
"Pawnee County, Oklahoma",40,117,115000
"Payne County, Oklahoma",40,119,196100
"Pittsburg County, Oklahoma",40,121,135800
"Pontotoc County, Oklahoma",40,123,151500
"Pottawatomie County, Oklahoma",40,125,147000
"Pushmataha County, Oklahoma",40,127,103500
"Roger Mills County, Oklahoma",40,129,150700
"Rogers County, Oklahoma",40,131,206300
"Seminole County, Oklahoma",40,133,88100
"Sequoyah County, Oklahoma",40,135,118600
"Stephens County, Oklahoma",40,137,127500
"Texas County, Oklahoma",40,139,146200
"Tillman County, Oklahoma",40,141,62900
"Tulsa County, Oklahoma",40,143,196300
"Wagoner County, Oklahoma",40,145,201600
"Washington County, Oklahoma",40,147,151000
"Washita County, Oklahoma",40,149,102600
"Woods County, Oklahoma",40,151,146700
"Woodward County, Oklahoma",40,153,161600
"Baker County, Oregon",41,001,231100
"Benton County, Oregon",41,003,442300
"Clackamas County, Oregon",41,005,532200
"Clatsop County, Oregon",41,007,407700
"Columbia County, Oregon",41,009,365100
"Coos County, Oregon",41,011,276300
"Crook County, Oregon",41,013,368200
"Curry County, Oregon",41,015,353200
"Deschutes County, Oregon",41,017,526200
"Douglas County, Oregon",41,019,262400
"Gilliam County, Oregon",41,021,151500
"Grant County, Oregon",41,023,185500
"Harney County, Oregon",41,025,174100
"Hood River County, Oregon",41,027,492500
"Jackson County, Oregon",41,029,369500
"Jefferson County, Oregon",41,031,307200
"Josephine County, Oregon",41,033,353800
"Klamath County, Oregon",41,035,234200
"Lake County, Oregon",41,037,169000
"Lane County, Oregon",41,039,363800
"Lincoln County, Oregon",41,041,345300
"Linn County, Oregon",41,043,319800
"Malheur County, Oregon",41,045,187500
"Marion County, Oregon",41,047,352500
"Morrow County, Oregon",41,049,213900
"Multnomah County, Oregon",41,051,492100
"Polk County, Oregon",41,053,382200
"Sherman County, Oregon",41,055,186300
"Tillamook County, Oregon",41,057,363100
"Umatilla County, Oregon",41,059,236800
"Union County, Oregon",41,061,243400
"Wallowa County, Oregon",41,063,336900
"Wasco County, Oregon",41,065,298200
"Washington County, Oregon",41,067,504300
"Wheeler County, Oregon",41,069,194900
"Yamhill County, Oregon",41,071,408500
"Adams County, Pennsylvania",42,001,242800
"Allegheny County, Pennsylvania",42,003,200200
"Armstrong County, Pennsylvania",42,005,135800
"Beaver County, Pennsylvania",42,007,170900
"Bedford County, Pennsylvania",42,009,165200
"Berks County, Pennsylvania",42,011,225700
"Blair County, Pennsylvania",42,013,149300
"Bradford County, Pennsylvania",42,015,169700
"Bucks County, Pennsylvania",42,017,395800
"Butler County, Pennsylvania",42,019,258500
"Cambria County, Pennsylvania",42,021,110900
"Cameron County, Pennsylvania",42,023,85900
"Carbon County, Pennsylvania",42,025,179600
"Centre County, Pennsylvania",42,027,289800
"Chester County, Pennsylvania",42,029,435000
"Clarion County, Pennsylvania",42,031,143300
"Clearfield County, Pennsylvania",42,033,118300
"Clinton County, Pennsylvania",42,035,165100
"Columbia County, Pennsylvania",42,037,183200
"Crawford County, Pennsylvania",42,039,136000
"Cumberland County, Pennsylvania",42,041,246200
"Dauphin County, Pennsylvania",42,043,208200
"Delaware County, Pennsylvania",42,045,289700
"Elk County, Pennsylvania",42,047,121900
"Erie County, Pennsylvania",42,049,160200
"Fayette County, Pennsylvania",42,051,121800
"Forest County, Pennsylvania",42,053,102300
"Franklin County, Pennsylvania",42,055,222000
"Fulton County, Pennsylvania",42,057,188000
"Greene County, Pennsylvania",42,059,140900
"Huntingdon County, Pennsylvania",42,061,169000
"Indiana County, Pennsylvania",42,063,140700
"Jefferson County, Pennsylvania",42,065,121100
"Juniata County, Pennsylvania",42,067,185900
"Lackawanna County, Pennsylvania",42,069,175700
"Lancaster County, Pennsylvania",42,071,263600
"Lawrence County, Pennsylvania",42,073,130000
"Lebanon County, Pennsylvania",42,075,211400
"Lehigh County, Pennsylvania",42,077,254500
"Luzerne County, Pennsylvania",42,079,152400
"Lycoming County, Pennsylvania",42,081,182500
"McKean County, Pennsylvania",42,083,96600
"Mercer County, Pennsylvania",42,085,146100
"Mifflin County, Pennsylvania",42,087,131300
"Monroe County, Pennsylvania",42,089,221100
"Montgomery County, Pennsylvania",42,091,382300
"Montour County, Pennsylvania",42,093,227800
"Northampton County, Pennsylvania",42,095,265600
"Northumberland County, Pennsylvania",42,097,141300
"Perry County, Pennsylvania",42,099,210600
"Philadelphia County, Pennsylvania",42,101,215500
"Pike County, Pennsylvania",42,103,225100
"Potter County, Pennsylvania",42,105,135200
"Schuylkill County, Pennsylvania",42,107,127900
"Snyder County, Pennsylvania",42,109,197300
"Somerset County, Pennsylvania",42,111,124500
"Sullivan County, Pennsylvania",42,113,179000
"Susquehanna County, Pennsylvania",42,115,199000
"Tioga County, Pennsylvania",42,117,165000
"Union County, Pennsylvania",42,119,210300
"Venango County, Pennsylvania",42,121,108500
"Warren County, Pennsylvania",42,123,116300
"Washington County, Pennsylvania",42,125,205600
"Wayne County, Pennsylvania",42,127,211000
"Westmoreland County, Pennsylvania",42,129,181600
"Wyoming County, Pennsylvania",42,131,194700
"York County, Pennsylvania",42,133,220700
"Bristol County, Rhode Island",44,001,443700
"Kent County, Rhode Island",44,003,306000
"Newport County, Rhode Island",44,005,503700
"Providence County, Rhode Island",44,007,310500
"Washington County, Rhode Island",44,009,436000
"Abbeville County, South Carolina",45,001,118400
"Aiken County, South Carolina",45,003,181800
"Allendale County, South Carolina",45,005,61800
"Anderson County, South Carolina",45,007,189400
"Bamberg County, South Carolina",45,009,97200
"Barnwell County, South Carolina",45,011,97100
"Beaufort County, South Carolina",45,013,377900
"Berkeley County, South Carolina",45,015,253100
"Calhoun County, South Carolina",45,017,130900
"Charleston County, South Carolina",45,019,415000
"Cherokee County, South Carolina",45,021,124500
"Chester County, South Carolina",45,023,133600
"Chesterfield County, South Carolina",45,025,91400
"Clarendon County, South Carolina",45,027,134000
"Colleton County, South Carolina",45,029,127200
"Darlington County, South Carolina",45,031,132600
"Dillon County, South Carolina",45,033,89500
"Dorchester County, South Carolina",45,035,273000
"Edgefield County, South Carolina",45,037,162900
"Fairfield County, South Carolina",45,039,123200
"Florence County, South Carolina",45,041,157400
"Georgetown County, South Carolina",45,043,234600
"Greenville County, South Carolina",45,045,248900
"Greenwood County, South Carolina",45,047,144000
"Hampton County, South Carolina",45,049,93900
"Horry County, South Carolina",45,051,235000
"Jasper County, South Carolina",45,053,243700
"Kershaw County, South Carolina",45,055,173800
"Lancaster County, South Carolina",45,057,272100
"Laurens County, South Carolina",45,059,138600
"Lee County, South Carolina",45,061,93400
"Lexington County, South Carolina",45,063,197600
"McCormick County, South Carolina",45,065,119500
"Marion County, South Carolina",45,067,90200
"Marlboro County, South Carolina",45,069,77900
"Newberry County, South Carolina",45,071,139200
"Oconee County, South Carolina",45,073,192800
"Orangeburg County, South Carolina",45,075,105500
"Pickens County, South Carolina",45,077,196600
"Richland County, South Carolina",45,079,201200
"Saluda County, South Carolina",45,081,117800
"Spartanburg County, South Carolina",45,083,195800
"Sumter County, South Carolina",45,085,146300
"Union County, South Carolina",45,087,95300
"Williamsburg County, South Carolina",45,089,86900
"York County, South Carolina",45,091,287600
"Aurora County, South Dakota",46,003,120800
"Beadle County, South Dakota",46,005,152100
"Bennett County, South Dakota",46,007,128100
"Bon Homme County, South Dakota",46,009,112700
"Brookings County, South Dakota",46,011,227800
"Brown County, South Dakota",46,013,200400
"Brule County, South Dakota",46,015,187900
"Buffalo County, South Dakota",46,017,103800
"Butte County, South Dakota",46,019,189000
"Campbell County, South Dakota",46,021,80300
"Charles Mix County, South Dakota",46,023,163200
"Clark County, South Dakota",46,025,135500
"Clay County, South Dakota",46,027,209300
"Codington County, South Dakota",46,029,206600
"Corson County, South Dakota",46,031,76000
"Custer County, South Dakota",46,033,294700
"Davison County, South Dakota",46,035,178100
"Day County, South Dakota",46,037,134800
"Deuel County, South Dakota",46,039,178100
"Dewey County, South Dakota",46,041,74800
"Douglas County, South Dakota",46,043,120900
"Edmunds County, South Dakota",46,045,142300
"Fall River County, South Dakota",46,047,158500
"Faulk County, South Dakota",46,049,115300
"Grant County, South Dakota",46,051,168500
"Gregory County, South Dakota",46,053,109100
"Haakon County, South Dakota",46,055,139200
"Hamlin County, South Dakota",46,057,181800
"Hand County, South Dakota",46,059,150000
"Hanson County, South Dakota",46,061,171300
"Harding County, South Dakota",46,063,128300
"Hughes County, South Dakota",46,065,216500
"Hutchinson County, South Dakota",46,067,143800
"Hyde County, South Dakota",46,069,97300
"Jackson County, South Dakota",46,071,108400
"Jerauld County, South Dakota",46,073,117600
"Jones County, South Dakota",46,075,99000
"Kingsbury County, South Dakota",46,077,149300
"Lake County, South Dakota",46,079,196600
"Lawrence County, South Dakota",46,081,267900
"Lincoln County, South Dakota",46,083,292200
"Lyman County, South Dakota",46,085,132100
"McCook County, South Dakota",46,087,186100
"McPherson County, South Dakota",46,089,77900
"Marshall County, South Dakota",46,091,141100
"Meade County, South Dakota",46,093,252300
"Mellette County, South Dakota",46,095,60700
"Miner County, South Dakota",46,097,93900
"Minnehaha County, South Dakota",46,099,246200
"Moody County, South Dakota",46,101,194000
"Oglala Lakota County, South Dakota",46,102,46700
"Pennington County, South Dakota",46,103,247800
"Perkins County, South Dakota",46,105,108900
"Potter County, South Dakota",46,107,129800
"Roberts County, South Dakota",46,109,127800
"Sanborn County, South Dakota",46,111,128800
"Spink County, South Dakota",46,115,108200
"Stanley County, South Dakota",46,117,170400
"Sully County, South Dakota",46,119,190800
"Todd County, South Dakota",46,121,40500
"Tripp County, South Dakota",46,123,128100
"Turner County, South Dakota",46,125,175300
"Union County, South Dakota",46,127,254900
"Walworth County, South Dakota",46,129,115900
"Yankton County, South Dakota",46,135,190400
"Ziebach County, South Dakota",46,137,93000
"Anderson County, Tennessee",47,001,193900
"Bedford County, Tennessee",47,003,221200
"Benton County, Tennessee",47,005,112000
"Bledsoe County, Tennessee",47,007,153700
"Blount County, Tennessee",47,009,247600
"Bradley County, Tennessee",47,011,209800
"Campbell County, Tennessee",47,013,142100
"Cannon County, Tennessee",47,015,217700
"Carroll County, Tennessee",47,017,117500
"Carter County, Tennessee",47,019,145000
"Cheatham County, Tennessee",47,021,262200
"Chester County, Tennessee",47,023,136700
"Claiborne County, Tennessee",47,025,135400
"Clay County, Tennessee",47,027,132500
"Cocke County, Tennessee",47,029,137000
"Coffee County, Tennessee",47,031,203400
"Crockett County, Tennessee",47,033,127000
"Cumberland County, Tennessee",47,035,199800
"Davidson County, Tennessee",47,037,354700
"Decatur County, Tennessee",47,039,128600
"DeKalb County, Tennessee",47,041,183100
"Dickson County, Tennessee",47,043,243800
"Dyer County, Tennessee",47,045,148900
"Fayette County, Tennessee",47,047,282600
"Fentress County, Tennessee",47,049,137000
"Franklin County, Tennessee",47,051,192400
"Gibson County, Tennessee",47,053,130900
"Giles County, Tennessee",47,055,172500
"Grainger County, Tennessee",47,057,151200
"Greene County, Tennessee",47,059,166500
"Grundy County, Tennessee",47,061,126400
"Hamblen County, Tennessee",47,063,166300
"Hamilton County, Tennessee",47,065,250900
"Hancock County, Tennessee",47,067,112600
"Hardeman County, Tennessee",47,069,112700
"Hardin County, Tennessee",47,071,142300
"Hawkins County, Tennessee",47,073,153800
"Haywood County, Tennessee",47,075,116900
"Henderson County, Tennessee",47,077,139600
"Henry County, Tennessee",47,079,141000
"Hickman County, Tennessee",47,081,163900
"Houston County, Tennessee",47,083,149200
"Humphreys County, Tennessee",47,085,175600
"Jackson County, Tennessee",47,087,126100
"Jefferson County, Tennessee",47,089,183800
"Johnson County, Tennessee",47,091,156400
"Knox County, Tennessee",47,093,248200
"Lake County, Tennessee",47,095,111900
"Lauderdale County, Tennessee",47,097,110800
"Lawrence County, Tennessee",47,099,156500
"Lewis County, Tennessee",47,101,139100
"Lincoln County, Tennessee",47,103,186300
"Loudon County, Tennessee",47,105,263800
"McMinn County, Tennessee",47,107,173300
"McNairy County, Tennessee",47,109,125400
"Macon County, Tennessee",47,111,185100
"Madison County, Tennessee",47,113,170700
"Marion County, Tennessee",47,115,153000
"Marshall County, Tennessee",47,117,218500
"Maury County, Tennessee",47,119,273400
"Meigs County, Tennessee",47,121,163000
"Monroe County, Tennessee",47,123,174800
"Montgomery County, Tennessee",47,125,226400
"Moore County, Tennessee",47,127,256700
"Morgan County, Tennessee",47,129,133000
"Obion County, Tennessee",47,131,119500
"Overton County, Tennessee",47,133,156000
"Perry County, Tennessee",47,135,122900
"Pickett County, Tennessee",47,137,149300
"Polk County, Tennessee",47,139,128200
"Putnam County, Tennessee",47,141,221200
"Rhea County, Tennessee",47,143,155800
"Roane County, Tennessee",47,145,193400
"Robertson County, Tennessee",47,147,271300
"Rutherford County, Tennessee",47,149,305100
"Scott County, Tennessee",47,151,113900
"Sequatchie County, Tennessee",47,153,184600
"Sevier County, Tennessee",47,155,239800
"Shelby County, Tennessee",47,157,206100
"Smith County, Tennessee",47,159,200500
"Stewart County, Tennessee",47,161,163700
"Sullivan County, Tennessee",47,163,173000
"Sumner County, Tennessee",47,165,332700
"Tipton County, Tennessee",47,167,203500
"Trousdale County, Tennessee",47,169,217400
"Unicoi County, Tennessee",47,171,150600
"Union County, Tennessee",47,173,164400
"Van Buren County, Tennessee",47,175,132700
"Warren County, Tennessee",47,177,149700
"Washington County, Tennessee",47,179,211100
"Wayne County, Tennessee",47,181,129000
"Weakley County, Tennessee",47,183,123100
"White County, Tennessee",47,185,161500
"Williamson County, Tennessee",47,187,611100
"Wilson County, Tennessee",47,189,358900
"Anderson County, Texas",48,001,154600
"Andrews County, Texas",48,003,179300
"Angelina County, Texas",48,005,138600
"Aransas County, Texas",48,007,221500
"Archer County, Texas",48,009,157500
"Armstrong County, Texas",48,011,167600
"Atascosa County, Texas",48,013,141000
"Austin County, Texas",48,015,240000
"Bailey County, Texas",48,017,112400
"Bandera County, Texas",48,019,237300
"Bastrop County, Texas",48,021,235900
"Baylor County, Texas",48,023,92100
"Bee County, Texas",48,025,106700
"Bell County, Texas",48,027,196300
"Bexar County, Texas",48,029,222300
"Blanco County, Texas",48,031,309800
"Borden County, Texas",48,033,104200
"Bosque County, Texas",48,035,151400
"Bowie County, Texas",48,037,150300
"Brazoria County, Texas",48,039,256900
"Brazos County, Texas",48,041,260800
"Brewster County, Texas",48,043,200500
"Briscoe County, Texas",48,045,77400
"Brooks County, Texas",48,047,80100
"Brown County, Texas",48,049,137900
"Burleson County, Texas",48,051,154700
"Burnet County, Texas",48,053,268300
"Caldwell County, Texas",48,055,185400
"Calhoun County, Texas",48,057,128200
"Callahan County, Texas",48,059,129500
"Cameron County, Texas",48,061,109600
"Camp County, Texas",48,063,146600
"Carson County, Texas",48,065,129700
"Cass County, Texas",48,067,115600
"Castro County, Texas",48,069,96400
"Chambers County, Texas",48,071,279200
"Cherokee County, Texas",48,073,138500
"Childress County, Texas",48,075,111100
"Clay County, Texas",48,077,139700
"Cochran County, Texas",48,079,48000
"Coke County, Texas",48,081,94900
"Coleman County, Texas",48,083,91800
"Collin County, Texas",48,085,411100
"Collingsworth County, Texas",48,087,89500
"Colorado County, Texas",48,089,172900
"Comal County, Texas",48,091,369400
"Comanche County, Texas",48,093,131800
"Concho County, Texas",48,095,92900
"Cooke County, Texas",48,097,207100
"Coryell County, Texas",48,099,153300
"Cottle County, Texas",48,101,51400
"Crane County, Texas",48,103,117000
"Crockett County, Texas",48,105,181300
"Crosby County, Texas",48,107,69600
"Culberson County, Texas",48,109,83300
"Dallam County, Texas",48,111,113800
"Dallas County, Texas",48,113,252200
"Dawson County, Texas",48,115,95100
"Deaf Smith County, Texas",48,117,107500
"Delta County, Texas",48,119,163700
"Denton County, Texas",48,121,377000
"DeWitt County, Texas",48,123,156700
"Dickens County, Texas",48,125,67000
"Dimmit County, Texas",48,127,75900
"Donley County, Texas",48,129,98900
"Duval County, Texas",48,131,76000
"Eastland County, Texas",48,133,110500
"Ector County, Texas",48,135,175600
"Edwards County, Texas",48,137,86800
"Ellis County, Texas",48,139,275800
"El Paso County, Texas",48,141,153600
"Erath County, Texas",48,143,219600
"Falls County, Texas",48,145,103400
"Fannin County, Texas",48,147,193200
"Fayette County, Texas",48,149,254200
"Fisher County, Texas",48,151,82700
"Floyd County, Texas",48,153,90800
"Foard County, Texas",48,155,65000
"Fort Bend County, Texas",48,157,329600
"Franklin County, Texas",48,159,194800
"Freestone County, Texas",48,161,154900
"Frio County, Texas",48,163,98000
"Gaines County, Texas",48,165,181100
"Galveston County, Texas",48,167,260600
"Garza County, Texas",48,169,87500
"Gillespie County, Texas",48,171,399400
"Glasscock County, Texas",48,173,258300
"Goliad County, Texas",48,175,172400
"Gonzales County, Texas",48,177,156100
"Gray County, Texas",48,179,93600
"Grayson County, Texas",48,181,206900
"Gregg County, Texas",48,183,171900
"Grimes County, Texas",48,185,212500
"Guadalupe County, Texas",48,187,258600
"Hale County, Texas",48,189,97500
"Hall County, Texas",48,191,68000
"Hamilton County, Texas",48,193,122600
"Hansford County, Texas",48,195,101700
"Hardeman County, Texas",48,197,65800
"Hardin County, Texas",48,199,175800
"Harris County, Texas",48,201,235300
"Harrison County, Texas",48,203,164400
"Hartley County, Texas",48,205,226500
"Haskell County, Texas",48,207,69800
"Hays County, Texas",48,209,335700
"Hemphill County, Texas",48,211,200600
"Henderson County, Texas",48,213,159600
"Hidalgo County, Texas",48,215,112700
"Hill County, Texas",48,217,142000
"Hockley County, Texas",48,219,110800
"Hood County, Texas",48,221,249400
"Hopkins County, Texas",48,223,172800
"Houston County, Texas",48,225,128300
"Howard County, Texas",48,227,132900
"Hudspeth County, Texas",48,229,57400
"Hunt County, Texas",48,231,184000
"Hutchinson County, Texas",48,233,96500
"Irion County, Texas",48,235,149600
"Jack County, Texas",48,237,135500
"Jackson County, Texas",48,239,140300
"Jasper County, Texas",48,241,117400
"Jeff Davis County, Texas",48,243,167300
"Jefferson County, Texas",48,245,151500
"Jim Hogg County, Texas",48,247,115100
"Jim Wells County, Texas",48,249,91600
"Johnson County, Texas",48,251,225000
"Jones County, Texas",48,253,88400
"Karnes County, Texas",48,255,137800
"Kaufman County, Texas",48,257,256900
"Kendall County, Texas",48,259,464100
"Kent County, Texas",48,263,76400
"Kerr County, Texas",48,265,260700
"Kimble County, Texas",48,267,189600
"Kinney County, Texas",48,271,112200
"Kleberg County, Texas",48,273,128300
"Knox County, Texas",48,275,55100
"Lamar County, Texas",48,277,152800
"Lamb County, Texas",48,279,79300
"Lampasas County, Texas",48,281,217100
"La Salle County, Texas",48,283,99400
"Lavaca County, Texas",48,285,205500
"Lee County, Texas",48,287,208100
"Leon County, Texas",48,289,158700
"Liberty County, Texas",48,291,145400
"Limestone County, Texas",48,293,135400
"Lipscomb County, Texas",48,295,119800
"Live Oak County, Texas",48,297,143000
"Llano County, Texas",48,299,287000
"Loving County, Texas",48,301,218800
"Lubbock County, Texas",48,303,183700
"Lynn County, Texas",48,305,116800
"McCulloch County, Texas",48,307,98700
"McLennan County, Texas",48,309,196400
"McMullen County, Texas",48,311,105100
"Madison County, Texas",48,313,139100
"Marion County, Texas",48,315,103100
"Martin County, Texas",48,317,143500
"Mason County, Texas",48,319,254500
"Matagorda County, Texas",48,321,155200
"Maverick County, Texas",48,323,125000
"Medina County, Texas",48,325,186200
"Menard County, Texas",48,327,86500
"Midland County, Texas",48,329,272900
"Milam County, Texas",48,331,149600
"Mills County, Texas",48,333,188900
"Mitchell County, Texas",48,335,83900
"Montague County, Texas",48,337,166900
"Montgomery County, Texas",48,339,293500
"Moore County, Texas",48,341,122700
"Morris County, Texas",48,343,108600
"Motley County, Texas",48,345,72100
"Nacogdoches County, Texas",48,347,150700
"Navarro County, Texas",48,349,142300
"Newton County, Texas",48,351,90100
"Nolan County, Texas",48,353,91300
"Nueces County, Texas",48,355,177700
"Ochiltree County, Texas",48,357,118400
"Oldham County, Texas",48,359,125000
"Orange County, Texas",48,361,152800
"Palo Pinto County, Texas",48,363,151500
"Panola County, Texas",48,365,139400
"Parker County, Texas",48,367,311000
"Parmer County, Texas",48,369,134300
"Pecos County, Texas",48,371,144300
"Polk County, Texas",48,373,151100
"Potter County, Texas",48,375,119900
"Presidio County, Texas",48,377,121000
"Rains County, Texas",48,379,174000
"Randall County, Texas",48,381,209200
"Reagan County, Texas",48,383,123900
"Real County, Texas",48,385,258000
"Red River County, Texas",48,387,113600
"Reeves County, Texas",48,389,108800
"Refugio County, Texas",48,391,92900
"Roberts County, Texas",48,393,164200
"Robertson County, Texas",48,395,156800
"Rockwall County, Texas",48,397,363500
"Runnels County, Texas",48,399,89700
"Rusk County, Texas",48,401,148100
"Sabine County, Texas",48,403,134300
"San Augustine County, Texas",48,405,82400
"San Jacinto County, Texas",48,407,167700
"San Patricio County, Texas",48,409,163900
"San Saba County, Texas",48,411,134300
"Schleicher County, Texas",48,413,96700
"Scurry County, Texas",48,415,109400
"Shackelford County, Texas",48,417,178500
"Shelby County, Texas",48,419,107400
"Sherman County, Texas",48,421,108100
"Smith County, Texas",48,423,201400
"Somervell County, Texas",48,425,246600
"Starr County, Texas",48,427,88300
"Stephens County, Texas",48,429,98000
"Sterling County, Texas",48,431,121000
"Stonewall County, Texas",48,433,54700
"Sutton County, Texas",48,435,132600
"Swisher County, Texas",48,437,85300
"Tarrant County, Texas",48,439,269400
"Taylor County, Texas",48,441,169800
"Terrell County, Texas",48,443,119800
"Terry County, Texas",48,445,105500
"Throckmorton County, Texas",48,447,67000
"Titus County, Texas",48,449,138900
"Tom Green County, Texas",48,451,177800
"Travis County, Texas",48,453,444800
"Trinity County, Texas",48,455,104300
"Tyler County, Texas",48,457,124900
"Upshur County, Texas",48,459,166600
"Upton County, Texas",48,461,95600
"Uvalde County, Texas",48,463,129900
"Val Verde County, Texas",48,465,138500
"Van Zandt County, Texas",48,467,181300
"Victoria County, Texas",48,469,181200
"Walker County, Texas",48,471,187200
"Waller County, Texas",48,473,268200
"Ward County, Texas",48,475,117700
"Washington County, Texas",48,477,248300
"Webb County, Texas",48,479,161000
"Wharton County, Texas",48,481,170100
"Wheeler County, Texas",48,483,105200
"Wichita County, Texas",48,485,129000
"Wilbarger County, Texas",48,487,82300
"Willacy County, Texas",48,489,66900
"Williamson County, Texas",48,491,370100
"Wilson County, Texas",48,493,266600
"Winkler County, Texas",48,495,109100
"Wise County, Texas",48,497,248400
"Wood County, Texas",48,499,170700
"Yoakum County, Texas",48,501,167900
"Young County, Texas",48,503,142100
"Zapata County, Texas",48,505,84800
"Zavala County, Texas",48,507,77300
"Beaver County, Utah",49,001,248200
"Box Elder County, Utah",49,003,308900
"Cache County, Utah",49,005,351700
"Carbon County, Utah",49,007,176400
"Daggett County, Utah",49,009,252400
"Davis County, Utah",49,011,423200
"Duchesne County, Utah",49,013,228600
"Emery County, Utah",49,015,168700
"Garfield County, Utah",49,017,237800
"Grand County, Utah",49,019,426800
"Iron County, Utah",49,021,299400
"Juab County, Utah",49,023,322100
"Kane County, Utah",49,025,297500
"Millard County, Utah",49,027,227000
"Morgan County, Utah",49,029,556900
"Piute County, Utah",49,031,218800
"Rich County, Utah",49,033,272900
"Salt Lake County, Utah",49,035,440400
"San Juan County, Utah",49,037,177900
"Sanpete County, Utah",49,039,268600
"Sevier County, Utah",49,041,239400
"Summit County, Utah",49,043,895100
"Tooele County, Utah",49,045,343900
"Uintah County, Utah",49,047,253100
"Utah County, Utah",49,049,443000
"Wasatch County, Utah",49,051,620800
"Washington County, Utah",49,053,417400
"Wayne County, Utah",49,055,316200
"Weber County, Utah",49,057,346800
"Addison County, Vermont",50,001,311200
"Bennington County, Vermont",50,003,243000
"Caledonia County, Vermont",50,005,197700
"Chittenden County, Vermont",50,007,378300
"Essex County, Vermont",50,009,151200
"Franklin County, Vermont",50,011,263200
"Grand Isle County, Vermont",50,013,339600
"Lamoille County, Vermont",50,015,270700
"Orange County, Vermont",50,017,231000
"Orleans County, Vermont",50,019,196700
"Rutland County, Vermont",50,021,203500
"Washington County, Vermont",50,023,278000
"Windham County, Vermont",50,025,250000
"Windsor County, Vermont",50,027,249700
"Accomack County, Virginia",51,001,184500
"Albemarle County, Virginia",51,003,450200
"Alleghany County, Virginia",51,005,123600
"Amelia County, Virginia",51,007,233700
"Amherst County, Virginia",51,009,181600
"Appomattox County, Virginia",51,011,178000
"Arlington County, Virginia",51,013,833300
"Augusta County, Virginia",51,015,267100
"Bath County, Virginia",51,017,184900
"Bedford County, Virginia",51,019,263900
"Bland County, Virginia",51,021,132500
"Botetourt County, Virginia",51,023,264200
"Brunswick County, Virginia",51,025,127000
"Buchanan County, Virginia",51,027,84900
"Buckingham County, Virginia",51,029,160800
"Campbell County, Virginia",51,031,183100
"Caroline County, Virginia",51,033,253300
"Carroll County, Virginia",51,035,139200
"Charles City County, Virginia",51,036,198800
"Charlotte County, Virginia",51,037,137000
"Chesterfield County, Virginia",51,041,306500
"Clarke County, Virginia",51,043,496600
"Craig County, Virginia",51,045,184700
"Culpeper County, Virginia",51,047,369600
"Cumberland County, Virginia",51,049,208600
"Dickenson County, Virginia",51,051,89200
"Dinwiddie County, Virginia",51,053,223800
"Essex County, Virginia",51,057,217000
"Fairfax County, Virginia",51,059,666900
"Fauquier County, Virginia",51,061,501200
"Floyd County, Virginia",51,063,205400
"Fluvanna County, Virginia",51,065,270900
"Franklin County, Virginia",51,067,207700
"Frederick County, Virginia",51,069,333600
"Giles County, Virginia",51,071,141900
"Gloucester County, Virginia",51,073,274500
"Goochland County, Virginia",51,075,433600
"Grayson County, Virginia",51,077,129100
"Greene County, Virginia",51,079,287800
"Greensville County, Virginia",51,081,146600
"Halifax County, Virginia",51,083,133200
"Hanover County, Virginia",51,085,347900
"Henrico County, Virginia",51,087,309700
"Henry County, Virginia",51,089,111800
"Highland County, Virginia",51,091,182500
"Isle of Wight County, Virginia",51,093,327600
"James City County, Virginia",51,095,396800
"King and Queen County, Virginia",51,097,212500
"King George County, Virginia",51,099,372300
"King William County, Virginia",51,101,252200
"Lancaster County, Virginia",51,103,292300
"Lee County, Virginia",51,105,95800
"Loudoun County, Virginia",51,107,657000
"Louisa County, Virginia",51,109,266700
