county_name,state_fips,county_fips,median_home_value_usd
"Greene County, Indiana",18,055,116400
"Hamilton County, Indiana",18,057,350900
"Hancock County, Indiana",18,059,235500
"Harrison County, Indiana",18,061,202900
"Hendricks County, Indiana",18,063,257700
"Henry County, Indiana",18,065,124900
"Howard County, Indiana",18,067,143100
"Huntington County, Indiana",18,069,134000
"Jackson County, Indiana",18,071,161300
"Jasper County, Indiana",18,073,190700
"Jay County, Indiana",18,075,101500
"Jefferson County, Indiana",18,077,168100
"Jennings County, Indiana",18,079,133200
"Johnson County, Indiana",18,081,240700
"Knox County, Indiana",18,083,122100
"Kosciusko County, Indiana",18,085,183300
"LaGrange County, Indiana",18,087,230300
"Lake County, Indiana",18,089,195100
"LaPorte County, Indiana",18,091,166200
"Lawrence County, Indiana",18,093,146700
"Madison County, Indiana",18,095,135100
"Marion County, Indiana",18,097,184100
"Marshall County, Indiana",18,099,170800
"Martin County, Indiana",18,101,142400
"Miami County, Indiana",18,103,112800
"Monroe County, Indiana",18,105,240600
"Montgomery County, Indiana",18,107,156400
"Morgan County, Indiana",18,109,200600
"Newton County, Indiana",18,111,147900
"Noble County, Indiana",18,113,168100
"Ohio County, Indiana",18,115,189600
"Orange County, Indiana",18,117,125100
"Owen County, Indiana",18,119,151400
"Parke County, Indiana",18,121,121500
"Perry County, Indiana",18,123,136700
"Pike County, Indiana",18,125,127000
"Porter County, Indiana",18,127,242300
"Posey County, Indiana",18,129,200900
"Pulaski County, Indiana",18,131,131500
"Putnam County, Indiana",18,133,175600
"Randolph County, Indiana",18,135,97600
"Ripley County, Indiana",18,137,188400
"Rush County, Indiana",18,139,147200
"St. Joseph County, Indiana",18,141,165700
"Scott County, Indiana",18,143,137200
"Shelby County, Indiana",18,145,170000
"Spencer County, Indiana",18,147,168200
"Starke County, Indiana",18,149,145600
"Steuben County, Indiana",18,151,187500
"Sullivan County, Indiana",18,153,115200
"Switzerland County, Indiana",18,155,162000
"Tippecanoe County, Indiana",18,157,199300
"Tipton County, Indiana",18,159,150700
"Union County, Indiana",18,161,149500
"Vanderburgh County, Indiana",18,163,162800
"Vermillion County, Indiana",18,165,99400
"Vigo County, Indiana",18,167,130300
"Wabash County, Indiana",18,169,135800
"Warren County, Indiana",18,171,151400
"Warrick County, Indiana",18,173,215600
"Washington County, Indiana",18,175,158200
"Wayne County, Indiana",18,177,119400
"Wells County, Indiana",18,179,161300
"White County, Indiana",18,181,153200
"Whitley County, Indiana",18,183,189800
"Adair County, Iowa",19,001,131600
"Adams County, Iowa",19,003,109400
"Allamakee County, Iowa",19,005,156900
"Appanoose County, Iowa",19,007,113900
"Audubon County, Iowa",19,009,99900
"Benton County, Iowa",19,011,189000
"Black Hawk County, Iowa",19,013,172500
"Boone County, Iowa",19,015,171600
"Bremer County, Iowa",19,017,202600
"Buchanan County, Iowa",19,019,166200
"Buena Vista County, Iowa",19,021,138100
"Butler County, Iowa",19,023,146300
"Calhoun County, Iowa",19,025,104900
"Carroll County, Iowa",19,027,162000
"Cass County, Iowa",19,029,127400
"Cedar County, Iowa",19,031,180700
"Cerro Gordo County, Iowa",19,033,145200
"Cherokee County, Iowa",19,035,145300
"Chickasaw County, Iowa",19,037,151700
"Clarke County, Iowa",19,039,127200
"Clay County, Iowa",19,041,151400
"Clayton County, Iowa",19,043,149500
"Clinton County, Iowa",19,045,144900
"Crawford County, Iowa",19,047,118400
"Dallas County, Iowa",19,049,314900
"Davis County, Iowa",19,051,140300
"Decatur County, Iowa",19,053,97000
"Delaware County, Iowa",19,055,154600
"Des Moines County, Iowa",19,057,135300
"Dickinson County, Iowa",19,059,236100
"Dubuque County, Iowa",19,061,210300
"Emmet County, Iowa",19,063,102700
"Fayette County, Iowa",19,065,123000
"Floyd County, Iowa",19,067,128800
"Franklin County, Iowa",19,069,108200
"Fremont County, Iowa",19,071,140400
"Greene County, Iowa",19,073,119100
"Grundy County, Iowa",19,075,166300
"Guthrie County, Iowa",19,077,153100
"Hamilton County, Iowa",19,079,116000
"Hancock County, Iowa",19,081,116000
"Hardin County, Iowa",19,083,109300
"Harrison County, Iowa",19,085,152000
"Henry County, Iowa",19,087,145200
"Howard County, Iowa",19,089,125100
"Humboldt County, Iowa",19,091,134300
"Ida County, Iowa",19,093,108000
"Iowa County, Iowa",19,095,175600
"Jackson County, Iowa",19,097,162100
"Jasper County, Iowa",19,099,163800
"Jefferson County, Iowa",19,101,141500
"Johnson County, Iowa",19,103,277800
"Jones County, Iowa",19,105,165200
"Keokuk County, Iowa",19,107,105500
"Kossuth County, Iowa",19,109,118800
"Lee County, Iowa",19,111,121000
"Linn County, Iowa",19,113,188800
"Louisa County, Iowa",19,115,125500
"Lucas County, Iowa",19,117,111000
"Lyon County, Iowa",19,119,190800
"Madison County, Iowa",19,121,230500
"Mahaska County, Iowa",19,123,135100
"Marion County, Iowa",19,125,192300
"Marshall County, Iowa",19,127,125900
"Mills County, Iowa",19,129,225500
"Mitchell County, Iowa",19,131,149200
"Monona County, Iowa",19,133,108700
"Monroe County, Iowa",19,135,128000
"Montgomery County, Iowa",19,137,99300
"Muscatine County, Iowa",19,139,159000
"O'Brien County, Iowa",19,141,141900
"Osceola County, Iowa",19,143,114800
"Page County, Iowa",19,145,112400
"Palo Alto County, Iowa",19,147,117000
"Plymouth County, Iowa",19,149,199800
"Pocahontas County, Iowa",19,151,90400
"Polk County, Iowa",19,153,232000
"Pottawattamie County, Iowa",19,155,169400
"Poweshiek County, Iowa",19,157,173600
"Ringgold County, Iowa",19,159,143100
"Sac County, Iowa",19,161,119500
"Scott County, Iowa",19,163,198000
"Shelby County, Iowa",19,165,152900
"Sioux County, Iowa",19,167,220700
"Story County, Iowa",19,169,229100
"Tama County, Iowa",19,171,129400
"Taylor County, Iowa",19,173,104500
"Union County, Iowa",19,175,113800
"Van Buren County, Iowa",19,177,107700
"Wapello County, Iowa",19,179,105800
"Warren County, Iowa",19,181,234300
"Washington County, Iowa",19,183,182400
"Wayne County, Iowa",19,185,98700
"Webster County, Iowa",19,187,130400
"Winnebago County, Iowa",19,189,121700
"Winneshiek County, Iowa",19,191,225400
"Woodbury County, Iowa",19,193,158000
"Worth County, Iowa",19,195,130600
"Wright County, Iowa",19,197,105400
"Allen County, Kansas",20,001,95700
"Anderson County, Kansas",20,003,141700
"Atchison County, Kansas",20,005,123400
"Barber County, Kansas",20,007,83300
"Barton County, Kansas",20,009,113200
"Bourbon County, Kansas",20,011,95600
"Brown County, Kansas",20,013,108700
"Butler County, Kansas",20,015,181700
"Chase County, Kansas",20,017,108300
"Chautauqua County, Kansas",20,019,58400
"Cherokee County, Kansas",20,021,91800
"Cheyenne County, Kansas",20,023,114700
"Clark County, Kansas",20,025,78500
"Clay County, Kansas",20,027,136600
"Cloud County, Kansas",20,029,91100
"Coffey County, Kansas",20,031,131200
"Comanche County, Kansas",20,033,63800
"Cowley County, Kansas",20,035,104000
"Crawford County, Kansas",20,037,114100
"Decatur County, Kansas",20,039,76100
"Dickinson County, Kansas",20,041,137000
"Doniphan County, Kansas",20,043,116400
"Douglas County, Kansas",20,045,259500
"Edwards County, Kansas",20,047,65500
"Elk County, Kansas",20,049,57100
"Ellis County, Kansas",20,051,199100
"Ellsworth County, Kansas",20,053,109400
"Finney County, Kansas",20,055,183900
"Ford County, Kansas",20,057,121500
"Franklin County, Kansas",20,059,175500
"Geary County, Kansas",20,061,162400
"Gove County, Kansas",20,063,112800
"Graham County, Kansas",20,065,87400
"Grant County, Kansas",20,067,147800
"Gray County, Kansas",20,069,162400
"Greeley County, Kansas",20,071,115700
"Greenwood County, Kansas",20,073,64900
"Hamilton County, Kansas",20,075,116800
"Harper County, Kansas",20,077,81000
"Harvey County, Kansas",20,079,160100
"Haskell County, Kansas",20,081,132500
"Hodgeman County, Kansas",20,083,86100
"Jackson County, Kansas",20,085,169100
"Jefferson County, Kansas",20,087,193000
"Jewell County, Kansas",20,089,58400
"Johnson County, Kansas",20,091,343300
"Kearny County, Kansas",20,093,143200
"Kingman County, Kansas",20,095,97500
"Kiowa County, Kansas",20,097,121600
"Labette County, Kansas",20,099,94600
"Lane County, Kansas",20,101,82300
"Leavenworth County, Kansas",20,103,240800
"Lincoln County, Kansas",20,105,94100
"Linn County, Kansas",20,107,148200
"Logan County, Kansas",20,109,116100
"Lyon County, Kansas",20,111,136100
"McPherson County, Kansas",20,113,180900
"Marion County, Kansas",20,115,114700
"Marshall County, Kansas",20,117,112300
"Meade County, Kansas",20,119,137500
"Miami County, Kansas",20,121,253100
"Mitchell County, Kansas",20,123,100700
"Montgomery County, Kansas",20,125,90200
"Morris County, Kansas",20,127,111700
"Morton County, Kansas",20,129,96000
"Nemaha County, Kansas",20,131,174500
"Neosho County, Kansas",20,133,99400
"Ness County, Kansas",20,135,80400
"Norton County, Kansas",20,137,109800
"Osage County, Kansas",20,139,138400
"Osborne County, Kansas",20,141,80600
"Ottawa County, Kansas",20,143,157800
"Pawnee County, Kansas",20,145,93800
"Phillips County, Kansas",20,147,95400
"Pottawatomie County, Kansas",20,149,221600
"Pratt County, Kansas",20,151,111100
"Rawlins County, Kansas",20,153,108500
"Reno County, Kansas",20,155,119200
"Republic County, Kansas",20,157,71000
"Rice County, Kansas",20,159,87700
"Riley County, Kansas",20,161,231000
"Rooks County, Kansas",20,163,88200
"Rush County, Kansas",20,165,74900
"Russell County, Kansas",20,167,103500
"Saline County, Kansas",20,169,161900
"Scott County, Kansas",20,171,166100
"Sedgwick County, Kansas",20,173,175700
"Seward County, Kansas",20,175,126000
"Shawnee County, Kansas",20,177,159900
"Sheridan County, Kansas",20,179,134900
"Sherman County, Kansas",20,181,123900
"Smith County, Kansas",20,183,83900
"Stafford County, Kansas",20,185,96100
"Stanton County, Kansas",20,187,74000
"Stevens County, Kansas",20,189,133800
"Sumner County, Kansas",20,191,116400
"Thomas County, Kansas",20,193,165300
"Trego County, Kansas",20,195,114900
"Wabaunsee County, Kansas",20,197,169600
"Wallace County, Kansas",20,199,96200
"Washington County, Kansas",20,201,106100
"Wichita County, Kansas",20,203,96700
"Wilson County, Kansas",20,205,91700
"Woodson County, Kansas",20,207,85300
"Wyandotte County, Kansas",20,209,139800
"Adair County, Kentucky",21,001,126900
"Allen County, Kentucky",21,003,160200
"Anderson County, Kentucky",21,005,198800
"Ballard County, Kentucky",21,007,102000
"Barren County, Kentucky",21,009,156800
"Bath County, Kentucky",21,011,101300
"Bell County, Kentucky",21,013,76700
"Boone County, Kentucky",21,015,237600
"Bourbon County, Kentucky",21,017,187700
"Boyd County, Kentucky",21,019,129000
"Boyle County, Kentucky",21,021,179800
"Bracken County, Kentucky",21,023,115100
"Breathitt County, Kentucky",21,025,58800
"Breckinridge County, Kentucky",21,027,124800
"Bullitt County, Kentucky",21,029,214000
"Butler County, Kentucky",21,031,102200
"Caldwell County, Kentucky",21,033,103200
"Calloway County, Kentucky",21,035,169100
"Campbell County, Kentucky",21,037,214400
"Carlisle County, Kentucky",21,039,90100
"Carroll County, Kentucky",21,041,128100
"Carter County, Kentucky",21,043,122300
"Casey County, Kentucky",21,045,124300
"Christian County, Kentucky",21,047,142000
"Clark County, Kentucky",21,049,183200
"Clay County, Kentucky",21,051,73500
"Clinton County, Kentucky",21,053,90600
"Crittenden County, Kentucky",21,055,105300
"Cumberland County, Kentucky",21,057,126100
"Daviess County, Kentucky",21,059,171100
"Edmonson County, Kentucky",21,061,116000
"Elliott County, Kentucky",21,063,90400
"Estill County, Kentucky",21,065,100600
"Fayette County, Kentucky",21,067,247900
"Fleming County, Kentucky",21,069,109300
"Floyd County, Kentucky",21,071,89900
"Franklin County, Kentucky",21,073,184000
"Fulton County, Kentucky",21,075,75000
"Gallatin County, Kentucky",21,077,154600
"Garrard County, Kentucky",21,079,170800
"Grant County, Kentucky",21,081,173600
"Graves County, Kentucky",21,083,134900
"Grayson County, Kentucky",21,085,141500
"Green County, Kentucky",21,087,97100
"Greenup County, Kentucky",21,089,132200
"Hancock County, Kentucky",21,091,116800
"Hardin County, Kentucky",21,093,186500
"Harlan County, Kentucky",21,095,71300
"Harrison County, Kentucky",21,097,170600
"Hart County, Kentucky",21,099,115500
"Henderson County, Kentucky",21,101,156200
"Henry County, Kentucky",21,103,161600
"Hickman County, Kentucky",21,105,112700
"Hopkins County, Kentucky",21,107,125800
"Jackson County, Kentucky",21,109,101900
"Jefferson County, Kentucky",21,111,222200
"Jessamine County, Kentucky",21,113,226900
"Johnson County, Kentucky",21,115,130900
"Kenton County, Kentucky",21,117,207700
"Knott County, Kentucky",21,119,66600
"Knox County, Kentucky",21,121,109200
"Larue County, Kentucky",21,123,164000
"Laurel County, Kentucky",21,125,141300
"Lawrence County, Kentucky",21,127,100300
"Lee County, Kentucky",21,129,77400
"Leslie County, Kentucky",21,131,77900
"Letcher County, Kentucky",21,133,66000
"Lewis County, Kentucky",21,135,83400
"Lincoln County, Kentucky",21,137,130100
"Livingston County, Kentucky",21,139,108100
"Logan County, Kentucky",21,141,134200
"Lyon County, Kentucky",21,143,164100
"McCracken County, Kentucky",21,145,172300
"McCreary County, Kentucky",21,147,85300
"McLean County, Kentucky",21,149,139400
"Madison County, Kentucky",21,151,200600
"Magoffin County, Kentucky",21,153,83400
"Marion County, Kentucky",21,155,141000
"Marshall County, Kentucky",21,157,160600
"Martin County, Kentucky",21,159,91800
"Mason County, Kentucky",21,161,156600
"Meade County, Kentucky",21,163,187400
"Menifee County, Kentucky",21,165,104600
"Mercer County, Kentucky",21,167,181400
"Metcalfe County, Kentucky",21,169,95100
"Monroe County, Kentucky",21,171,113900
"Montgomery County, Kentucky",21,173,142300
"Morgan County, Kentucky",21,175,90800
"Muhlenberg County, Kentucky",21,177,115900
"Nelson County, Kentucky",21,179,204000
"Nicholas County, Kentucky",21,181,111300
"Ohio County, Kentucky",21,183,114900
"Oldham County, Kentucky",21,185,357500
"Owen County, Kentucky",21,187,151300
"Owsley County, Kentucky",21,189,78500
"Pendleton County, Kentucky",21,191,152000
"Perry County, Kentucky",21,193,92800
"Pike County, Kentucky",21,195,96900
"Powell County, Kentucky",21,197,123400
"Pulaski County, Kentucky",21,199,140400
"Robertson County, Kentucky",21,201,143500
"Rockcastle County, Kentucky",21,203,100300
"Rowan County, Kentucky",21,205,149900
"Russell County, Kentucky",21,207,121400
"Scott County, Kentucky",21,209,240800
"Shelby County, Kentucky",21,211,247500
"Simpson County, Kentucky",21,213,178600
"Spencer County, Kentucky",21,215,288200
"Taylor County, Kentucky",21,217,156800
"Todd County, Kentucky",21,219,126600
"Trigg County, Kentucky",21,221,173900
"Trimble County, Kentucky",21,223,152600
"Union County, Kentucky",21,225,109100
"Warren County, Kentucky",21,227,227300
"Washington County, Kentucky",21,229,158700
"Wayne County, Kentucky",21,231,112800
"Webster County, Kentucky",21,233,86700
"Whitley County, Kentucky",21,235,114300
"Wolfe County, Kentucky",21,237,62200
"Woodford County, Kentucky",21,239,259100
"Acadia Parish, Louisiana",22,001,145100
"Allen Parish, Louisiana",22,003,113400
"Ascension Parish, Louisiana",22,005,255600
"Assumption Parish, Louisiana",22,007,130600
"Avoyelles Parish, Louisiana",22,009,123600
"Beauregard Parish, Louisiana",22,011,150200
"Bienville Parish, Louisiana",22,013,85800
"Bossier Parish, Louisiana",22,015,206600
"Caddo Parish, Louisiana",22,017,166700
"Calcasieu Parish, Louisiana",22,019,196900
"Caldwell Parish, Louisiana",22,021,103500
"Cameron Parish, Louisiana",22,023,177600
"Catahoula Parish, Louisiana",22,025,91300
"Claiborne Parish, Louisiana",22,027,79100
"Concordia Parish, Louisiana",22,029,94600
"De Soto Parish, Louisiana",22,031,144100
"East Baton Rouge Parish, Louisiana",22,033,232800
"East Carroll Parish, Louisiana",22,035,72600
"East Feliciana Parish, Louisiana",22,037,204800
"Evangeline Parish, Louisiana",22,039,101000
"Franklin Parish, Louisiana",22,041,99200
"Grant Parish, Louisiana",22,043,128100
"Iberia Parish, Louisiana",22,045,152400
"Iberville Parish, Louisiana",22,047,161400
"Jackson Parish, Louisiana",22,049,105700
"Jefferson Parish, Louisiana",22,051,231700
"Jefferson Davis Parish, Louisiana",22,053,149800
"Lafayette Parish, Louisiana",22,055,222400
"Lafourche Parish, Louisiana",22,057,177200
"LaSalle Parish, Louisiana",22,059,120500
"Lincoln Parish, Louisiana",22,061,184300
"Livingston Parish, Louisiana",22,063,210100
"Madison Parish, Louisiana",22,065,88200
"Morehouse Parish, Louisiana",22,067,104300
"Natchitoches Parish, Louisiana",22,069,155700
"Orleans Parish, Louisiana",22,071,281500
"Ouachita Parish, Louisiana",22,073,172800
"Plaquemines Parish, Louisiana",22,075,253300
"Pointe Coupee Parish, Louisiana",22,077,172500
"Rapides Parish, Louisiana",22,079,171400
"Red River Parish, Louisiana",22,081,99100
"Richland Parish, Louisiana",22,083,121800
"Sabine Parish, Louisiana",22,085,112300
"St. Bernard Parish, Louisiana",22,087,184000
"St. Charles Parish, Louisiana",22,089,248600
"St. Helena Parish, Louisiana",22,091,104700
"St. James Parish, Louisiana",22,093,185200
"St. John the Baptist Parish, Louisiana",22,095,173200
"St. Landry Parish, Louisiana",22,097,148400
"St. Martin Parish, Louisiana",22,099,139900
"St. Mary Parish, Louisiana",22,101,128000
"St. Tammany Parish, Louisiana",22,103,262400
"Tangipahoa Parish, Louisiana",22,105,193300
"Tensas Parish, Louisiana",22,107,78300
"Terrebonne Parish, Louisiana",22,109,174400
"Union Parish, Louisiana",22,111,117300
"Vermilion Parish, Louisiana",22,113,154000
"Vernon Parish, Louisiana",22,115,141900
"Washington Parish, Louisiana",22,117,133200
"Webster Parish, Louisiana",22,119,100100
"West Baton Rouge Parish, Louisiana",22,121,223900
"West Carroll Parish, Louisiana",22,123,100600
"West Feliciana Parish, Louisiana",22,125,239700
"Winn Parish, Louisiana",22,127,98100
"Androscoggin County, Maine",23,001,211800
"Aroostook County, Maine",23,003,125400
"Cumberland County, Maine",23,005,372900
"Franklin County, Maine",23,007,170600
"Hancock County, Maine",23,009,250900
"Kennebec County, Maine",23,011,198300
"Knox County, Maine",23,013,260800
"Lincoln County, Maine",23,015,276400
"Oxford County, Maine",23,017,176800
"Penobscot County, Maine",23,019,176700
"Piscataquis County, Maine",23,021,137800
"Sagadahoc County, Maine",23,023,268600
"Somerset County, Maine",23,025,150500
"Waldo County, Maine",23,027,210600
"Washington County, Maine",23,029,135400
"York County, Maine",23,031,323500
"Allegany County, Maryland",24,001,143300
"Anne Arundel County, Maryland",24,003,432000
"Baltimore County, Maryland",24,005,310800
"Calvert County, Maryland",24,009,418900
"Caroline County, Maryland",24,011,258800
"Carroll County, Maryland",24,013,390200
"Cecil County, Maryland",24,015,292500
"Charles County, Maryland",24,017,382800
"Dorchester County, Maryland",24,019,226000
"Frederick County, Maryland",24,021,412500
"Garrett County, Maryland",24,023,220100
"Harford County, Maryland",24,025,351100
"Howard County, Maryland",24,027,551300
"Kent County, Maryland",24,029,291900
"Montgomery County, Maryland",24,031,588900
"Prince George's County, Maryland",24,033,380500
"Queen Anne's County, Maryland",24,035,421900
"St. Mary's County, Maryland",24,037,376900
"Somerset County, Maryland",24,039,157200
"Talbot County, Maryland",24,041,382000
"Washington County, Maryland",24,043,262400
"Wicomico County, Maryland",24,045,226900
"Worcester County, Maryland",24,047,310300
"Baltimore city, Maryland",24,510,202900
"Barnstable County, Massachusetts",25,001,519100
"Berkshire County, Massachusetts",25,003,266400
"Bristol County, Massachusetts",25,005,385000
"Dukes County, Massachusetts",25,007,998100
"Essex County, Massachusetts",25,009,535300
"Franklin County, Massachusetts",25,011,284100
"Hampden County, Massachusetts",25,013,258100
"Hampshire County, Massachusetts",25,015,344200
"Middlesex County, Massachusetts",25,017,654300
"Nantucket County, Massachusetts",25,019,1265600
"Norfolk County, Massachusetts",25,021,612100
"Plymouth County, Massachusetts",25,023,475500
"Suffolk County, Massachusetts",25,025,650900
"Worcester County, Massachusetts",25,027,363200
"Alcona County, Michigan",26,001,148200
"Alger County, Michigan",26,003,156500
"Allegan County, Michigan",26,005,225000
"Alpena County, Michigan",26,007,128000
"Antrim County, Michigan",26,009,199800
"Arenac County, Michigan",26,011,118200
"Baraga County, Michigan",26,013,121700
"Barry County, Michigan",26,015,223600
"Bay County, Michigan",26,017,125000
"Benzie County, Michigan",26,019,243600
"Berrien County, Michigan",26,021,193600
"Branch County, Michigan",26,023,140200
"Calhoun County, Michigan",26,025,138700
"Cass County, Michigan",26,027,181100
"Charlevoix County, Michigan",26,029,220000
"Cheboygan County, Michigan",26,031,167400
"Chippewa County, Michigan",26,033,142000
"Clare County, Michigan",26,035,112400
"Clinton County, Michigan",26,037,226000
"Crawford County, Michigan",26,039,135400
"Delta County, Michigan",26,041,139200
"Dickinson County, Michigan",26,043,122600
"Eaton County, Michigan",26,045,194500
"Emmet County, Michigan",26,047,246300
"Genesee County, Michigan",26,049,158400
"Gladwin County, Michigan",26,051,140600
"Gogebic County, Michigan",26,053,87800
"Grand Traverse County, Michigan",26,055,273300
"Gratiot County, Michigan",26,057,126500
"Hillsdale County, Michigan",26,059,159000
"Houghton County, Michigan",26,061,129200
"Huron County, Michigan",26,063,129500
"Ingham County, Michigan",26,065,173600
"Ionia County, Michigan",26,067,169600
"Iosco County, Michigan",26,069,118400
"Iron County, Michigan",26,071,95800
"Isabella County, Michigan",26,073,159500
"Jackson County, Michigan",26,075,166700
"Kalamazoo County, Michigan",26,077,209700
"Kalkaska County, Michigan",26,079,152800
"Kent County, Michigan",26,081,242200
"Keweenaw County, Michigan",26,083,155900
"Lake County, Michigan",26,085,117100
"Lapeer County, Michigan",26,087,219300
"Leelanau County, Michigan",26,089,371200
"Lenawee County, Michigan",26,091,168100
"Livingston County, Michigan",26,093,311800
"Luce County, Michigan",26,095,104600
"Mackinac County, Michigan",26,097,157000
"Macomb County, Michigan",26,099,216200
"Manistee County, Michigan",26,101,157800
"Marquette County, Michigan",26,103,184300
"Mason County, Michigan",26,105,181200
"Mecosta County, Michigan",26,107,153000
"Menominee County, Michigan",26,109,132200
"Midland County, Michigan",26,111,171600
"Missaukee County, Michigan",26,113,153300
"Monroe County, Michigan",26,115,202200
"Montcalm County, Michigan",26,117,154900
"Montmorency County, Michigan",26,119,125600
"Muskegon County, Michigan",26,121,162300
"Newaygo County, Michigan",26,123,165000
"Oakland County, Michigan",26,125,302800
"Oceana County, Michigan",26,127,151700
"Ogemaw County, Michigan",26,129,125300
"Ontonagon County, Michigan",26,131,89700
"Osceola County, Michigan",26,133,128200
"Oscoda County, Michigan",26,135,122500
"Otsego County, Michigan",26,137,178400
"Ottawa County, Michigan",26,139,269200
"Presque Isle County, Michigan",26,141,124800
"Roscommon County, Michigan",26,143,133400
"Saginaw County, Michigan",26,145,131100
"St. Clair County, Michigan",26,147,197300
"St. Joseph County, Michigan",26,149,152800
"Sanilac County, Michigan",26,151,149300
"Schoolcraft County, Michigan",26,153,129100
"Shiawassee County, Michigan",26,155,151900
"Tuscola County, Michigan",26,157,127200
"Van Buren County, Michigan",26,159,172100
"Washtenaw County, Michigan",26,161,336300
"Wayne County, Michigan",26,163,158600
"Wexford County, Michigan",26,165,146100
"Aitkin County, Minnesota",27,001,222100
"Anoka County, Minnesota",27,003,302300
"Becker County, Minnesota",27,005,249600
"Beltrami County, Minnesota",27,007,203900
"Benton County, Minnesota",27,009,229300
"Big Stone County, Minnesota",27,011,115000
"Blue Earth County, Minnesota",27,013,239200
"Brown County, Minnesota",27,015,165200
"Carlton County, Minnesota",27,017,218000
"Carver County, Minnesota",27,019,400500
"Cass County, Minnesota",27,021,241000
"Chippewa County, Minnesota",27,023,138900
"Chisago County, Minnesota",27,025,299800
"Clay County, Minnesota",27,027,241400
"Clearwater County, Minnesota",27,029,161800
"Cook County, Minnesota",27,031,289500
"Cottonwood County, Minnesota",27,033,141600
"Crow Wing County, Minnesota",27,035,245200
"Dakota County, Minnesota",27,037,341200
"Dodge County, Minnesota",27,039,245800
"Douglas County, Minnesota",27,041,277800
"Faribault County, Minnesota",27,043,116000
"Fillmore County, Minnesota",27,045,196200
"Freeborn County, Minnesota",27,047,154700
"Goodhue County, Minnesota",27,049,254500
"Grant County, Minnesota",27,051,161100
"Hennepin County, Minnesota",27,053,358000
"Houston County, Minnesota",27,055,216400
"Hubbard County, Minnesota",27,057,245500
"Isanti County, Minnesota",27,059,262500
"Itasca County, Minnesota",27,061,198500
"Jackson County, Minnesota",27,063,140500
"Kanabec County, Minnesota",27,065,205400
"Kandiyohi County, Minnesota",27,067,214600
"Kittson County, Minnesota",27,069,122100
"Koochiching County, Minnesota",27,071,132200
"Lac qui Parle County, Minnesota",27,073,127300
"Lake County, Minnesota",27,075,200900
"Lake of the Woods County, Minnesota",27,077,204300
"Le Sueur County, Minnesota",27,079,271900
"Lincoln County, Minnesota",27,081,139500
"Lyon County, Minnesota",27,083,177600
"McLeod County, Minnesota",27,085,214300
"Mahnomen County, Minnesota",27,087,132900
"Marshall County, Minnesota",27,089,140900
"Martin County, Minnesota",27,091,148100
"Meeker County, Minnesota",27,093,216800
"Mille Lacs County, Minnesota",27,095,221300
"Morrison County, Minnesota",27,097,220600
"Mower County, Minnesota",27,099,158000
"Murray County, Minnesota",27,101,163500
"Nicollet County, Minnesota",27,103,240700
"Nobles County, Minnesota",27,105,161000
"Norman County, Minnesota",27,107,129300
"Olmsted County, Minnesota",27,109,285600
"Otter Tail County, Minnesota",27,111,234200
"Pennington County, Minnesota",27,113,173800
"Pine County, Minnesota",27,115,207100
"Pipestone County, Minnesota",27,117,126500
"Polk County, Minnesota",27,119,204600
"Pope County, Minnesota",27,121,225900
"Ramsey County, Minnesota",27,123,289300
"Red Lake County, Minnesota",27,125,150700
"Redwood County, Minnesota",27,127,138700
"Renville County, Minnesota",27,129,138200
"Rice County, Minnesota",27,131,279700
"Rock County, Minnesota",27,133,189100
"Roseau County, Minnesota",27,135,164200
"St. Louis County, Minnesota",27,137,192900
"Scott County, Minnesota",27,139,376000
"Sherburne County, Minnesota",27,141,306000
"Sibley County, Minnesota",27,143,196600
"Stearns County, Minnesota",27,145,241100
"Steele County, Minnesota",27,147,217100
"Stevens County, Minnesota",27,149,170700
"Swift County, Minnesota",27,151,132400
"Todd County, Minnesota",27,153,173200
"Traverse County, Minnesota",27,155,109300
"Wabasha County, Minnesota",27,157,230400
"Wadena County, Minnesota",27,159,163400
"Waseca County, Minnesota",27,161,191800
"Washington County, Minnesota",27,163,379300
"Watonwan County, Minnesota",27,165,119200
"Wilkin County, Minnesota",27,167,169100
"Winona County, Minnesota",27,169,203500
"Wright County, Minnesota",27,171,310900
"Yellow Medicine County, Minnesota",27,173,145400
"Adams County, Mississippi",28,001,99300
"Alcorn County, Mississippi",28,003,125800
"Amite County, Mississippi",28,005,91400
"Attala County, Mississippi",28,007,99100
"Benton County, Mississippi",28,009,96200
"Bolivar County, Mississippi",28,011,118200
"Calhoun County, Mississippi",28,013,82900
"Carroll County, Mississippi",28,015,103700
"Chickasaw County, Mississippi",28,017,88000
"Choctaw County, Mississippi",28,019,104200
"Claiborne County, Mississippi",28,021,78500
"Clarke County, Mississippi",28,023,99300
"Clay County, Mississippi",28,025,110600
"Coahoma County, Mississippi",28,027,84400
"Copiah County, Mississippi",28,029,93600
"Covington County, Mississippi",28,031,76700
"DeSoto County, Mississippi",28,033,227600
"Forrest County, Mississippi",28,035,144000
"Franklin County, Mississippi",28,037,96200
"George County, Mississippi",28,039,157200
"Greene County, Mississippi",28,041,97500
"Grenada County, Mississippi",28,043,130100
"Hancock County, Mississippi",28,045,197400
"Harrison County, Mississippi",28,047,185000
"Hinds County, Mississippi",28,049,141600
"Holmes County, Mississippi",28,051,73900
"Humphreys County, Mississippi",28,053,79900
"Issaquena County, Mississippi",28,055,96300
