geo_code,geo_name,women_per1000,men_per1000,born_per1000_raw,died_per1000_raw,migrants_in_per1000,moved_out_per1000,net_immigration_per1000,divorced_separated_per1000,single_80plus_per1000,single_parents_benefit_per1000,disability_benefit_per1000,immigrants_per1000,births_per1000_pop_published,deaths_per1000_pop_published,pct_divorced_separated,pct_single_80plus,pct_single_parents_benefit,pct_disability_benefit,pct_immigrant_background
3037,Hurdal (2020-2023),497.20486682012495,502.795133179875,9.536336731338375,9.865175928970734,122.32818151923709,90.10194015126604,32.226241367971056,75.63301545544229,36.829990134824065,3.6172311739559353,84.1828345938836,166.06379480434066,9.5,9.9,12.1,68.3,1.2,13.9,16.6
3038,Hole (2020-2023),489.6265560165975,510.37344398340247,6.867935326942338,8.01259121476606,74.83187866647589,59.235942194877666,15.595936471598225,65.53154957790815,26.32708541994563,1.0015739018457575,45.64315352697095,184.2895979396194,6.9,8,10.4,61.7,0.3,7.5,18.4
3039,Flå (2020-2023),469.0582959641256,530.9417040358745,6.278026905829596,16.143497757847534,92.37668161434978,65.47085201793722,26.90582959641256,68.16143497757847,44.84304932735426,,71.74887892376681,210.76233183856502,6.3,16.1,10.7,62.5,,11.6,21.1
3040,Nesbyen (2020-2023),492.88094516813084,507.11905483186916,5.45289306270827,12.420478642835503,42.108451984247196,34.83792790063617,7.270524083611027,62.102393214177525,39.684943956376856,1.2117540139351712,70.28173280823994,156.31626779763707,5.5,12.4,10,60.9,0.4,11.8,15.6
3041,Gol (2020-2023),496.1893301243482,503.8106698756518,7.220216606498195,6.618531889290012,89.85158443642197,46.32972322503008,43.5218612113919,63.1768953068592,38.708383473726435,2.206177296430004,58.56397914159647,236.66265543521862,7.2,6.6,9.8,58.5,0.7,9.4,23.7
3042,Hemsedal (2020-2023),479.7449362340585,520.2550637659415,8.252063015753938,8.6271567891973,79.14478619654913,70.14253563390848,9.00225056264066,57.76444111027757,24.006001500375096,,43.51087771942986,293.32333083270817,8.3,8.6,8.5,57.7,,6.6,29.3
3043,Ål (2020-2023),503.49510685040946,496.50489314959054,8.388256440982623,8.388256440982623,182.943878570002,154.78330337527464,28.16057519472738,57.12003195526263,39.54463750748952,1.1983223487118035,49.73037747153984,187.33772718194527,8.4,8.4,9.1,63.7,0.4,8.3,18.7
3044,Hol (2020-2023),496.66370106761565,503.3362989323843,6.450177935943061,10.898576512455517,70.2846975088968,67.83807829181494,2.4466192170818504,66.05871886120997,33.80782918149466,2.4466192170818504,50.26690391459074,214.635231316726,6.5,10.9,10.4,59.6,0.8,8.2,21.5
3045,Sigdal (2020-2023),479.2966534316506,520.7033465683494,4.821327283040272,11.060692002268858,59.84117980714691,40.27226318774816,19.568916619398752,68.3494044242768,46.79523539421441,1.7016449234259785,64.66250709018719,127.3397617697107,4.8,11.1,11,69.6,0.6,10.9,12.7
3046,Krødsherad (2020-2023),486.39000446229363,513.6099955377064,6.247211066488175,14.279339580544399,66.93440428380187,45.51539491298527,21.4190093708166,67.8268630075859,34.805890227576974,,65.59571619812583,172.69076305220884,6.2,14.3,10.8,73.6,,10.9,17.3
3047,Modum (2020-2023),495.9427207637231,504.0572792362769,8.387316740538697,10.501193317422434,70.03068530514832,58.711217183770884,11.31946812137743,77.05421070576202,31.6399590862598,2.7957722468462323,87.2144561882032,162.97306512103648,8.4,10.5,12.1,60.8,0.9,14.2,16.3
3048,Øvre Eiker (2020-2023),491.4095962269599,508.5904037730401,9.432600221377351,8.56634101737331,63.04441984696088,50.38741036623514,12.657009480725732,71.46638433033351,27.672169016795806,2.1656480100101065,80.36960392704172,186.4382309062034,9.4,8.6,10.9,61.9,0.7,12.8,18.6
3049,Lier (2020-2023),490.20021074815594,509.799789251844,8.78117316473481,6.779065683175272,77.44994731296102,68.91464699683877,8.535300316122234,68.17702845100105,23.076923076923077,1.36986301369863,49.80681419037583,266.28029504741835,8.8,6.8,10.4,57,0.4,7.9,26.6
